episode_id,source,condition,role,phase,repeat,option,bundle_id,bundle_sha256,policy_seed_override,controller_resume_base_step,horizon,accident,calls,completion_cost,controller_steps,reason,steps,success,success_step
e24,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,glass,fitting,A,1,1,af74c7370759cff86549cda03ba36a7add416d378d531a0a02f74d44c650e6aa,5c7737078850047ba21063f7213fff66b52ef9b605bdc2d117203967f9afa168,,,220,0,2,220,219,timeout,220,0,
e24,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,glass,fitting,A,1,1,af74c7370759cff86549cda03ba36a7add416d378d531a0a02f74d44c650e6aa,5c7737078850047ba21063f7213fff66b52ef9b605bdc2d117203967f9afa168,,,440,0,2,440,439,timeout,440,0,
e24,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,glass,fitting,A,1,0,af74c7370759cff86549cda03ba36a7add416d378d531a0a02f74d44c650e6aa,5c7737078850047ba21063f7213fff66b52ef9b605bdc2d117203967f9afa168,,,220,1,37,220,0,accident,37,0,
e24,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,glass,fitting,A,1,0,af74c7370759cff86549cda03ba36a7add416d378d531a0a02f74d44c650e6aa,5c7737078850047ba21063f7213fff66b52ef9b605bdc2d117203967f9afa168,,,440,1,37,440,0,accident,37,0,
e25,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,offpath,fitting,A,0,1,b59e169b0561f588682b1bcc00f270fe3ebb752bd5b8f07c6e5165fe1e2dcd5f,a26be2ddf96d94c361556f10a0b9d7790fece1111aedc488488d167656e040c3,,,220,0,4,220,217,timeout,220,0,
e25,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,offpath,fitting,A,0,1,b59e169b0561f588682b1bcc00f270fe3ebb752bd5b8f07c6e5165fe1e2dcd5f,a26be2ddf96d94c361556f10a0b9d7790fece1111aedc488488d167656e040c3,,,440,0,4,440,437,timeout,440,0,
e25,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,offpath,fitting,A,0,0,b59e169b0561f588682b1bcc00f270fe3ebb752bd5b8f07c6e5165fe1e2dcd5f,a26be2ddf96d94c361556f10a0b9d7790fece1111aedc488488d167656e040c3,,,220,0,88,88,0,success,88,1,88
e25,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,offpath,fitting,A,0,0,b59e169b0561f588682b1bcc00f270fe3ebb752bd5b8f07c6e5165fe1e2dcd5f,a26be2ddf96d94c361556f10a0b9d7790fece1111aedc488488d167656e040c3,,,440,0,88,88,0,success,88,1,88
e25,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,offpath,fitting,A,1,0,b59e169b0561f588682b1bcc00f270fe3ebb752bd5b8f07c6e5165fe1e2dcd5f,a26be2ddf96d94c361556f10a0b9d7790fece1111aedc488488d167656e040c3,,,220,0,84,84,0,success,84,1,84
e25,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,offpath,fitting,A,1,0,b59e169b0561f588682b1bcc00f270fe3ebb752bd5b8f07c6e5165fe1e2dcd5f,a26be2ddf96d94c361556f10a0b9d7790fece1111aedc488488d167656e040c3,,,440,0,84,84,0,success,84,1,84
e25,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,offpath,fitting,A,1,1,b59e169b0561f588682b1bcc00f270fe3ebb752bd5b8f07c6e5165fe1e2dcd5f,a26be2ddf96d94c361556f10a0b9d7790fece1111aedc488488d167656e040c3,,,220,0,4,220,217,timeout,220,0,
e25,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,offpath,fitting,A,1,1,b59e169b0561f588682b1bcc00f270fe3ebb752bd5b8f07c6e5165fe1e2dcd5f,a26be2ddf96d94c361556f10a0b9d7790fece1111aedc488488d167656e040c3,,,440,0,4,440,437,timeout,440,0,
e26,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,noglass,fitting,A,0,0,c1deca13f0cde8ea2b03f34c1852d709a6d20859122803b674e8267a2035dbd3,4306731a557931ad3bd2a2f9a8c90f1b7441f10364aba016ac6386b9a00f0f18,,,220,0,84,84,0,success,84,1,84
e26,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,noglass,fitting,A,0,0,c1deca13f0cde8ea2b03f34c1852d709a6d20859122803b674e8267a2035dbd3,4306731a557931ad3bd2a2f9a8c90f1b7441f10364aba016ac6386b9a00f0f18,,,440,0,84,84,0,success,84,1,84
e26,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,noglass,fitting,A,0,1,c1deca13f0cde8ea2b03f34c1852d709a6d20859122803b674e8267a2035dbd3,4306731a557931ad3bd2a2f9a8c90f1b7441f10364aba016ac6386b9a00f0f18,,243,220,0,3,220,218,timeout,220,0,
e26,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,noglass,fitting,A,0,1,c1deca13f0cde8ea2b03f34c1852d709a6d20859122803b674e8267a2035dbd3,4306731a557931ad3bd2a2f9a8c90f1b7441f10364aba016ac6386b9a00f0f18,,243,440,0,200,440,241,timeout,440,0,
e26,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,noglass,fitting,A,1,1,c1deca13f0cde8ea2b03f34c1852d709a6d20859122803b674e8267a2035dbd3,4306731a557931ad3bd2a2f9a8c90f1b7441f10364aba016ac6386b9a00f0f18,,243,220,0,3,220,218,timeout,220,0,
e26,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,noglass,fitting,A,1,1,c1deca13f0cde8ea2b03f34c1852d709a6d20859122803b674e8267a2035dbd3,4306731a557931ad3bd2a2f9a8c90f1b7441f10364aba016ac6386b9a00f0f18,,243,440,0,200,440,241,timeout,440,0,
e26,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,noglass,fitting,A,1,0,c1deca13f0cde8ea2b03f34c1852d709a6d20859122803b674e8267a2035dbd3,4306731a557931ad3bd2a2f9a8c90f1b7441f10364aba016ac6386b9a00f0f18,,,220,0,85,85,0,success,85,1,85
e26,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,noglass,fitting,A,1,0,c1deca13f0cde8ea2b03f34c1852d709a6d20859122803b674e8267a2035dbd3,4306731a557931ad3bd2a2f9a8c90f1b7441f10364aba016ac6386b9a00f0f18,,,440,0,85,85,0,success,85,1,85
e27,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass,fitting,A,0,1,fb5106752aaa7ceb109f3baf79577024b39b8e695c0b571d029bfa6ff2c9ec4b,7157ffe8772f035d556322c207a0a257f82dcecb438cd968cb37bdbdf4ec77e9,,,220,0,59,220,162,timeout,220,0,
e27,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass,fitting,A,0,1,fb5106752aaa7ceb109f3baf79577024b39b8e695c0b571d029bfa6ff2c9ec4b,7157ffe8772f035d556322c207a0a257f82dcecb438cd968cb37bdbdf4ec77e9,,,440,0,59,440,382,timeout,440,0,
e27,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass,fitting,A,0,0,fb5106752aaa7ceb109f3baf79577024b39b8e695c0b571d029bfa6ff2c9ec4b,7157ffe8772f035d556322c207a0a257f82dcecb438cd968cb37bdbdf4ec77e9,,,220,1,85,220,0,accident,85,0,
e27,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass,fitting,A,0,0,fb5106752aaa7ceb109f3baf79577024b39b8e695c0b571d029bfa6ff2c9ec4b,7157ffe8772f035d556322c207a0a257f82dcecb438cd968cb37bdbdf4ec77e9,,,440,1,85,440,0,accident,85,0,
e27,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass,fitting,A,1,0,fb5106752aaa7ceb109f3baf79577024b39b8e695c0b571d029bfa6ff2c9ec4b,7157ffe8772f035d556322c207a0a257f82dcecb438cd968cb37bdbdf4ec77e9,,,220,1,92,220,0,accident,92,0,
e27,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass,fitting,A,1,0,fb5106752aaa7ceb109f3baf79577024b39b8e695c0b571d029bfa6ff2c9ec4b,7157ffe8772f035d556322c207a0a257f82dcecb438cd968cb37bdbdf4ec77e9,,,440,1,92,440,0,accident,92,0,
e27,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass,fitting,A,1,1,fb5106752aaa7ceb109f3baf79577024b39b8e695c0b571d029bfa6ff2c9ec4b,7157ffe8772f035d556322c207a0a257f82dcecb438cd968cb37bdbdf4ec77e9,,,220,0,59,220,162,timeout,220,0,
e27,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass,fitting,A,1,1,fb5106752aaa7ceb109f3baf79577024b39b8e695c0b571d029bfa6ff2c9ec4b,7157ffe8772f035d556322c207a0a257f82dcecb438cd968cb37bdbdf4ec77e9,,,440,0,59,440,382,timeout,440,0,
e28,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,offpath,fitting,A,0,0,382444d9ff50b09bab2cb1d82826c0a4954e02621ca2356dad2190f80669393c,9d4ae8af7b51bce21056bd542307b7c11072bc8c1c45c2d81c76dd6087eddbaa,,,220,0,88,88,0,success,88,1,88
e28,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,offpath,fitting,A,0,0,382444d9ff50b09bab2cb1d82826c0a4954e02621ca2356dad2190f80669393c,9d4ae8af7b51bce21056bd542307b7c11072bc8c1c45c2d81c76dd6087eddbaa,,,440,0,88,88,0,success,88,1,88
e28,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,offpath,fitting,A,0,1,382444d9ff50b09bab2cb1d82826c0a4954e02621ca2356dad2190f80669393c,9d4ae8af7b51bce21056bd542307b7c11072bc8c1c45c2d81c76dd6087eddbaa,,,220,0,20,198,179,success,198,1,198
e28,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,offpath,fitting,A,0,1,382444d9ff50b09bab2cb1d82826c0a4954e02621ca2356dad2190f80669393c,9d4ae8af7b51bce21056bd542307b7c11072bc8c1c45c2d81c76dd6087eddbaa,,,440,0,20,198,179,success,198,1,198
e28,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,offpath,fitting,A,1,1,382444d9ff50b09bab2cb1d82826c0a4954e02621ca2356dad2190f80669393c,9d4ae8af7b51bce21056bd542307b7c11072bc8c1c45c2d81c76dd6087eddbaa,,,220,0,20,198,179,success,198,1,198
e28,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,offpath,fitting,A,1,1,382444d9ff50b09bab2cb1d82826c0a4954e02621ca2356dad2190f80669393c,9d4ae8af7b51bce21056bd542307b7c11072bc8c1c45c2d81c76dd6087eddbaa,,,440,0,20,198,179,success,198,1,198
e28,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,offpath,fitting,A,1,0,382444d9ff50b09bab2cb1d82826c0a4954e02621ca2356dad2190f80669393c,9d4ae8af7b51bce21056bd542307b7c11072bc8c1c45c2d81c76dd6087eddbaa,,,220,0,88,88,0,success,88,1,88
e28,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,offpath,fitting,A,1,0,382444d9ff50b09bab2cb1d82826c0a4954e02621ca2356dad2190f80669393c,9d4ae8af7b51bce21056bd542307b7c11072bc8c1c45c2d81c76dd6087eddbaa,,,440,0,88,88,0,success,88,1,88
e29,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,noglass,fitting,A,0,1,0dec4a246bc9a428f91abb0a0fd92e0d7f4920672b030c159af08746406d36d3,ee5e7132d057c0bbc1b0abd15cddbd412751bcf078117811dbfba49675b527da,,,220,0,11,220,210,timeout,220,0,
e29,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,noglass,fitting,A,0,1,0dec4a246bc9a428f91abb0a0fd92e0d7f4920672b030c159af08746406d36d3,ee5e7132d057c0bbc1b0abd15cddbd412751bcf078117811dbfba49675b527da,,,440,0,11,440,430,timeout,440,0,
e29,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,noglass,fitting,A,0,0,0dec4a246bc9a428f91abb0a0fd92e0d7f4920672b030c159af08746406d36d3,ee5e7132d057c0bbc1b0abd15cddbd412751bcf078117811dbfba49675b527da,,,220,0,86,86,0,success,86,1,86
e29,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,noglass,fitting,A,0,0,0dec4a246bc9a428f91abb0a0fd92e0d7f4920672b030c159af08746406d36d3,ee5e7132d057c0bbc1b0abd15cddbd412751bcf078117811dbfba49675b527da,,,440,0,86,86,0,success,86,1,86
e29,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,noglass,fitting,A,1,0,0dec4a246bc9a428f91abb0a0fd92e0d7f4920672b030c159af08746406d36d3,ee5e7132d057c0bbc1b0abd15cddbd412751bcf078117811dbfba49675b527da,,,220,0,86,86,0,success,86,1,86
e29,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,noglass,fitting,A,1,0,0dec4a246bc9a428f91abb0a0fd92e0d7f4920672b030c159af08746406d36d3,ee5e7132d057c0bbc1b0abd15cddbd412751bcf078117811dbfba49675b527da,,,440,0,86,86,0,success,86,1,86
e29,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,noglass,fitting,A,1,1,0dec4a246bc9a428f91abb0a0fd92e0d7f4920672b030c159af08746406d36d3,ee5e7132d057c0bbc1b0abd15cddbd412751bcf078117811dbfba49675b527da,,,220,0,11,220,210,timeout,220,0,
e29,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,noglass,fitting,A,1,1,0dec4a246bc9a428f91abb0a0fd92e0d7f4920672b030c159af08746406d36d3,ee5e7132d057c0bbc1b0abd15cddbd412751bcf078117811dbfba49675b527da,,,440,0,11,440,430,timeout,440,0,
e30,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,glass,fitting,A,0,0,61807b11313bc9bc28bd128fef17d203ad330ef971bb88ad2e29ebb4b4a57a73,8dd0ca23f5ac40e8b4bce10a0656b7cc550c5a51a9ca20188a309a18f2510c73,,,220,1,95,220,0,accident,95,0,
e30,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,glass,fitting,A,0,0,61807b11313bc9bc28bd128fef17d203ad330ef971bb88ad2e29ebb4b4a57a73,8dd0ca23f5ac40e8b4bce10a0656b7cc550c5a51a9ca20188a309a18f2510c73,,,440,1,95,440,0,accident,95,0,
e30,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,glass,fitting,A,0,1,61807b11313bc9bc28bd128fef17d203ad330ef971bb88ad2e29ebb4b4a57a73,8dd0ca23f5ac40e8b4bce10a0656b7cc550c5a51a9ca20188a309a18f2510c73,,361,220,0,20,220,201,timeout,220,0,
e30,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,glass,fitting,A,0,1,61807b11313bc9bc28bd128fef17d203ad330ef971bb88ad2e29ebb4b4a57a73,8dd0ca23f5ac40e8b4bce10a0656b7cc550c5a51a9ca20188a309a18f2510c73,,361,440,1,81,440,342,accident,422,0,
e30,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,glass,fitting,A,1,1,61807b11313bc9bc28bd128fef17d203ad330ef971bb88ad2e29ebb4b4a57a73,8dd0ca23f5ac40e8b4bce10a0656b7cc550c5a51a9ca20188a309a18f2510c73,,361,220,0,20,220,201,timeout,220,0,
e30,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,glass,fitting,A,1,1,61807b11313bc9bc28bd128fef17d203ad330ef971bb88ad2e29ebb4b4a57a73,8dd0ca23f5ac40e8b4bce10a0656b7cc550c5a51a9ca20188a309a18f2510c73,,361,440,1,74,440,342,accident,415,0,
e30,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,glass,fitting,A,1,0,61807b11313bc9bc28bd128fef17d203ad330ef971bb88ad2e29ebb4b4a57a73,8dd0ca23f5ac40e8b4bce10a0656b7cc550c5a51a9ca20188a309a18f2510c73,,,220,1,177,220,0,accident,177,0,
e30,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,glass,fitting,A,1,0,61807b11313bc9bc28bd128fef17d203ad330ef971bb88ad2e29ebb4b4a57a73,8dd0ca23f5ac40e8b4bce10a0656b7cc550c5a51a9ca20188a309a18f2510c73,,,440,1,177,440,0,accident,177,0,
e31,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,offpath,fitting,A,0,1,8ad438a230ab2b94ea3f1a687961df3e38ef70bff7e3d5d3ef9ac1916595abe4,238264d42ef507417d56680e82b840800f885c6adfe5a82dc6bdb31f88cee4bd,,,220,0,4,220,217,timeout,220,0,
e31,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,offpath,fitting,A,0,1,8ad438a230ab2b94ea3f1a687961df3e38ef70bff7e3d5d3ef9ac1916595abe4,238264d42ef507417d56680e82b840800f885c6adfe5a82dc6bdb31f88cee4bd,,,440,0,4,345,342,success,345,1,345
e31,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,offpath,fitting,A,0,0,8ad438a230ab2b94ea3f1a687961df3e38ef70bff7e3d5d3ef9ac1916595abe4,238264d42ef507417d56680e82b840800f885c6adfe5a82dc6bdb31f88cee4bd,,,220,0,100,100,0,success,100,1,100
e31,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,offpath,fitting,A,0,0,8ad438a230ab2b94ea3f1a687961df3e38ef70bff7e3d5d3ef9ac1916595abe4,238264d42ef507417d56680e82b840800f885c6adfe5a82dc6bdb31f88cee4bd,,,440,0,100,100,0,success,100,1,100
e31,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,offpath,fitting,A,1,0,8ad438a230ab2b94ea3f1a687961df3e38ef70bff7e3d5d3ef9ac1916595abe4,238264d42ef507417d56680e82b840800f885c6adfe5a82dc6bdb31f88cee4bd,,,220,0,87,87,0,success,87,1,87
e31,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,offpath,fitting,A,1,0,8ad438a230ab2b94ea3f1a687961df3e38ef70bff7e3d5d3ef9ac1916595abe4,238264d42ef507417d56680e82b840800f885c6adfe5a82dc6bdb31f88cee4bd,,,440,0,87,87,0,success,87,1,87
e31,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,offpath,fitting,A,1,1,8ad438a230ab2b94ea3f1a687961df3e38ef70bff7e3d5d3ef9ac1916595abe4,238264d42ef507417d56680e82b840800f885c6adfe5a82dc6bdb31f88cee4bd,,,220,0,4,220,217,timeout,220,0,
e31,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,offpath,fitting,A,1,1,8ad438a230ab2b94ea3f1a687961df3e38ef70bff7e3d5d3ef9ac1916595abe4,238264d42ef507417d56680e82b840800f885c6adfe5a82dc6bdb31f88cee4bd,,,440,0,4,345,342,success,345,1,345
e32,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,noglass,fitting,A,0,0,3f192344daf7baaf1b76aea6f47080093880e81849b6603d90508eaab1e39fa0,6c80a7bb90a0730bffa426cef3f4f00152a3bc6bb4698895d81ec6c4c684af29,,,220,0,79,79,0,success,79,1,79
e32,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,noglass,fitting,A,0,0,3f192344daf7baaf1b76aea6f47080093880e81849b6603d90508eaab1e39fa0,6c80a7bb90a0730bffa426cef3f4f00152a3bc6bb4698895d81ec6c4c684af29,,,440,0,79,79,0,success,79,1,79
e32,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,noglass,fitting,A,0,1,3f192344daf7baaf1b76aea6f47080093880e81849b6603d90508eaab1e39fa0,6c80a7bb90a0730bffa426cef3f4f00152a3bc6bb4698895d81ec6c4c684af29,,,220,0,12,218,207,success,218,1,218
e32,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,noglass,fitting,A,0,1,3f192344daf7baaf1b76aea6f47080093880e81849b6603d90508eaab1e39fa0,6c80a7bb90a0730bffa426cef3f4f00152a3bc6bb4698895d81ec6c4c684af29,,,440,0,12,218,207,success,218,1,218
e32,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,noglass,fitting,A,1,1,3f192344daf7baaf1b76aea6f47080093880e81849b6603d90508eaab1e39fa0,6c80a7bb90a0730bffa426cef3f4f00152a3bc6bb4698895d81ec6c4c684af29,,,220,0,12,218,207,success,218,1,218
e32,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,noglass,fitting,A,1,1,3f192344daf7baaf1b76aea6f47080093880e81849b6603d90508eaab1e39fa0,6c80a7bb90a0730bffa426cef3f4f00152a3bc6bb4698895d81ec6c4c684af29,,,440,0,12,218,207,success,218,1,218
e32,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,noglass,fitting,A,1,0,3f192344daf7baaf1b76aea6f47080093880e81849b6603d90508eaab1e39fa0,6c80a7bb90a0730bffa426cef3f4f00152a3bc6bb4698895d81ec6c4c684af29,,,220,0,80,80,0,success,80,1,80
e32,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,noglass,fitting,A,1,0,3f192344daf7baaf1b76aea6f47080093880e81849b6603d90508eaab1e39fa0,6c80a7bb90a0730bffa426cef3f4f00152a3bc6bb4698895d81ec6c4c684af29,,,440,0,80,80,0,success,80,1,80
e33,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass,fitting,A,0,1,f39b5c6f3748f78b5fc3455b2403fabe13367cf05bbb6257570139923e7c784a,811fdce16c3a33522503870fe4dab634bd7d853fbdf958989f3108f8196c34cb,,,220,1,9,220,116,accident,124,0,
e33,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass,fitting,A,0,1,f39b5c6f3748f78b5fc3455b2403fabe13367cf05bbb6257570139923e7c784a,811fdce16c3a33522503870fe4dab634bd7d853fbdf958989f3108f8196c34cb,,,440,1,9,440,116,accident,124,0,
e33,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass,fitting,A,0,0,f39b5c6f3748f78b5fc3455b2403fabe13367cf05bbb6257570139923e7c784a,811fdce16c3a33522503870fe4dab634bd7d853fbdf958989f3108f8196c34cb,,,220,1,35,220,0,accident,35,0,
e33,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass,fitting,A,0,0,f39b5c6f3748f78b5fc3455b2403fabe13367cf05bbb6257570139923e7c784a,811fdce16c3a33522503870fe4dab634bd7d853fbdf958989f3108f8196c34cb,,,440,1,35,440,0,accident,35,0,
e33,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass,fitting,A,1,0,f39b5c6f3748f78b5fc3455b2403fabe13367cf05bbb6257570139923e7c784a,811fdce16c3a33522503870fe4dab634bd7d853fbdf958989f3108f8196c34cb,,,220,1,32,220,0,accident,32,0,
e33,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass,fitting,A,1,0,f39b5c6f3748f78b5fc3455b2403fabe13367cf05bbb6257570139923e7c784a,811fdce16c3a33522503870fe4dab634bd7d853fbdf958989f3108f8196c34cb,,,440,1,32,440,0,accident,32,0,
e33,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass,fitting,A,1,1,f39b5c6f3748f78b5fc3455b2403fabe13367cf05bbb6257570139923e7c784a,811fdce16c3a33522503870fe4dab634bd7d853fbdf958989f3108f8196c34cb,,,220,1,9,220,116,accident,124,0,
e33,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass,fitting,A,1,1,f39b5c6f3748f78b5fc3455b2403fabe13367cf05bbb6257570139923e7c784a,811fdce16c3a33522503870fe4dab634bd7d853fbdf958989f3108f8196c34cb,,,440,1,9,440,116,accident,124,0,
e34,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,offpath,fitting,A,0,0,26ff668f64530a0d7e2de8d64378f393c0e5b911e59f6aa91acea6729572f432,f7d3738b17025b705fb8bc47acc00e85be699178ae2d5881ffa45b5f1ed1eccc,,,220,0,72,72,0,success,72,1,72
e34,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,offpath,fitting,A,0,0,26ff668f64530a0d7e2de8d64378f393c0e5b911e59f6aa91acea6729572f432,f7d3738b17025b705fb8bc47acc00e85be699178ae2d5881ffa45b5f1ed1eccc,,,440,0,72,72,0,success,72,1,72
e34,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,offpath,fitting,A,0,1,26ff668f64530a0d7e2de8d64378f393c0e5b911e59f6aa91acea6729572f432,f7d3738b17025b705fb8bc47acc00e85be699178ae2d5881ffa45b5f1ed1eccc,,,220,0,39,220,182,timeout,220,0,
e34,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,offpath,fitting,A,0,1,26ff668f64530a0d7e2de8d64378f393c0e5b911e59f6aa91acea6729572f432,f7d3738b17025b705fb8bc47acc00e85be699178ae2d5881ffa45b5f1ed1eccc,,,440,0,39,440,402,timeout,440,0,
e34,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,offpath,fitting,A,1,1,26ff668f64530a0d7e2de8d64378f393c0e5b911e59f6aa91acea6729572f432,f7d3738b17025b705fb8bc47acc00e85be699178ae2d5881ffa45b5f1ed1eccc,,,220,0,39,220,182,timeout,220,0,
e34,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,offpath,fitting,A,1,1,26ff668f64530a0d7e2de8d64378f393c0e5b911e59f6aa91acea6729572f432,f7d3738b17025b705fb8bc47acc00e85be699178ae2d5881ffa45b5f1ed1eccc,,,440,0,39,440,402,timeout,440,0,
e34,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,offpath,fitting,A,1,0,26ff668f64530a0d7e2de8d64378f393c0e5b911e59f6aa91acea6729572f432,f7d3738b17025b705fb8bc47acc00e85be699178ae2d5881ffa45b5f1ed1eccc,,,220,0,74,74,0,success,74,1,74
