action_step,Base,AlwaysDetour,RiskDetour,DirectQ_sanity,BenefitGate,RiskOnlyBenefit,A_reference,A_long_reference
247,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
248,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
249,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
250,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
251,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
252,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
253,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
254,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
255,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
256,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
257,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
258,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
259,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
260,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
261,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
262,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
263,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
264,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
265,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
266,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
267,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
268,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
269,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
270,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
271,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
272,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
273,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
274,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
275,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
276,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
277,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
278,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
279,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
280,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
281,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
282,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
283,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
284,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
285,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
286,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
287,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
288,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
289,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
290,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
291,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
292,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
293,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
294,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
295,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
296,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
297,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
298,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
299,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
300,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
301,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
302,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
303,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
304,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
305,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
306,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
307,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
308,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
309,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
310,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
311,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
312,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
313,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
314,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
315,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
316,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
317,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
318,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
319,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
320,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
321,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
322,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
323,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
324,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
325,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
326,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
327,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
328,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
329,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
330,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
331,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
332,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
333,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
334,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
335,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
336,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
337,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
338,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
339,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
340,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
341,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
342,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
343,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
344,0.6770833333333333,0.35416666666666663,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
345,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
346,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
347,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
348,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
349,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
350,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
351,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
352,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
353,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
354,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
355,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
356,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
357,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
358,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
359,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
360,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
361,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
362,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
363,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
364,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
365,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
366,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
367,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
368,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
369,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
370,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
371,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
372,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
373,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
374,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
375,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
376,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
377,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
378,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
379,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
380,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
381,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
382,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
383,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
384,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
385,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
386,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
387,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
388,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
389,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
390,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
391,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
392,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
393,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
394,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
395,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
396,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
397,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
398,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
399,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
400,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
401,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
402,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
403,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
404,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
405,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
406,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
407,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
408,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
409,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
410,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
411,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
412,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
413,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
414,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
415,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
416,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
417,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
418,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
419,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
420,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
421,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
422,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
423,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
424,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
425,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
426,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
427,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
428,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
429,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
430,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
431,0.6770833333333333,0.375,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.6979166666666666
432,0.6770833333333333,0.3958333333333333,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.71875
433,0.6770833333333333,0.3958333333333333,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.71875
434,0.6770833333333333,0.3958333333333333,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.71875
435,0.6770833333333333,0.3958333333333333,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.71875
436,0.6770833333333333,0.3958333333333333,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.71875
437,0.6770833333333333,0.3958333333333333,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.71875
438,0.6770833333333333,0.3958333333333333,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.71875
439,0.6770833333333333,0.3958333333333333,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.71875
440,0.6770833333333333,0.3958333333333333,0.6354166666666666,0.6770833333333333,0.6770833333333333,0.6354166666666666,0.6979166666666666,0.71875
