method,source,decisions,utility,task_success_rate,catastrophe_rate,intervention_rate,strict_base_recall,strict_detour_recall,strict_retreat_recall
SB-Risk+TwoStage,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,0.4,0.6333333333333333,0.23333333333333334,0.1,1.0,0.0,0.3333333333333333
SB-Risk+TwoStage,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,0.13333333333333333,0.4666666666666667,0.3333333333333333,0.2,0.5,0.0,0.0
SB-Risk+TwoStage,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,0.2,0.4,0.2,1.0,,1.0,
SB-Risk+TwoStage,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,0.26666666666666666,0.4,0.13333333333333333,0.13333333333333333,0.6666666666666666,,
SB-Risk+TwoStage,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,0.5,0.5833333333333334,0.08333333333333333,0.3333333333333333,0.6666666666666666,,1.0
DirectChoice,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,0.6666666666666666,0.6666666666666666,0.0,0.8333333333333334,0.25,1.0,
DirectChoice,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,-0.8,0.0,0.8,0.0,,0.0,
DirectChoice,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.25,0.0,
DirectChoice,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,-0.8,0.0,0.8,0.4,1.0,,
DirectChoice,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,0.4166666666666667,0.6666666666666666,0.25,0.75,1.0,1.0,0.0
DirectChoice,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.0,,0.0
DirectChoice,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,0.5833333333333334,0.5833333333333334,0.0,0.6666666666666666,,0.25,
DirectChoice,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.5833333333333334,0.5,,0.5
DirectChoice,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,0.23333333333333334,0.5666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0
DirectChoice,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.3333333333333333,0.8,,0.5
DirectChoice,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,0.2,0.4,0.2,0.4666666666666667,0.4,0.0,0.3333333333333333
DirectChoice,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,0.3333333333333333,0.6,0.26666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,
DirectChoice,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,0.6666666666666666,0.75,0.08333333333333333,0.3333333333333333,1.0,0.6666666666666666,
DirectChoice,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,0.5833333333333334,0.75,0.16666666666666666,0.5,,0.6666666666666666,
DirectChoice,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,0.5,0.5,0.0,0.75,0.3333333333333333,,
DirectChoice,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,0.4,0.6,0.2,0.3,0.8571428571428571,0.0,0.3333333333333333
DirectChoice,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,0.2,0.4666666666666667,0.26666666666666666,0.5333333333333333,0.5,0.0,0.0
DirectChoice,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,-0.6,0.2,0.8,0.2,,0.25,
DirectChoice,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,0.3333333333333333,0.4666666666666667,0.13333333333333333,0.0,1.0,,
DirectChoice,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,0.5,0.5833333333333334,0.08333333333333333,0.5,0.6666666666666666,,1.0
DirectQ,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,0.5833333333333334,0.5833333333333334,0.0,1.0,0.0,1.0,
DirectQ,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,-0.8,0.0,0.8,0.0,,0.0,
DirectQ,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,0.3888888888888889,0.3888888888888889,0.0,0.7777777777777778,0.0,0.0,
DirectQ,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,-0.8,0.0,0.8,0.8,1.0,,
DirectQ,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,0.25,0.5833333333333334,0.3333333333333333,0.5833333333333334,0.0,1.0,0.0
DirectQ,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.6666666666666666,0.5,,0.0
DirectQ,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,0.5833333333333334,0.6666666666666666,0.08333333333333333,0.5,,0.25,
DirectQ,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.75,,0.5
DirectQ,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,0.4666666666666667,0.6,0.13333333333333333,0.3,0.6666666666666666,0.3333333333333333,1.0
DirectQ,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,0.3333333333333333,0.5,0.16666666666666666,0.5,0.6,,0.5
DirectQ,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,0.3333333333333333,0.6,0.26666666666666666,0.2,1.0,0.0,0.0
DirectQ,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,0.3333333333333333,0.6,0.26666666666666666,0.13333333333333333,1.0,0.0,
DirectQ,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,0.4166666666666667,0.6666666666666666,0.25,0.25,1.0,0.3333333333333333,
DirectQ,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,0.25,0.5,0.25,0.3333333333333333,,0.16666666666666666,
DirectQ,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,0.5,0.5,0.0,0.8333333333333334,0.3333333333333333,,
DirectQ,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,0.4666666666666667,0.6666666666666666,0.2,0.26666666666666666,1.0,1.0,0.3333333333333333
DirectQ,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,0.26666666666666666,0.6,0.3333333333333333,0.06666666666666667,1.0,0.0,0.0
DirectQ,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,-1.0,0.0,1.0,0.0,,0.0,
DirectQ,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,0.2,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.6666666666666666,,
DirectQ,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,0.4166666666666667,0.5,0.08333333333333333,0.5833333333333334,0.5,,1.0
SB-DirectQ,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,0.5833333333333334,0.5833333333333334,0.0,1.0,0.0,1.0,
SB-DirectQ,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,-0.8,0.0,0.8,0.0,,0.0,
SB-DirectQ,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,0.3888888888888889,0.3888888888888889,0.0,0.7777777777777778,0.0,0.0,
SB-DirectQ,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,-1.0,0.0,1.0,1.0,0.0,,
SB-DirectQ,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,0.3333333333333333,0.5833333333333334,0.25,0.16666666666666666,1.0,0.0,0.3333333333333333
SB-DirectQ,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,0.5,0.5833333333333334,0.08333333333333333,0.5,0.5,,1.0
SB-DirectQ,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,0.5833333333333334,0.6666666666666666,0.08333333333333333,0.5,,0.25,
SB-DirectQ,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.25,1.0,,0.5
SB-DirectQ,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,0.43333333333333335,0.5666666666666667,0.13333333333333333,0.43333333333333335,0.3333333333333333,0.3333333333333333,1.0
SB-DirectQ,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,0.25,0.4166666666666667,0.16666666666666666,0.5833333333333334,0.4,,0.5
SB-DirectQ,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,0.3333333333333333,0.6,0.26666666666666666,0.13333333333333333,1.0,0.0,0.0
SB-DirectQ,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,0.3333333333333333,0.6,0.26666666666666666,0.13333333333333333,1.0,0.0,
SB-DirectQ,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,0.4166666666666667,0.6666666666666666,0.25,0.25,1.0,0.3333333333333333,
SB-DirectQ,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,0.25,0.4166666666666667,0.16666666666666666,0.16666666666666666,,0.0,
SB-DirectQ,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,0.5,0.5,0.0,0.8333333333333334,0.3333333333333333,,
SB-DirectQ,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,0.43333333333333335,0.6666666666666666,0.23333333333333334,0.2,1.0,1.0,0.3333333333333333
SB-DirectQ,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,0.2,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.75,0.0,0.0
SB-DirectQ,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,-1.0,0.0,1.0,0.0,,0.0,
SB-DirectQ,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,0.2,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.6666666666666666,,
SB-DirectQ,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,0.5,0.5833333333333334,0.08333333333333333,0.5,0.6666666666666666,,1.0
PairwiseAdvantage,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,0.5833333333333334,0.5833333333333334,0.0,1.0,0.0,1.0,
PairwiseAdvantage,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,-0.8,0.0,0.8,0.0,,0.0,
PairwiseAdvantage,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,0.3888888888888889,0.3888888888888889,0.0,0.7777777777777778,0.0,0.0,
PairwiseAdvantage,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,-0.8,0.0,0.8,0.8,1.0,,
PairwiseAdvantage,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,0.25,0.5833333333333334,0.3333333333333333,0.5833333333333334,0.0,1.0,0.0
PairwiseAdvantage,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.6666666666666666,0.5,,0.0
PairwiseAdvantage,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,0.5833333333333334,0.6666666666666666,0.08333333333333333,0.5,,0.25,
PairwiseAdvantage,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.75,,0.5
PairwiseAdvantage,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,0.4666666666666667,0.6,0.13333333333333333,0.3,0.6666666666666666,0.3333333333333333,1.0
PairwiseAdvantage,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,0.3333333333333333,0.5,0.16666666666666666,0.5,0.6,,0.5
PairwiseAdvantage,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,0.3333333333333333,0.6,0.26666666666666666,0.2,1.0,0.0,0.0
PairwiseAdvantage,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,0.3333333333333333,0.6,0.26666666666666666,0.13333333333333333,1.0,0.0,
PairwiseAdvantage,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,0.4166666666666667,0.6666666666666666,0.25,0.25,1.0,0.3333333333333333,
PairwiseAdvantage,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,0.25,0.5,0.25,0.3333333333333333,,0.16666666666666666,
PairwiseAdvantage,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,0.5,0.5,0.0,0.8333333333333334,0.3333333333333333,,
PairwiseAdvantage,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,0.4666666666666667,0.6666666666666666,0.2,0.26666666666666666,1.0,1.0,0.3333333333333333
PairwiseAdvantage,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,0.26666666666666666,0.6,0.3333333333333333,0.06666666666666667,1.0,0.0,0.0
PairwiseAdvantage,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,-1.0,0.0,1.0,0.0,,0.0,
PairwiseAdvantage,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,0.2,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.6666666666666666,,
PairwiseAdvantage,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,0.4166666666666667,0.5,0.08333333333333333,0.5833333333333334,0.5,,1.0
OutcomeRouter,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.25,1.0,
OutcomeRouter,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,-0.8,0.0,0.8,0.0,,0.0,
OutcomeRouter,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,0.4444444444444444,0.5,0.05555555555555555,0.6111111111111112,0.5,0.0,
OutcomeRouter,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,-1.0,0.0,1.0,1.0,0.0,,
OutcomeRouter,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,0.25,0.5833333333333334,0.3333333333333333,0.16666666666666666,1.0,0.0,0.0
OutcomeRouter,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.5,,0.5
OutcomeRouter,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,0.6666666666666666,0.6666666666666666,0.0,0.5833333333333334,,0.25,
OutcomeRouter,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.25,1.0,,0.5
OutcomeRouter,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,0.5666666666666667,0.6,0.03333333333333333,0.7333333333333333,0.3333333333333333,0.5,1.0
OutcomeRouter,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,0.5,0.6666666666666666,0.16666666666666666,0.25,1.0,,0.5
OutcomeRouter,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,0.26666666666666666,0.4666666666666667,0.2,0.6,0.6,0.0,0.0
OutcomeRouter,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,0.26666666666666666,0.6,0.3333333333333333,0.4,0.7142857142857143,0.6666666666666666,
OutcomeRouter,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,0.6666666666666666,0.75,0.08333333333333333,0.4166666666666667,1.0,0.6666666666666666,
OutcomeRouter,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,0.25,0.5,0.25,0.3333333333333333,,0.16666666666666666,
OutcomeRouter,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,0.4166666666666667,0.5,0.08333333333333333,0.75,0.3333333333333333,,
OutcomeRouter,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,0.43333333333333335,0.6333333333333333,0.2,0.2,1.0,0.0,0.3333333333333333
OutcomeRouter,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,0.2,0.4,0.2,0.6666666666666666,0.25,0.0,0.0
OutcomeRouter,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,0.2,0.4,0.2,1.0,,1.0,
OutcomeRouter,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,0.2,0.3333333333333333,0.13333333333333333,0.2,0.3333333333333333,,
OutcomeRouter,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.4166666666666667,0.6666666666666666,,0.5
SB-OutcomeRouter,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.25,1.0,
SB-OutcomeRouter,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,-0.8,0.0,0.8,0.0,,0.0,
SB-OutcomeRouter,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,0.4444444444444444,0.5,0.05555555555555555,0.6111111111111112,0.5,0.0,
SB-OutcomeRouter,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,-1.0,0.0,1.0,1.0,0.0,,
SB-OutcomeRouter,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,0.25,0.5833333333333334,0.3333333333333333,0.16666666666666666,1.0,0.0,0.0
SB-OutcomeRouter,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,0.5833333333333334,0.5833333333333334,0.0,0.5,0.5,,1.0
SB-OutcomeRouter,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,0.6666666666666666,0.6666666666666666,0.0,0.5833333333333334,,0.25,
SB-OutcomeRouter,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.25,1.0,,0.5
SB-OutcomeRouter,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,0.5666666666666667,0.6,0.03333333333333333,0.8,0.3333333333333333,0.5,1.0
SB-OutcomeRouter,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,0.5,0.6666666666666666,0.16666666666666666,0.25,1.0,,0.5
SB-OutcomeRouter,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,0.26666666666666666,0.5333333333333333,0.26666666666666666,0.4,0.8,0.0,0.0
SB-OutcomeRouter,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,0.26666666666666666,0.6,0.3333333333333333,0.4,0.7142857142857143,0.6666666666666666,
SB-OutcomeRouter,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,0.6666666666666666,0.75,0.08333333333333333,0.4166666666666667,1.0,0.6666666666666666,
SB-OutcomeRouter,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,0.3333333333333333,0.5833333333333334,0.25,0.4166666666666667,,0.3333333333333333,
SB-OutcomeRouter,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,0.4166666666666667,0.5,0.08333333333333333,0.75,0.3333333333333333,,
SB-OutcomeRouter,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,0.4,0.6,0.2,0.26666666666666666,0.8571428571428571,0.0,0.3333333333333333
SB-OutcomeRouter,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,0.26666666666666666,0.4666666666666667,0.2,0.4666666666666667,0.5,0.0,0.0
SB-OutcomeRouter,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,-0.4,0.2,0.6,0.6,,0.5,
SB-OutcomeRouter,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,0.3333333333333333,0.4666666666666667,0.13333333333333333,0.06666666666666667,1.0,,
SB-OutcomeRouter,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,0.5,0.5833333333333334,0.08333333333333333,0.4166666666666667,0.6666666666666666,,1.0
SB-COR,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.25,1.0,
SB-COR,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,-0.8,0.0,0.8,0.0,,0.0,
SB-COR,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,0.3888888888888889,0.5,0.1111111111111111,0.5555555555555556,0.5,0.0,
SB-COR,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,-1.0,0.0,1.0,0.6,0.0,,
SB-COR,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,0.25,0.5833333333333334,0.3333333333333333,0.16666666666666666,1.0,0.0,0.0
SB-COR,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,0.5,0.5833333333333334,0.08333333333333333,0.4166666666666667,0.5,,1.0
SB-COR,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,0.6666666666666666,0.6666666666666666,0.0,0.5833333333333334,,0.25,
SB-COR,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.25,1.0,,0.5
SB-COR,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,0.5666666666666667,0.6,0.03333333333333333,0.6333333333333333,0.3333333333333333,0.5,1.0
SB-COR,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.3333333333333333,0.8,,0.5
SB-COR,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,0.26666666666666666,0.4666666666666667,0.2,0.5333333333333333,0.6,0.0,0.0
SB-COR,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,0.06666666666666667,0.4666666666666667,0.4,0.26666666666666666,0.7142857142857143,0.0,
SB-COR,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,0.6666666666666666,0.75,0.08333333333333333,0.3333333333333333,1.0,0.6666666666666666,
SB-COR,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,0.3333333333333333,0.5833333333333334,0.25,0.4166666666666667,,0.3333333333333333,
SB-COR,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,0.4166666666666667,0.5,0.08333333333333333,0.6666666666666666,0.3333333333333333,,
SB-COR,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,0.4666666666666667,0.6333333333333333,0.16666666666666666,0.23333333333333334,1.0,0.0,0.3333333333333333
SB-COR,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,0.13333333333333333,0.3333333333333333,0.2,0.7333333333333333,0.0,0.0,0.0
SB-COR,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,-0.4,0.2,0.6,0.6,,0.5,
SB-COR,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,0.3333333333333333,0.4666666666666667,0.13333333333333333,0.06666666666666667,1.0,,
SB-COR,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,0.5,0.5833333333333334,0.08333333333333333,0.4166666666666667,0.6666666666666666,,1.0
OutcomeRouter-hidden-only,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.25,1.0,
OutcomeRouter-hidden-only,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,-0.6,0.0,0.6,0.6,,0.3333333333333333,
OutcomeRouter-hidden-only,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,0.3888888888888889,0.5,0.1111111111111111,0.4444444444444444,0.5,0.0,
OutcomeRouter-hidden-only,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,-1.0,0.0,1.0,1.0,0.0,,
OutcomeRouter-hidden-only,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,0.3333333333333333,0.5833333333333334,0.25,0.16666666666666666,1.0,0.0,0.3333333333333333
OutcomeRouter-hidden-only,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,0.5833333333333334,0.5833333333333334,0.0,0.5,0.5,,1.0
