method,source,n_decisions,n_sources,task_success_count,task_success_numerator,task_success_denominator,task_success_rate,catastrophe_count,catastrophe_numerator,catastrophe_denominator,catastrophe_rate,safe_noncompletion_count,safe_noncompletion_numerator,safe_noncompletion_denominator,safe_noncompletion_rate,intervention_count,intervention_numerator,intervention_denominator,intervention_rate,unnecessary_intervention_count,unnecessary_intervention_numerator,unnecessary_intervention_denominator,unnecessary_intervention_rate,harmful_intervention_count,harmful_intervention_numerator,harmful_intervention_denominator,harmful_intervention_rate,beneficial_intervention_count,beneficial_intervention_numerator,beneficial_intervention_denominator,beneficial_intervention_rate,missed_beneficial_intervention_count,missed_beneficial_intervention_numerator,missed_beneficial_intervention_denominator,missed_beneficial_intervention_rate,unnecessary_given_base_success_count,unnecessary_given_base_success_denominator,unnecessary_given_base_success_rate,missed_given_beneficial_opportunity_count,missed_given_beneficial_opportunity_denominator,missed_given_beneficial_opportunity_rate,utility_sum,utility_denominator,mean_utility,oracle_regret_sum,oracle_regret_denominator,mean_oracle_regret,value_gain_over_base_sum,oracle_value_available_sum,oracle_value_recovered,success_rate
Risk->BestFixed,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,1,8,8,12,0.6666666666666666,3,3,12,0.25,1,1,12,0.08333333333333333,3,3,12,0.25,0,0,12,0.0,0,0,12,0.0,1,1,12,0.08333333333333333,1,1,12,0.08333333333333333,0,8,0.0,1,4,0.25,5.0,12,0.4166666666666667,3.0,12,0.25,1.0,4.0,0.25,0.6666666666666666
Risk+TwoStage,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,1,8,8,12,0.6666666666666666,2,2,12,0.16666666666666666,2,2,12,0.16666666666666666,3,3,12,0.25,0,0,12,0.0,0,0,12,0.0,2,2,12,0.16666666666666666,1,1,12,0.08333333333333333,0,8,0.0,1,4,0.25,6.0,12,0.5,2.0,12,0.16666666666666666,2.0,4.0,0.5,0.6666666666666666
DirectChoice,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,1,7,7,12,0.5833333333333334,1,1,12,0.08333333333333333,4,4,12,0.3333333333333333,5,5,12,0.4166666666666667,1,1,12,0.08333333333333333,1,1,12,0.08333333333333333,3,3,12,0.25,0,0,12,0.0,1,8,0.125,0,4,0.0,6.0,12,0.5,2.0,12,0.16666666666666666,2.0,4.0,0.5,0.5833333333333334
DirectQ,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,1,8,8,12,0.6666666666666666,1,1,12,0.08333333333333333,3,3,12,0.25,4,4,12,0.3333333333333333,0,0,12,0.0,0,0,12,0.0,3,3,12,0.25,0,0,12,0.0,0,8,0.0,0,4,0.0,7.0,12,0.5833333333333334,1.0,12,0.08333333333333333,3.0,4.0,0.75,0.6666666666666666
DirectQ-lambda2,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,1,8,8,12,0.6666666666666666,1,1,12,0.08333333333333333,3,3,12,0.25,4,4,12,0.3333333333333333,0,0,12,0.0,0,0,12,0.0,3,3,12,0.25,0,0,12,0.0,0,8,0.0,0,4,0.0,7.0,12,0.5833333333333334,1.0,12,0.08333333333333333,3.0,4.0,0.75,0.6666666666666666
DirectQ-lambda3,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,1,8,8,12,0.6666666666666666,1,1,12,0.08333333333333333,3,3,12,0.25,3,3,12,0.25,0,0,12,0.0,0,0,12,0.0,3,3,12,0.25,1,1,12,0.08333333333333333,0,8,0.0,1,4,0.25,7.0,12,0.5833333333333334,1.0,12,0.08333333333333333,3.0,4.0,0.75,0.6666666666666666
DirectQ-lambda5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,1,8,8,12,0.6666666666666666,1,1,12,0.08333333333333333,3,3,12,0.25,3,3,12,0.25,0,0,12,0.0,0,0,12,0.0,3,3,12,0.25,1,1,12,0.08333333333333333,0,8,0.0,1,4,0.25,7.0,12,0.5833333333333334,1.0,12,0.08333333333333333,3.0,4.0,0.75,0.6666666666666666
DirectQ-lambda8,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,1,8,8,12,0.6666666666666666,1,1,12,0.08333333333333333,3,3,12,0.25,3,3,12,0.25,0,0,12,0.0,0,0,12,0.0,3,3,12,0.25,1,1,12,0.08333333333333333,0,8,0.0,1,4,0.25,7.0,12,0.5833333333333334,1.0,12,0.08333333333333333,3.0,4.0,0.75,0.6666666666666666
PairwiseAdvantage,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,1,8,8,12,0.6666666666666666,1,1,12,0.08333333333333333,3,3,12,0.25,4,4,12,0.3333333333333333,0,0,12,0.0,0,0,12,0.0,3,3,12,0.25,0,0,12,0.0,0,8,0.0,0,4,0.0,7.0,12,0.5833333333333334,1.0,12,0.08333333333333333,3.0,4.0,0.75,0.6666666666666666
OutcomeRouter,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,1,8,8,12,0.6666666666666666,2,2,12,0.16666666666666666,2,2,12,0.16666666666666666,4,4,12,0.3333333333333333,1,1,12,0.08333333333333333,0,0,12,0.0,2,2,12,0.16666666666666666,1,1,12,0.08333333333333333,1,8,0.125,1,4,0.25,6.0,12,0.5,2.0,12,0.16666666666666666,2.0,4.0,0.5,0.6666666666666666
OutcomeRouter-hidden-only,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,1,8,8,12,0.6666666666666666,3,3,12,0.25,1,1,12,0.08333333333333333,3,3,12,0.25,0,0,12,0.0,0,0,12,0.0,1,1,12,0.08333333333333333,1,1,12,0.08333333333333333,0,8,0.0,1,4,0.25,5.0,12,0.4166666666666667,3.0,12,0.25,1.0,4.0,0.25,0.6666666666666666
OutcomeRouter-state-action-only,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,1,7,7,12,0.5833333333333334,2,2,12,0.16666666666666666,3,3,12,0.25,6,6,12,0.5,3,3,12,0.25,1,1,12,0.08333333333333333,2,2,12,0.16666666666666666,1,1,12,0.08333333333333333,3,8,0.375,1,4,0.25,5.0,12,0.4166666666666667,3.0,12,0.25,1.0,4.0,0.25,0.5833333333333334
GeometryOracle-condition,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,1,8,8,12,0.6666666666666666,2,2,12,0.16666666666666666,2,2,12,0.16666666666666666,4,4,12,0.3333333333333333,0,0,12,0.0,0,0,12,0.0,2,2,12,0.16666666666666666,0,0,12,0.0,0,8,0.0,0,4,0.0,6.0,12,0.5,2.0,12,0.16666666666666666,2.0,4.0,0.5,0.6666666666666666
Base,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,8,8,12,0.6666666666666666,4,4,12,0.3333333333333333,0,0,12,0.0,0,0,12,0.0,0,0,12,0.0,0,0,12,0.0,0,0,12,0.0,4,4,12,0.3333333333333333,0,8,0.0,4,4,1.0,4.0,12,0.3333333333333333,8.0,12,0.6666666666666666,0.0,8.0,0.0,0.6666666666666666
Always Detour,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,12,12,12,1.0,0,0,12,0.0,0,0,12,0.0,12,12,12,1.0,8,8,12,0.6666666666666666,0,0,12,0.0,4,4,12,0.3333333333333333,0,0,12,0.0,8,8,1.0,0,4,0.0,12.0,12,1.0,0.0,12,0.0,8.0,8.0,1.0,1.0
Always Retreat,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,0,0,12,0.0,0,0,12,0.0,12,12,12,1.0,12,12,12,1.0,8,8,12,0.6666666666666666,8,8,12,0.6666666666666666,4,4,12,0.3333333333333333,0,0,12,0.0,8,8,1.0,0,4,0.0,0.0,12,0.0,12.0,12,1.0,-4.0,8.0,-0.5,0.0
Risk->Retreat,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,3,3,12,0.25,1,1,12,0.08333333333333333,8,8,12,0.6666666666666666,8,8,12,0.6666666666666666,5,5,12,0.4166666666666667,5,5,12,0.4166666666666667,3,3,12,0.25,1,1,12,0.08333333333333333,5,8,0.625,1,4,0.25,2.0,12,0.16666666666666666,10.0,12,0.8333333333333334,-2.0,8.0,-0.25,0.25
Risk->Detour,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,11,11,12,0.9166666666666666,1,1,12,0.08333333333333333,0,0,12,0.0,8,8,12,0.6666666666666666,5,5,12,0.4166666666666667,0,0,12,0.0,3,3,12,0.25,1,1,12,0.08333333333333333,5,8,0.625,1,4,0.25,10.0,12,0.8333333333333334,2.0,12,0.16666666666666666,6.0,8.0,0.75,0.9166666666666666
Risk->BestFixed,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,11,11,12,0.9166666666666666,1,1,12,0.08333333333333333,0,0,12,0.0,8,8,12,0.6666666666666666,5,5,12,0.4166666666666667,0,0,12,0.0,3,3,12,0.25,1,1,12,0.08333333333333333,5,8,0.625,1,4,0.25,10.0,12,0.8333333333333334,2.0,12,0.16666666666666666,6.0,8.0,0.75,0.9166666666666666
Risk+TwoStage,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,9,9,12,0.75,1,1,12,0.08333333333333333,2,2,12,0.16666666666666666,8,8,12,0.6666666666666666,5,5,12,0.4166666666666667,1,1,12,0.08333333333333333,3,3,12,0.25,1,1,12,0.08333333333333333,5,8,0.625,1,4,0.25,8.0,12,0.6666666666666666,4.0,12,0.3333333333333333,4.0,8.0,0.5,0.75
DirectChoice,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,7,7,12,0.5833333333333334,0,0,12,0.0,5,5,12,0.4166666666666667,12,12,12,1.0,8,8,12,0.6666666666666666,3,3,12,0.25,4,4,12,0.3333333333333333,0,0,12,0.0,8,8,1.0,0,4,0.0,7.0,12,0.5833333333333334,5.0,12,0.4166666666666667,3.0,8.0,0.375,0.5833333333333334
DirectQ,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,6,6,12,0.5,1,1,12,0.08333333333333333,5,5,12,0.4166666666666667,8,8,12,0.6666666666666666,5,5,12,0.4166666666666667,3,3,12,0.25,3,3,12,0.25,1,1,12,0.08333333333333333,5,8,0.625,1,4,0.25,5.0,12,0.4166666666666667,7.0,12,0.5833333333333334,1.0,8.0,0.125,0.5
DirectQ-lambda2,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,5,5,12,0.4166666666666667,1,1,12,0.08333333333333333,6,6,12,0.5,7,7,12,0.5833333333333334,4,4,12,0.3333333333333333,4,4,12,0.3333333333333333,3,3,12,0.25,1,1,12,0.08333333333333333,4,8,0.5,1,4,0.25,4.0,12,0.3333333333333333,8.0,12,0.6666666666666666,0.0,8.0,0.0,0.4166666666666667
DirectQ-lambda3,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,4,4,12,0.3333333333333333,1,1,12,0.08333333333333333,7,7,12,0.5833333333333334,7,7,12,0.5833333333333334,4,4,12,0.3333333333333333,4,4,12,0.3333333333333333,3,3,12,0.25,1,1,12,0.08333333333333333,4,8,0.5,1,4,0.25,3.0,12,0.25,9.0,12,0.75,-1.0,8.0,-0.125,0.3333333333333333
DirectQ-lambda5,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,4,4,12,0.3333333333333333,1,1,12,0.08333333333333333,7,7,12,0.5833333333333334,7,7,12,0.5833333333333334,4,4,12,0.3333333333333333,4,4,12,0.3333333333333333,3,3,12,0.25,1,1,12,0.08333333333333333,4,8,0.5,1,4,0.25,3.0,12,0.25,9.0,12,0.75,-1.0,8.0,-0.125,0.3333333333333333
DirectQ-lambda8,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,4,4,12,0.3333333333333333,1,1,12,0.08333333333333333,7,7,12,0.5833333333333334,7,7,12,0.5833333333333334,4,4,12,0.3333333333333333,4,4,12,0.3333333333333333,3,3,12,0.25,1,1,12,0.08333333333333333,4,8,0.5,1,4,0.25,3.0,12,0.25,9.0,12,0.75,-1.0,8.0,-0.125,0.3333333333333333
PairwiseAdvantage,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,6,6,12,0.5,1,1,12,0.08333333333333333,5,5,12,0.4166666666666667,8,8,12,0.6666666666666666,5,5,12,0.4166666666666667,3,3,12,0.25,3,3,12,0.25,1,1,12,0.08333333333333333,5,8,0.625,1,4,0.25,5.0,12,0.4166666666666667,7.0,12,0.5833333333333334,1.0,8.0,0.125,0.5
OutcomeRouter,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,8,8,12,0.6666666666666666,1,1,12,0.08333333333333333,3,3,12,0.25,9,9,12,0.75,6,6,12,0.5,1,1,12,0.08333333333333333,3,3,12,0.25,1,1,12,0.08333333333333333,6,8,0.75,1,4,0.25,7.0,12,0.5833333333333334,5.0,12,0.4166666666666667,3.0,8.0,0.375,0.6666666666666666
OutcomeRouter-hidden-only,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,12,12,12,1.0,0,0,12,0.0,0,0,12,0.0,11,11,12,0.9166666666666666,7,7,12,0.5833333333333334,0,0,12,0.0,4,4,12,0.3333333333333333,0,0,12,0.0,7,8,0.875,0,4,0.0,12.0,12,1.0,0.0,12,0.0,8.0,8.0,1.0,1.0
OutcomeRouter-state-action-only,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,6,6,12,0.5,1,1,12,0.08333333333333333,5,5,12,0.4166666666666667,10,10,12,0.8333333333333334,7,7,12,0.5833333333333334,4,4,12,0.3333333333333333,3,3,12,0.25,1,1,12,0.08333333333333333,7,8,0.875,1,4,0.25,5.0,12,0.4166666666666667,7.0,12,0.5833333333333334,1.0,8.0,0.125,0.5
GeometryOracle-condition,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1,12,12,12,1.0,0,0,12,0.0,0,0,12,0.0,4,4,12,0.3333333333333333,0,0,12,0.0,0,0,12,0.0,4,4,12,0.3333333333333333,0,0,12,0.0,0,8,0.0,0,4,0.0,12.0,12,1.0,0.0,12,0.0,8.0,8.0,1.0,1.0
Base,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,7,7,12,0.5833333333333334,4,4,12,0.3333333333333333,1,1,12,0.08333333333333333,0,0,12,0.0,0,0,12,0.0,0,0,12,0.0,0,0,12,0.0,4,4,12,0.3333333333333333,0,7,0.0,4,4,1.0,3.0,12,0.25,4.0,12,0.3333333333333333,0.0,4.0,0.0,0.5833333333333334
Always Detour,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,3,3,12,0.25,2,2,12,0.16666666666666666,7,7,12,0.5833333333333334,12,12,12,1.0,7,7,12,0.5833333333333334,4,4,12,0.3333333333333333,2,2,12,0.16666666666666666,0,0,12,0.0,7,7,1.0,0,4,0.0,1.0,12,0.08333333333333333,6.0,12,0.5,-2.0,4.0,-0.5,0.25
Always Retreat,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,0,0,12,0.0,0,0,12,0.0,12,12,12,1.0,12,12,12,1.0,7,7,12,0.5833333333333334,7,7,12,0.5833333333333334,4,4,12,0.3333333333333333,0,0,12,0.0,7,7,1.0,0,4,0.0,0.0,12,0.0,7.0,12,0.5833333333333334,-3.0,4.0,-0.75,0.0
Risk->Retreat,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,7,7,12,0.5833333333333334,1,1,12,0.08333333333333333,4,4,12,0.3333333333333333,4,4,12,0.3333333333333333,0,0,12,0.0,0,0,12,0.0,3,3,12,0.25,1,1,12,0.08333333333333333,0,7,0.0,1,4,0.25,6.0,12,0.5,1.0,12,0.08333333333333333,3.0,4.0,0.75,0.5833333333333334
Risk->Detour,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,7,7,12,0.5833333333333334,3,3,12,0.25,2,2,12,0.16666666666666666,4,4,12,0.3333333333333333,0,0,12,0.0,0,0,12,0.0,1,1,12,0.08333333333333333,1,1,12,0.08333333333333333,0,7,0.0,1,4,0.25,4.0,12,0.3333333333333333,3.0,12,0.25,1.0,4.0,0.25,0.5833333333333334
Risk->BestFixed,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,7,7,12,0.5833333333333334,3,3,12,0.25,2,2,12,0.16666666666666666,4,4,12,0.3333333333333333,0,0,12,0.0,0,0,12,0.0,1,1,12,0.08333333333333333,1,1,12,0.08333333333333333,0,7,0.0,1,4,0.25,4.0,12,0.3333333333333333,3.0,12,0.25,1.0,4.0,0.25,0.5833333333333334
Risk+TwoStage,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,7,7,12,0.5833333333333334,3,3,12,0.25,2,2,12,0.16666666666666666,4,4,12,0.3333333333333333,0,0,12,0.0,0,0,12,0.0,1,1,12,0.08333333333333333,1,1,12,0.08333333333333333,0,7,0.0,1,4,0.25,4.0,12,0.3333333333333333,3.0,12,0.25,1.0,4.0,0.25,0.5833333333333334
DirectChoice,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,3,3,12,0.25,3,3,12,0.25,6,6,12,0.5,8,8,12,0.6666666666666666,4,4,12,0.3333333333333333,4,4,12,0.3333333333333333,1,1,12,0.08333333333333333,1,1,12,0.08333333333333333,4,7,0.5714285714285714,1,4,0.25,0.0,12,0.0,7.0,12,0.5833333333333334,-3.0,4.0,-0.75,0.25
DirectQ,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,6,6,12,0.5,4,4,12,0.3333333333333333,2,2,12,0.16666666666666666,3,3,12,0.25,1,1,12,0.08333333333333333,1,1,12,0.08333333333333333,0,0,12,0.0,2,2,12,0.16666666666666666,1,7,0.14285714285714285,2,4,0.5,2.0,12,0.16666666666666666,5.0,12,0.4166666666666667,-1.0,4.0,-0.25,0.5
DirectQ-lambda2,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,6,6,12,0.5,3,3,12,0.25,3,3,12,0.25,3,3,12,0.25,1,1,12,0.08333333333333333,1,1,12,0.08333333333333333,1,1,12,0.08333333333333333,2,2,12,0.16666666666666666,1,7,0.14285714285714285,2,4,0.5,3.0,12,0.25,4.0,12,0.3333333333333333,0.0,4.0,0.0,0.5
DirectQ-lambda3,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,7,7,12,0.5833333333333334,2,2,12,0.16666666666666666,3,3,12,0.25,2,2,12,0.16666666666666666,0,0,12,0.0,0,0,12,0.0,2,2,12,0.16666666666666666,2,2,12,0.16666666666666666,0,7,0.0,2,4,0.5,5.0,12,0.4166666666666667,2.0,12,0.16666666666666666,2.0,4.0,0.5,0.5833333333333334
DirectQ-lambda5,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,7,7,12,0.5833333333333334,2,2,12,0.16666666666666666,3,3,12,0.25,2,2,12,0.16666666666666666,0,0,12,0.0,0,0,12,0.0,2,2,12,0.16666666666666666,2,2,12,0.16666666666666666,0,7,0.0,2,4,0.5,5.0,12,0.4166666666666667,2.0,12,0.16666666666666666,2.0,4.0,0.5,0.5833333333333334
DirectQ-lambda8,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,7,7,12,0.5833333333333334,2,2,12,0.16666666666666666,3,3,12,0.25,2,2,12,0.16666666666666666,0,0,12,0.0,0,0,12,0.0,2,2,12,0.16666666666666666,2,2,12,0.16666666666666666,0,7,0.0,2,4,0.5,5.0,12,0.4166666666666667,2.0,12,0.16666666666666666,2.0,4.0,0.5,0.5833333333333334
PairwiseAdvantage,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,6,6,12,0.5,4,4,12,0.3333333333333333,2,2,12,0.16666666666666666,3,3,12,0.25,1,1,12,0.08333333333333333,1,1,12,0.08333333333333333,0,0,12,0.0,2,2,12,0.16666666666666666,1,7,0.14285714285714285,2,4,0.5,2.0,12,0.16666666666666666,5.0,12,0.4166666666666667,-1.0,4.0,-0.25,0.5
OutcomeRouter,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,7,7,12,0.5833333333333334,4,4,12,0.3333333333333333,1,1,12,0.08333333333333333,2,2,12,0.16666666666666666,0,0,12,0.0,0,0,12,0.0,0,0,12,0.0,2,2,12,0.16666666666666666,0,7,0.0,2,4,0.5,3.0,12,0.25,4.0,12,0.3333333333333333,0.0,4.0,0.0,0.5833333333333334
OutcomeRouter-hidden-only,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,7,7,12,0.5833333333333334,3,3,12,0.25,2,2,12,0.16666666666666666,4,4,12,0.3333333333333333,0,0,12,0.0,0,0,12,0.0,1,1,12,0.08333333333333333,1,1,12,0.08333333333333333,0,7,0.0,1,4,0.25,4.0,12,0.3333333333333333,3.0,12,0.25,1.0,4.0,0.25,0.5833333333333334
OutcomeRouter-state-action-only,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,5,5,12,0.4166666666666667,4,4,12,0.3333333333333333,3,3,12,0.25,6,6,12,0.5,4,4,12,0.3333333333333333,2,2,12,0.16666666666666666,0,0,12,0.0,2,2,12,0.16666666666666666,4,7,0.5714285714285714,2,4,0.5,1.0,12,0.08333333333333333,6.0,12,0.5,-2.0,4.0,-0.5,0.4166666666666667
GeometryOracle-condition,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,1,7,7,12,0.5833333333333334,2,2,12,0.16666666666666666,3,3,12,0.25,4,4,12,0.3333333333333333,0,0,12,0.0,0,0,12,0.0,2,2,12,0.16666666666666666,0,0,12,0.0,0,7,0.0,0,4,0.0,5.0,12,0.4166666666666667,2.0,12,0.16666666666666666,2.0,4.0,0.5,0.5833333333333334
Base,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,19,19,30,0.6333333333333333,9,9,30,0.3,2,2,30,0.06666666666666667,0,0,30,0.0,0,0,30,0.0,0,0,30,0.0,0,0,30,0.0,10,10,30,0.3333333333333333,0,19,0.0,10,10,1.0,10.0,30,0.3333333333333333,10.0,30,0.3333333333333333,0.0,10.0,0.0,0.6333333333333333
Always Detour,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,13,13,30,0.43333333333333335,6,6,30,0.2,11,11,30,0.36666666666666664,30,30,30,1.0,19,19,30,0.6333333333333333,7,7,30,0.23333333333333334,4,4,30,0.13333333333333333,0,0,30,0.0,19,19,1.0,0,10,0.0,7.0,30,0.23333333333333334,13.0,30,0.43333333333333335,-3.0,10.0,-0.3,0.43333333333333335
Always Retreat,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,0,0,30,0.0,1,1,30,0.03333333333333333,29,29,30,0.9666666666666667,30,30,30,1.0,19,19,30,0.6333333333333333,19,19,30,0.6333333333333333,9,9,30,0.3,0,0,30,0.0,19,19,1.0,0,10,0.0,-1.0,30,-0.03333333333333333,21.0,30,0.7,-11.0,10.0,-1.1,0.0
Risk->Retreat,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,10,10,30,0.3333333333333333,4,4,30,0.13333333333333333,16,16,30,0.5333333333333333,16,16,30,0.5333333333333333,9,9,30,0.3,9,9,30,0.3,6,6,30,0.2,3,3,30,0.1,9,19,0.47368421052631576,3,10,0.3,6.0,30,0.2,14.0,30,0.4666666666666667,-4.0,10.0,-0.4,0.3333333333333333
Risk->Detour,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,17,17,30,0.5666666666666667,9,9,30,0.3,4,4,30,0.13333333333333333,16,16,30,0.5333333333333333,9,9,30,0.3,3,3,30,0.1,1,1,30,0.03333333333333333,3,3,30,0.1,9,19,0.47368421052631576,3,10,0.3,8.0,30,0.26666666666666666,12.0,30,0.4,-2.0,10.0,-0.2,0.5666666666666667
Risk->BestFixed,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,17,17,30,0.5666666666666667,9,9,30,0.3,4,4,30,0.13333333333333333,16,16,30,0.5333333333333333,9,9,30,0.3,3,3,30,0.1,1,1,30,0.03333333333333333,3,3,30,0.1,9,19,0.47368421052631576,3,10,0.3,8.0,30,0.26666666666666666,12.0,30,0.4,-2.0,10.0,-0.2,0.5666666666666667
Risk+TwoStage,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,15,15,30,0.5,9,9,30,0.3,6,6,30,0.2,16,16,30,0.5333333333333333,9,9,30,0.3,5,5,30,0.16666666666666666,1,1,30,0.03333333333333333,3,3,30,0.1,9,19,0.47368421052631576,3,10,0.3,6.0,30,0.2,14.0,30,0.4666666666666667,-4.0,10.0,-0.4,0.5
DirectChoice,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,14,14,30,0.4666666666666667,7,7,30,0.23333333333333334,9,9,30,0.3,21,21,30,0.7,12,12,30,0.4,6,6,30,0.2,3,3,30,0.1,2,2,30,0.06666666666666667,12,19,0.631578947368421,2,10,0.2,7.0,30,0.23333333333333334,13.0,30,0.43333333333333335,-3.0,10.0,-0.3,0.4666666666666667
DirectQ,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,15,15,30,0.5,7,7,30,0.23333333333333334,8,8,30,0.26666666666666666,23,23,30,0.7666666666666667,14,14,30,0.4666666666666667,5,5,30,0.16666666666666666,3,3,30,0.1,1,1,30,0.03333333333333333,14,19,0.7368421052631579,1,10,0.1,8.0,30,0.26666666666666666,12.0,30,0.4,-2.0,10.0,-0.2,0.5
DirectQ-lambda2,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,16,16,30,0.5333333333333333,6,6,30,0.2,8,8,30,0.26666666666666666,21,21,30,0.7,12,12,30,0.4,4,4,30,0.13333333333333333,4,4,30,0.13333333333333333,1,1,30,0.03333333333333333,12,19,0.631578947368421,1,10,0.1,10.0,30,0.3333333333333333,10.0,30,0.3333333333333333,0.0,10.0,0.0,0.5333333333333333
DirectQ-lambda3,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,15,15,30,0.5,6,6,30,0.2,9,9,30,0.3,21,21,30,0.7,12,12,30,0.4,5,5,30,0.16666666666666666,4,4,30,0.13333333333333333,1,1,30,0.03333333333333333,12,19,0.631578947368421,1,10,0.1,9.0,30,0.3,11.0,30,0.36666666666666664,-1.0,10.0,-0.1,0.5
DirectQ-lambda5,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,14,14,30,0.4666666666666667,3,3,30,0.1,13,13,30,0.43333333333333335,22,22,30,0.7333333333333333,13,13,30,0.43333333333333335,6,6,30,0.2,8,8,30,0.26666666666666666,1,1,30,0.03333333333333333,13,19,0.6842105263157895,1,10,0.1,11.0,30,0.36666666666666664,9.0,30,0.3,1.0,10.0,0.1,0.4666666666666667
