component,source,method,scalar_utility,task_success_rate,catastrophe_rate,intervention_rate,raw_decisions,strict_base_recall,raw_strict_base_states,strict_detour_recall,raw_strict_detour_states,strict_retreat_recall,raw_strict_retreat_states,detour_retreat_balanced_accuracy,strict_choice_macro_f1,balanced_accuracy,macro_f1,detour_recall,retreat_recall,raw_target_detour_pred_detour,raw_target_detour_pred_retreat,raw_target_retreat_pred_detour,raw_target_retreat_pred_retreat,weighted_confusion_matrix,base_recall,intervention_recall,auroc,auprc,raw_base_states,raw_intervention_states
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,Risk+TwoStage,0.41666666666666663,0.5833333333333333,0.16666666666666666,0.25,12,1.0,4,,0,0.5,2,0.5,0.5555555555555555,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,SB-Risk+TwoStage,0.41666666666666663,0.5833333333333333,0.16666666666666666,0.25,12,1.0,4,,0,0.5,2,0.5,0.5555555555555555,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,DirectChoice,0.3333333333333333,0.41666666666666663,0.08333333333333333,0.5833333333333334,12,0.5,4,,0,0.5,2,0.5,0.4444444444444444,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,DirectQ,0.3333333333333333,0.49999999999999994,0.16666666666666666,0.3333333333333333,12,0.75,4,,0,0.5,2,0.5,0.5079365079365079,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,SB-DirectQ,0.41666666666666663,0.5833333333333333,0.16666666666666666,0.25,12,1.0,4,,0,0.5,2,0.5,0.5555555555555555,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,PairwiseAdvantage,0.3333333333333333,0.49999999999999994,0.16666666666666666,0.3333333333333333,12,0.75,4,,0,0.5,2,0.5,0.5079365079365079,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,OutcomeRouter,0.41666666666666663,0.5833333333333333,0.16666666666666666,0.25,12,1.0,4,,0,0.5,2,0.5,0.5555555555555555,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,SB-OutcomeRouter,0.41666666666666663,0.5833333333333333,0.16666666666666666,0.25,12,1.0,4,,0,0.5,2,0.5,0.5555555555555555,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,SB-COR,0.41666666666666663,0.5833333333333333,0.16666666666666666,0.25,12,1.0,4,,0,0.5,2,0.5,0.5555555555555555,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,OutcomeRouter-hidden-only,0.3333333333333333,0.41666666666666663,0.08333333333333333,0.6666666666666666,12,0.5,4,,0,0.5,2,0.5,0.4444444444444444,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,OutcomeRouter-state-action-only,0.16666666666666666,0.49999999999999994,0.3333333333333333,0.25,12,0.75,4,,0,0.0,2,0.0,0.2857142857142857,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,Condition-only diagnostic,0.41666666666666663,0.5833333333333333,0.16666666666666666,0.3333333333333333,12,1.0,4,,0,0.0,2,0.0,0.3333333333333333,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,Horizon-only diagnostic,0.16666666666666666,0.41666666666666663,0.25,0.49999999999999994,12,0.5,4,,0,0.0,2,0.0,0.1904761904761905,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,ADR-linear-full,0.25,0.3333333333333333,0.08333333333333333,0.8333333333333334,12,0.25,4,,0,0.5,2,0.5,0.35555555555555557,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,ADR-linear-split,0.25,0.3333333333333333,0.08333333333333333,0.8333333333333334,12,0.25,4,,0,0.5,2,0.5,0.35555555555555557,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,ADR-tiny-nonlinear-choice,0.25,0.3333333333333333,0.08333333333333333,0.8333333333333334,12,0.25,4,,0,0.5,2,0.5,0.35555555555555557,,,,,,,,,,,,,,,
composed_router,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,Oracle upper bound diagnostic,0.5833333333333333,0.5833333333333333,0.0,0.3333333333333333,12,1.0,4,,0,1.0,2,1.0,0.6666666666666666,,,,,,,,,,,,,,,
conditional_choice,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,ADR-linear-full,,,,,2,,,,,,,,,0.5,0.3333333333333333,,0.5,0,0,1,1,"[[0.0, 0.0], [0.5, 0.5]]",,,,,,
conditional_choice,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,ADR-linear-split,,,,,2,,,,,,,,,0.5,0.3333333333333333,,0.5,0,0,1,1,"[[0.0, 0.0], [0.5, 0.5]]",,,,,,
conditional_choice,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,ADR-tiny-nonlinear-choice,,,,,2,,,,,,,,,0.5,0.3333333333333333,,0.5,0,0,1,1,"[[0.0, 0.0], [0.5, 0.5]]",,,,,,
conditional_choice,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,Fixed-Detour diagnostic,,,,,2,,,,,,,,,0.0,0.0,,0.0,0,0,2,0,"[[0.0, 0.0], [1.0, 0.0]]",,,,,,
conditional_choice,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,Condition-only choice diagnostic,,,,,2,,,,,,,,,0.0,0.0,,0.0,0,0,2,0,"[[0.0, 0.0], [1.0, 0.0]]",,,,,,
conditional_choice,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,Horizon-only choice diagnostic,,,,,2,,,,,,,,,0.0,0.0,,0.0,0,0,2,0,"[[0.0, 0.0], [1.0, 0.0]]",,,,,,
benefit_gate,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,ADR-linear-full,,,,0.8333333333333334,12,,,,,,,,,0.625,,,,,,,,,0.25,1.0,0.96875,0.95,8,4
benefit_gate,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,ADR-linear-split,,,,0.8333333333333334,12,,,,,,,,,0.625,,,,,,,,,0.25,1.0,0.96875,0.95,8,4
benefit_gate,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,ADR-tiny-nonlinear-choice,,,,0.8333333333333334,12,,,,,,,,,0.625,,,,,,,,,0.25,1.0,0.96875,0.95,8,4
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,Base,0.23333333333333334,0.5666666666666667,0.3333333333333333,0.0,30,1.0,3,0.0,6,0.0,1,0.0,0.15384615384615385,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,Always Detour,0.6333333333333333,0.6666666666666667,0.03333333333333333,1.0,30,0.0,3,1.0,6,0.0,1,0.5,0.24999999999999997,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,Always Retreat,0.0,0.0,0.0,1.0,30,0.0,3,0.0,6,1.0,1,0.5,0.06060606060606061,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,Risk->Retreat,0.23333333333333334,0.5666666666666667,0.3333333333333333,0.0,30,1.0,3,0.0,6,0.0,1,0.0,0.15384615384615385,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,Risk->Detour,0.5,0.7000000000000001,0.2,0.26666666666666666,30,1.0,3,0.6666666666666667,6,0.0,1,0.33333333333333337,0.4924242424242425,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,Risk->BestFixed,0.5,0.7000000000000001,0.2,0.26666666666666666,30,1.0,3,0.6666666666666667,6,0.0,1,0.33333333333333337,0.4924242424242425,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,Risk+TwoStage,0.23333333333333334,0.5666666666666667,0.3333333333333333,0.0,30,1.0,3,0.0,6,0.0,1,0.0,0.15384615384615385,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,SB-Risk+TwoStage,0.23333333333333334,0.5666666666666667,0.3333333333333333,0.0,30,1.0,3,0.0,6,0.0,1,0.0,0.15384615384615385,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,DirectChoice,0.23333333333333334,0.5666666666666667,0.3333333333333333,0.0,30,1.0,3,0.0,6,0.0,1,0.0,0.15384615384615385,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,DirectQ,0.4666666666666667,0.6,0.13333333333333333,0.3,30,0.6666666666666666,3,0.33333333333333337,6,1.0,1,0.6666666666666667,0.5370370370370371,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,SB-DirectQ,0.4333333333333333,0.5666666666666667,0.13333333333333333,0.43333333333333335,30,0.3333333333333333,3,0.33333333333333337,6,1.0,1,0.6666666666666667,0.4507936507936508,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,PairwiseAdvantage,0.4666666666666667,0.6,0.13333333333333333,0.3,30,0.6666666666666666,3,0.33333333333333337,6,1.0,1,0.6666666666666667,0.5370370370370371,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,OutcomeRouter,0.5666666666666667,0.6,0.03333333333333333,0.7333333333333334,30,0.3333333333333333,3,0.5000000000000001,6,1.0,1,0.75,0.5151515151515151,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,SB-OutcomeRouter,0.5666666666666667,0.6,0.03333333333333333,0.8,30,0.3333333333333333,3,0.5000000000000001,6,1.0,1,0.75,0.5151515151515151,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,SB-COR,0.5666666666666667,0.6,0.03333333333333333,0.6333333333333334,30,0.3333333333333333,3,0.5000000000000001,6,1.0,1,0.75,0.5151515151515151,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,OutcomeRouter-hidden-only,0.6,0.6,0.0,0.8,30,0.3333333333333333,3,0.5000000000000001,6,1.0,1,0.75,0.48181818181818187,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,OutcomeRouter-state-action-only,0.23333333333333334,0.5666666666666667,0.3333333333333333,0.0,30,1.0,3,0.0,6,0.0,1,0.0,0.15384615384615385,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,Condition-only diagnostic,0.5666666666666667,0.5666666666666667,0.0,0.3333333333333333,30,1.0,3,0.0,6,1.0,1,0.5,0.36111111111111116,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,Horizon-only diagnostic,0.5,0.6333333333333334,0.13333333333333333,0.6,30,0.6666666666666666,3,0.5000000000000001,6,0.0,1,0.25000000000000006,0.34814814814814815,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,ADR-linear-full,0.4666666666666667,0.6333333333333333,0.16666666666666669,0.26666666666666666,30,1.0,3,0.33333333333333337,6,0.0,1,0.16666666666666669,0.3666666666666667,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,ADR-linear-split,0.43333333333333335,0.6,0.16666666666666669,0.19999999999999998,30,1.0,3,0.16666666666666669,6,0.0,1,0.08333333333333334,0.2952380952380953,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,ADR-tiny-nonlinear-choice,0.5,0.6666666666666667,0.16666666666666669,0.26666666666666666,30,1.0,3,0.5000000000000001,6,0.0,1,0.25000000000000006,0.4222222222222222,,,,,,,,,,,,,,,
composed_router,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,Oracle upper bound diagnostic,0.7666666666666667,0.7666666666666667,0.0,0.39999999999999997,30,1.0,3,1.0,6,1.0,1,1.0,1.0,,,,,,,,,,,,,,,
conditional_choice,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,ADR-linear-full,,,,,7,,,,,,,,,0.8333333333333333,0.65,0.6666666666666666,1.0,4,2,0,1,"[[0.5714285714285714, 0.2857142857142857], [0.0, 0.14285714285714285]]",,,,,,
conditional_choice,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,ADR-linear-split,,,,,7,,,,,,,,,0.3333333333333333,0.3636363636363637,0.6666666666666666,0.0,4,2,1,0,"[[0.5714285714285714, 0.2857142857142857], [0.14285714285714285, 0.0]]",,,,,,
conditional_choice,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,ADR-tiny-nonlinear-choice,,,,,7,,,,,,,,,1.0,1.0,1.0,1.0,6,0,0,1,"[[0.857142857142857, 0.0], [0.0, 0.14285714285714285]]",,,,,,
conditional_choice,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,Fixed-Detour diagnostic,,,,,7,,,,,,,,,0.5,0.46153846153846156,1.0,0.0,6,0,1,0,"[[0.857142857142857, 0.0], [0.14285714285714285, 0.0]]",,,,,,
conditional_choice,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,Condition-only choice diagnostic,,,,,7,,,,,,,,,0.5,0.46153846153846156,1.0,0.0,6,0,1,0,"[[0.857142857142857, 0.0], [0.14285714285714285, 0.0]]",,,,,,
conditional_choice,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,Horizon-only choice diagnostic,,,,,7,,,,,,,,,0.5,0.46153846153846156,1.0,0.0,6,0,1,0,"[[0.857142857142857, 0.0], [0.14285714285714285, 0.0]]",,,,,,
benefit_gate,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,ADR-linear-full,,,,0.26666666666666666,30,,,,,,,,,0.625,,,,,,,,,0.8333333333333333,0.41666666666666663,0.6481481481481483,0.6801960831566094,18,12
benefit_gate,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,ADR-linear-split,,,,0.19999999999999998,30,,,,,,,,,0.6805555555555556,,,,,,,,,0.9444444444444444,0.41666666666666663,0.6481481481481483,0.6801960831566094,18,12
benefit_gate,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,ADR-tiny-nonlinear-choice,,,,0.26666666666666666,30,,,,,,,,,0.625,,,,,,,,,0.8333333333333333,0.41666666666666663,0.6481481481481483,0.6801960831566094,18,12
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,Base,0.41666666666666663,0.6666666666666666,0.25,0.0,12,1.0,5,,0,0.0,2,0.0,0.2777777777777778,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,Always Detour,0.0,0.25,0.25,1.0,12,0.0,5,,0,0.0,2,0.0,0.0,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,Always Retreat,0.0,0.0,0.0,1.0,12,0.0,5,,0,1.0,2,1.0,0.14814814814814817,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,Risk->Retreat,0.49999999999999994,0.6666666666666666,0.16666666666666666,0.16666666666666666,12,1.0,5,,0,0.5,2,0.5,0.5252525252525252,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,Risk->Detour,0.08333333333333333,0.41666666666666663,0.3333333333333333,0.49999999999999994,12,0.4,5,,0,0.0,2,0.0,0.16666666666666666,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,Risk->BestFixed,0.08333333333333333,0.41666666666666663,0.3333333333333333,0.49999999999999994,12,0.4,5,,0,0.0,2,0.0,0.16666666666666666,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,Risk+TwoStage,0.25,0.41666666666666663,0.16666666666666666,0.49999999999999994,12,0.4,5,,0,0.5,2,0.5,0.38888888888888884,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,SB-Risk+TwoStage,0.25,0.41666666666666663,0.16666666666666666,0.49999999999999994,12,0.4,5,,0,0.5,2,0.5,0.38888888888888884,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,DirectChoice,0.41666666666666663,0.5833333333333333,0.16666666666666666,0.3333333333333333,12,0.8,5,,0,0.5,2,0.5,0.48888888888888893,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,DirectQ,0.3333333333333333,0.49999999999999994,0.16666666666666666,0.49999999999999994,12,0.6000000000000001,5,,0,0.5,2,0.5,0.47222222222222215,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,SB-DirectQ,0.25,0.41666666666666663,0.16666666666666666,0.5833333333333333,12,0.4,5,,0,0.5,2,0.5,0.41269841269841273,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,PairwiseAdvantage,0.3333333333333333,0.49999999999999994,0.16666666666666666,0.49999999999999994,12,0.6000000000000001,5,,0,0.5,2,0.5,0.47222222222222215,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,OutcomeRouter,0.49999999999999994,0.6666666666666666,0.16666666666666666,0.25,12,1.0,5,,0,0.5,2,0.5,0.5252525252525252,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,SB-OutcomeRouter,0.49999999999999994,0.6666666666666666,0.16666666666666666,0.25,12,1.0,5,,0,0.5,2,0.5,0.5252525252525252,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,SB-COR,0.41666666666666663,0.5833333333333333,0.16666666666666666,0.3333333333333333,12,0.8,5,,0,0.5,2,0.5,0.48888888888888893,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,OutcomeRouter-hidden-only,0.3333333333333333,0.49999999999999994,0.16666666666666666,0.49999999999999994,12,0.6000000000000001,5,,0,0.5,2,0.5,0.4444444444444445,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,OutcomeRouter-state-action-only,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.41666666666666663,12,1.0,5,,0,0.0,2,0.0,0.30303030303030304,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,Condition-only diagnostic,0.41666666666666663,0.6666666666666666,0.25,0.3333333333333333,12,1.0,5,,0,0.0,2,0.0,0.3333333333333333,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,Horizon-only diagnostic,0.3333333333333333,0.49999999999999994,0.16666666666666666,0.49999999999999994,12,0.6000000000000001,5,,0,0.0,2,0.0,0.22222222222222224,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,ADR-linear-full,0.41666666666666663,0.5833333333333333,0.16666666666666666,0.3333333333333333,12,0.8,5,,0,0.5,2,0.5,0.48888888888888893,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,ADR-linear-split,0.3333333333333333,0.49999999999999994,0.16666666666666666,0.49999999999999994,12,0.6000000000000001,5,,0,0.5,2,0.5,0.47222222222222215,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,ADR-tiny-nonlinear-choice,0.3333333333333333,0.49999999999999994,0.16666666666666666,0.49999999999999994,12,0.6000000000000001,5,,0,0.5,2,0.5,0.47222222222222215,,,,,,,,,,,,,,,
composed_router,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,Oracle upper bound diagnostic,0.6666666666666666,0.6666666666666666,0.0,0.25,12,1.0,5,,0,1.0,2,1.0,0.6666666666666666,,,,,,,,,,,,,,,
conditional_choice,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,ADR-linear-full,,,,,2,,,,,,,,,0.5,0.3333333333333333,,0.5,0,0,1,1,"[[0.0, 0.0], [0.5, 0.5]]",,,,,,
conditional_choice,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,ADR-linear-split,,,,,2,,,,,,,,,0.5,0.3333333333333333,,0.5,0,0,1,1,"[[0.0, 0.0], [0.5, 0.5]]",,,,,,
conditional_choice,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,ADR-tiny-nonlinear-choice,,,,,2,,,,,,,,,0.5,0.3333333333333333,,0.5,0,0,1,1,"[[0.0, 0.0], [0.5, 0.5]]",,,,,,
conditional_choice,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,Fixed-Detour diagnostic,,,,,2,,,,,,,,,0.0,0.0,,0.0,0,0,2,0,"[[0.0, 0.0], [1.0, 0.0]]",,,,,,
conditional_choice,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,Condition-only choice diagnostic,,,,,2,,,,,,,,,0.0,0.0,,0.0,0,0,2,0,"[[0.0, 0.0], [1.0, 0.0]]",,,,,,
conditional_choice,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,Horizon-only choice diagnostic,,,,,2,,,,,,,,,0.0,0.0,,0.0,0,0,2,0,"[[0.0, 0.0], [1.0, 0.0]]",,,,,,
benefit_gate,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,ADR-linear-full,,,,0.3333333333333333,12,,,,,,,,,0.5,,,,,,,,,0.6666666666666667,0.3333333333333333,0.5185185185185185,0.36868686868686873,9,3
benefit_gate,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,ADR-linear-split,,,,0.49999999999999994,12,,,,,,,,,0.6111111111111112,,,,,,,,,0.5555555555555556,0.6666666666666666,0.5185185185185185,0.36868686868686873,9,3
benefit_gate,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,ADR-tiny-nonlinear-choice,,,,0.49999999999999994,12,,,,,,,,,0.6111111111111112,,,,,,,,,0.5555555555555556,0.6666666666666666,0.5185185185185185,0.36868686868686873,9,3
composed_router,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,Base,0.2666666666666667,0.6000000000000001,0.33333333333333337,0.0,15,1.0,5,0.0,1,0.0,3,0.0,0.2380952380952381,,,,,,,,,,,,,,,
composed_router,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,Always Detour,0.13333333333333336,0.33333333333333337,0.20000000000000004,1.0,15,0.0,5,1.0,1,0.0,3,0.5,0.06666666666666667,,,,,,,,,,,,,,,
composed_router,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,Always Retreat,0.0,0.0,0.0,1.0,15,0.0,5,0.0,1,1.0,3,0.5,0.16666666666666666,,,,,,,,,,,,,,,
composed_router,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,Risk->Retreat,0.2666666666666667,0.4666666666666667,0.20000000000000004,0.33333333333333337,15,1.0,5,0.0,1,0.3333333333333333,3,0.16666666666666666,0.41111111111111104,,,,,,,,,,,,,,,
composed_router,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,Risk->Detour,0.33333333333333337,0.5333333333333334,0.20000000000000004,0.5333333333333334,15,0.6000000000000001,5,1.0,1,0.0,3,0.5,0.3333333333333333,,,,,,,,,,,,,,,
composed_router,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,Risk->BestFixed,0.33333333333333337,0.5333333333333334,0.20000000000000004,0.5333333333333334,15,0.6000000000000001,5,1.0,1,0.0,3,0.5,0.3333333333333333,,,,,,,,,,,,,,,
composed_router,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,Risk+TwoStage,0.2666666666666667,0.5333333333333334,0.2666666666666667,0.33333333333333337,15,1.0,5,0.0,1,0.0,3,0.0,0.27777777777777773,,,,,,,,,,,,,,,
composed_router,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,SB-Risk+TwoStage,0.2666666666666667,0.5333333333333334,0.2666666666666667,0.33333333333333337,15,1.0,5,0.0,1,0.0,3,0.0,0.27777777777777773,,,,,,,,,,,,,,,
composed_router,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,DirectChoice,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.4666666666666667,15,0.4,5,0.0,1,0.3333333333333333,3,0.16666666666666666,0.24338624338624337,,,,,,,,,,,,,,,
composed_router,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,DirectQ,0.33333333333333337,0.6000000000000001,0.2666666666666667,0.20000000000000004,15,1.0,5,0.0,1,0.0,3,0.0,0.25641025641025644,,,,,,,,,,,,,,,
composed_router,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,SB-DirectQ,0.33333333333333337,0.6000000000000001,0.2666666666666667,0.13333333333333336,15,1.0,5,0.0,1,0.0,3,0.0,0.25641025641025644,,,,,,,,,,,,,,,
