transition_axis,source,placement_id,context,from_decision_id,to_decision_id,from_horizon,to_horizon,from_label,to_label,label_changed
matched_condition_pair,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,glass_recovery_heldout_0001,glass->offpath,d09a5073901f11a5289cc361ef7e0432793bf00b1522a967e455148841fb74fa,26f8a5931cba20ecf40082118a86110aa581e8ba2a615607bc1c530515b89c1b,30,30,strict_detour,strict_base,True
matched_condition_pair,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,glass_recovery_heldout_0001,glass->noglass,d09a5073901f11a5289cc361ef7e0432793bf00b1522a967e455148841fb74fa,7f80261cec138128156ae38d318492c2a5d002eeb9857326657b6fcf4802152b,30,30,strict_detour,strict_base,True
matched_condition_pair,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,glass_recovery_heldout_0001,offpath->noglass,26f8a5931cba20ecf40082118a86110aa581e8ba2a615607bc1c530515b89c1b,7f80261cec138128156ae38d318492c2a5d002eeb9857326657b6fcf4802152b,30,30,strict_base,strict_base,False
matched_condition_pair,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,glass_recovery_heldout_0002,glass->offpath,186a916dbe71449fe65154f08c6e55355feff1d4a5d3ce5a4394889efcdc8edd,85674815336c9d8e58b0bf38bf2b2d29810f0edb2ea09b3cf876cab5f2b59473,20,20,strict_detour,strict_base,True
matched_condition_pair,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,glass_recovery_train_0006,glass->noglass,b88d87eac8925355e1cf433be849ef691a9e60ef8b84f944f2ef83bce0ab7631,5b708e46a05036fdd5aa4b920bcc63d26b0db31225bcd5dd629028e675a3f8d1,5,5,strict_detour,strict_detour,False
matched_condition_pair,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,glass_recovery_train_0006,glass->noglass,5ce553400c003140abf4ba80dfda89c7aca4616a3823b58ca5d24a6779f1e3b4,f8025df5eaa9a7e2459ed66708a2477db1479b3a74b07bf306bbdc0f2fe3dcb8,10,10,strict_detour,strict_detour,False
matched_condition_pair,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,glass_recovery_heldout_0002,glass->offpath,f3149150b547fe6bf8f1cdd5c78dbc33109dbb4ee95ffe2807dce34ded9aa7b3,68dd85bdc8f913910c19d7a35356b0f180b99a27c48f5a2a51f510b331c4add6,5,5,strict_retreat,strict_base,True
matched_condition_pair,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,glass_recovery_heldout_0002,glass->noglass,f3149150b547fe6bf8f1cdd5c78dbc33109dbb4ee95ffe2807dce34ded9aa7b3,7cc66a27ce2971b4dd170aa8f8b415751cf10acaf0a4eb4a2ac10682c2b9dda6,5,5,strict_retreat,strict_base,True
matched_condition_pair,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,glass_recovery_heldout_0002,offpath->noglass,68dd85bdc8f913910c19d7a35356b0f180b99a27c48f5a2a51f510b331c4add6,7cc66a27ce2971b4dd170aa8f8b415751cf10acaf0a4eb4a2ac10682c2b9dda6,5,5,strict_base,strict_base,False
matched_condition_pair,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,glass_recovery_heldout_0003,glass->noglass,1fd95ecb17a7648382c5c8fcc6a59f299f99ea9f6981f577828d8bb3174af1a6,2ccd971e77ce745c2eb16199826277fcd3c3072243e5e2d9b5214fb4b1d0b89c,5,5,strict_retreat,strict_detour,True
matched_condition_pair,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,glass_recovery_heldout_0003,glass->noglass,4237f493165f93661c61663c67e2aad7c986f4293d3b1b1520c190fded0f68cf,5ec7d22977d51b192e4c9cb41db3e54a4df3082621d9d0e0cf8ed45d0e31fba9,20,20,strict_retreat,strict_base,True
matched_condition_pair,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass_recovery_heldout_0003,glass->noglass,934ab253c7fd1fe941ee81c193820b2134914aeede1773bc31a10d61a4afba06,964df9d7735c6129ef388d9b0070f0746e325136e24ecb40836e4645cab0ca10,10,10,strict_retreat,strict_base,True
matched_condition_pair,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass_recovery_heldout_0003,glass->noglass,72a1ebf3e52a6671263202e9672070a7013b2dde26219c45b247bf795a50aa76,ce42361700188f5903885bc1affe1814e6390e128ef45d7452f5f6691aecd3d9,20,20,strict_retreat,strict_base,True
matched_condition_pair,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass_recovery_train_0008,glass->offpath,9ceb7189f7d4d312486aa71685256aac693020e0969b88cdc3896e828413707d,3e9cb9f4aa256b86d2b55d5f8eab0eb9a279fe25afdf14c646c9969de80e3f50,5,5,strict_retreat,strict_base,True
matched_condition_pair,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass_recovery_train_0008,glass->noglass,9ceb7189f7d4d312486aa71685256aac693020e0969b88cdc3896e828413707d,9722f324d9c5dea727c566e371ad36aed18e93ea9150765b9ae4048a050ec821,5,5,strict_retreat,strict_base,True
matched_condition_pair,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass_recovery_train_0008,offpath->noglass,3e9cb9f4aa256b86d2b55d5f8eab0eb9a279fe25afdf14c646c9969de80e3f50,9722f324d9c5dea727c566e371ad36aed18e93ea9150765b9ae4048a050ec821,5,5,strict_base,strict_base,False
matched_condition_pair,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass_recovery_train_0008,glass->offpath,b8a84988fb8bb42a81c6e988b8ac8ffd368df04599ae18041f30b924605c6d4a,2c99f888727b204cfa3ed14993f0f98f5faa7d56e6fa3b4c8e4fe6e3b693de11,10,10,strict_retreat,strict_base,True
matched_condition_pair,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass_recovery_train_0008,glass->noglass,d148c3efcf92ed63f8d83884af0580be9bf7b83a663651f5b966cf934d47d532,13622f089c04d57bf1295fdded29e2a34860c54d7125de220c3e6dc777349f38,30,30,strict_base,strict_base,False
