regime,feature,target,scope,weighting,n,sources,positive_n,positive_sources,negative_sources,within_source_auc,within_source_identifiable_n,auc,ap,brier,balanced_accuracy,prevalence
pooled_loso,oracle_metadata,detour_success,glass_base_crash,decision,91,20,22,7,18,0.6666666666666666,5,0.3247694334650858,0.18311598552199562,0.19345247413225236,0.5,0.24175824175824173
pooled_loso,oracle_metadata,detour_success,glass_base_crash,source,91,20,22,7,18,0.6666666666666666,5,0.29675988780594914,0.18601015407268998,0.20132792381218198,0.5,0.25250000000000006
pooled_loso,oracle_metadata,detour_success,T-5,decision,63,20,25,12,18,0.675,10,0.4547368421052634,0.3552247111287731,0.2289934496094501,0.3752631578947371,0.3968253968253968
pooled_loso,oracle_metadata,detour_success,T-5,source,63,20,25,12,18,0.675,10,0.4893749999999997,0.3164978843945516,0.20964523238628602,0.38749999999999996,0.33333333333333337
pooled_loso,oracle_metadata,detour_success,glass_T-5,decision,23,20,4,4,17,0.5,1,0.0723684210526316,0.1180453604366648,0.15157334062517366,0.5,0.17391304347826086
pooled_loso,oracle_metadata,detour_success,glass_T-5,source,23,20,4,4,17,0.5,1,0.03679653679653679,0.11689801426643527,0.1532298978670146,0.5,0.17499999999999996
pooled_loso,oracle_metadata,detour_success,T-10,decision,63,20,33,15,17,0.5499999999999999,12,0.442929292929293,0.47063700507596934,0.24001291213549183,0.6606060606060606,0.5238095238095237
pooled_loso,oracle_metadata,detour_success,T-10,source,63,20,33,15,17,0.5499999999999999,12,0.4980419580419582,0.4408433422370338,0.22647312998358865,0.6986013986013986,0.45833333333333326
pooled_loso,oracle_metadata,detour_success,glass_T-10,decision,23,20,7,6,14,,0,0.0,0.19932675656768506,0.22950807489278852,0.5,0.30434782608695654
pooled_loso,oracle_metadata,detour_success,glass_T-10,source,23,20,7,6,14,,0,0.0,0.19225289531017076,0.22825385697137085,0.5,0.29999999999999993
pooled_loso,oracle_metadata,detour_success,T-20,decision,63,20,32,18,17,0.5796296296296296,15,0.46118951612903225,0.4663148031689184,0.24190663453751793,0.6486895161290323,0.5079365079365079
pooled_loso,oracle_metadata,detour_success,T-20,source,63,20,32,18,17,0.5796296296296296,15,0.4430397332592386,0.4475279885748546,0.25014137612337256,0.6428174492914698,0.49166666666666653
pooled_loso,oracle_metadata,detour_success,glass_T-20,decision,23,20,7,7,14,0.5,1,0.013392857142857144,0.1923823121232406,0.2294709890838295,0.5,0.30434782608695654
pooled_loso,oracle_metadata,detour_success,glass_T-20,source,23,20,7,7,14,0.5,1,0.00712250712250712,0.20705181636653408,0.24071964347544578,0.5,0.3249999999999999
pooled_loso,oracle_metadata,detour_success,T-30,decision,57,19,26,17,16,0.8174603174603174,14,0.6259305210918111,0.5554169417870932,0.21714613726227075,0.6972704714640198,0.45614035087719296
pooled_loso,oracle_metadata,detour_success,T-30,source,57,19,26,17,16,0.8174603174603174,14,0.5790538437597259,0.5262432631849399,0.22674286171055216,0.683940242763772,0.4473684210526316
pooled_loso,oracle_metadata,detour_success,glass_T-30,decision,21,19,4,4,15,,0,0.0,0.12532372598162067,0.17026745707356164,0.5,0.19047619047619047
pooled_loso,oracle_metadata,detour_success,glass_T-30,source,21,19,4,4,15,,0,0.0,0.1393350103199174,0.18185597827518185,0.5,0.21052631578947376
pooled_loso,oracle_metadata,detour_success,T-40,decision,27,9,12,6,9,0.6666666666666666,6,0.6333333333333333,0.530947755947756,0.1967659443469969,0.625,0.4444444444444444
pooled_loso,oracle_metadata,detour_success,T-40,source,27,9,12,6,9,0.6666666666666666,6,0.697530864197531,0.47820266153599483,0.16564820823239965,0.6666666666666667,0.3333333333333333
pooled_loso,oracle_metadata,detour_success,glass_T-40,decision,11,9,1,1,8,,0,0.0,0.09090909090909091,0.098229847960105,0.5,0.09090909090909091
pooled_loso,oracle_metadata,detour_success,glass_T-40,source,11,9,1,1,8,,0,0.0,0.11111111111111108,0.11325228335475149,0.5,0.1111111111111111
pooled_loso,oracle_metadata,base_success,all,decision,273,20,157,17,20,0.9530172759648267,17,0.9405062596090473,0.9215822833440697,0.06316795476324245,0.9203547111794421,0.575091575091575
pooled_loso,oracle_metadata,base_success,all,source,273,20,157,17,20,0.9530172759648267,17,0.9475656414810827,0.9124656170333754,0.057560174311095634,0.9361044452186256,0.5197222222222222
pooled_loso,oracle_metadata,base_success,glass,decision,101,20,2,2,20,0.5833333333333333,2,0.565656565656566,0.03358585858585857,0.020087757748193494,0.5,0.019801980198019802
pooled_loso,oracle_metadata,base_success,glass,source,101,20,2,2,20,0.5833333333333333,2,0.555839727195226,0.03737851668241554,0.022611569155570634,0.5,0.022500000000000006
pooled_loso,oracle_metadata,base_success,controls,decision,172,17,155,17,11,0.7023789826210316,11,0.6343453510436431,0.9241464126364465,0.08846504719649796,0.5,0.9011627906976745
pooled_loso,oracle_metadata,base_success,controls,source,172,17,155,17,11,0.7023789826210316,11,0.5950019921200584,0.9158097608810041,0.08792144632031942,0.5,0.903921568627451
pooled_loso,oracle_metadata,base_success,base_failure,decision,116,20,0,0,20,,0,,,0.11158785688609925,,0.0
pooled_loso,oracle_metadata,base_success,base_failure,source,116,20,0,0,20,,0,,,0.09304424215120383,,0.0
pooled_loso,oracle_metadata,base_success,glass_base_failure,decision,99,20,0,0,20,,0,,,0.0017932681521320257,,0.0
pooled_loso,oracle_metadata,base_success,glass_base_failure,source,99,20,0,0,20,,0,,,0.0018059446548680874,,0.0
pooled_loso,oracle_metadata,base_success,glass_base_crash,decision,91,20,0,0,20,,0,,,0.0017391883271273628,,0.0
pooled_loso,oracle_metadata,base_success,glass_base_crash,source,91,20,0,0,20,,0,,,0.0017607461500235302,,0.0
pooled_loso,oracle_metadata,base_success,T-5,decision,63,20,31,16,20,0.9040798611111112,16,0.7716733870967741,0.636724111587429,0.11960904416790276,0.859375,0.49206349206349204
pooled_loso,oracle_metadata,base_success,T-5,source,63,20,31,16,20,0.9040798611111112,16,0.8179386088425795,0.6427704426559268,0.10549577923630903,0.8880597014925373,0.4416666666666667
pooled_loso,oracle_metadata,base_success,glass_T-5,decision,23,20,0,0,20,,0,,,0.0002120170535688995,,0.0
pooled_loso,oracle_metadata,base_success,glass_T-5,source,23,20,0,0,20,,0,,,0.0002108235664280204,,0.0
pooled_loso,oracle_metadata,base_success,T-10,decision,63,20,35,17,20,0.9640522875816994,17,0.9010204081632656,0.857150008971508,0.07150855968246324,0.9107142857142857,0.5555555555555554
pooled_loso,oracle_metadata,base_success,T-10,source,63,20,35,17,20,0.9640522875816994,17,0.9194444444444444,0.8490899454883725,0.061394592787626295,0.9333333333333333,0.4999999999999999
pooled_loso,oracle_metadata,base_success,glass_T-10,decision,23,20,0,0,20,,0,,,0.0005477656936389755,,0.0
pooled_loso,oracle_metadata,base_success,glass_T-10,source,23,20,0,0,20,,0,,,0.0005413536149759278,,0.0
pooled_loso,oracle_metadata,base_success,T-20,decision,63,20,40,17,19,0.96875,16,0.9326086956521744,0.9118008610894263,0.032881409095961676,0.9657608695652175,0.6349206349206344
pooled_loso,oracle_metadata,base_success,T-20,source,63,20,40,17,19,0.96875,16,0.9332579185520365,0.8981662664859794,0.034420213048008325,0.9660633484162897,0.5666666666666664
pooled_loso,oracle_metadata,base_success,glass_T-20,decision,23,20,1,1,19,,0,0.0,0.04347826086956522,0.043502793626459105,0.5,0.043478260869565216
pooled_loso,oracle_metadata,base_success,glass_T-20,source,23,20,1,1,19,,0,0.0,0.049999999999999975,0.049529442327737205,0.5,0.04999999999999999
pooled_loso,oracle_metadata,base_success,T-30,decision,57,19,36,16,18,1.0,15,0.9298941798941796,0.9337125017584987,0.03551881365365432,0.9623015873015872,0.6315789473684212
pooled_loso,oracle_metadata,base_success,T-30,source,57,19,36,16,18,1.0,15,0.9337499999999995,0.9261008330969381,0.03562964570184227,0.9643749999999999,0.56140350877193
pooled_loso,oracle_metadata,base_success,glass_T-30,decision,21,19,1,1,18,,0,0.0,0.0476190476190476,0.04772930843881026,0.5,0.047619047619047616
pooled_loso,oracle_metadata,base_success,glass_T-30,source,21,19,1,1,18,,0,0.0,0.052631578947368404,0.05236749035299831,0.5,0.05263157894736844
pooled_loso,oracle_metadata,base_success,T-40,decision,27,9,15,6,9,1.0,6,0.9222222222222222,0.8802835127835127,0.041049683573638966,0.9583333333333333,0.5555555555555556
pooled_loso,oracle_metadata,base_success,T-40,source,27,9,15,6,9,1.0,6,0.9431818181818181,0.8542535747081201,0.03871480577482075,0.9687499999999998,0.40740740740740744
pooled_loso,oracle_metadata,base_success,glass_T-40,decision,11,9,0,0,9,,0,,,0.000773527159835119,,0.0
pooled_loso,oracle_metadata,base_success,glass_T-40,source,11,9,0,0,9,,0,,,0.0008098816850125285,,0.0
pooled_loso,prior,base_crash,all,decision,273,20,92,20,19,0.5,19,0.3916046120586114,0.2871864679408489,0.22853489154735687,0.5,0.336996336996337
pooled_loso,prior,base_crash,all,source,273,20,92,20,19,0.5,19,0.3132400068943154,0.3066906599222581,0.24246725915666353,0.5,0.38916666666666666
pooled_loso,prior,base_crash,glass,decision,101,20,91,20,8,0.5,8,0.26483516483516495,0.8408390086689028,0.35183749607647735,0.5,0.9009900990099009
pooled_loso,prior,base_crash,glass,source,101,20,91,20,8,0.5,8,0.2560975609756098,0.8355594914015063,0.3511163819636812,0.5,0.8975000000000001
pooled_loso,prior,base_crash,controls,decision,172,17,1,1,17,0.5000000000000001,1,0.45906432748538023,0.007575757575757575,0.15613045516688495,0.5,0.005813953488372093
pooled_loso,prior,base_crash,controls,source,172,17,1,1,17,0.5000000000000001,1,0.49999999999999983,0.008333333333333335,0.1561994640884978,0.5,0.005882352941176471
pooled_loso,prior,base_crash,base_failure,decision,116,20,92,20,13,0.5,13,0.29438405797101463,0.711493694974725,0.32837041370819675,0.5,0.7931034482758619
pooled_loso,prior,base_crash,base_failure,source,116,20,92,20,13,0.5,13,0.3139795712267313,0.7598127098548489,0.33610457359660967,0.5,0.826989676989677
pooled_loso,prior,base_crash,glass_base_failure,decision,99,20,91,20,6,0.5,6,0.26854395604395614,0.8665981628239252,0.35580439669082337,0.5,0.919191919191919
pooled_loso,prior,base_crash,glass_base_failure,source,99,20,91,20,6,0.5,6,0.2690217391304348,0.8692374011007915,0.35586199599876883,0.5,0.9199999999999999
pooled_loso,prior,base_crash,glass_base_crash,decision,91,20,91,20,0,,0,,1.0000000000000004,0.37361083207343615,,0.9999999999999997
pooled_loso,prior,base_crash,glass_base_crash,source,91,20,91,20,0,,0,,1.0000000000000004,0.3732391889812251,,1.0
pooled_loso,prior,base_crash,T-5,decision,63,20,22,19,17,0.5,16,0.40687361419068774,0.30854577733213373,0.23106516290726825,0.5,0.3492063492063492
pooled_loso,prior,base_crash,T-5,source,63,20,22,19,17,0.5,16,0.29942857142857127,0.3308386652906776,0.2492041012619266,0.5,0.41666666666666674
pooled_loso,prior,base_crash,glass_T-5,decision,23,20,22,19,1,,0,0.09090909090909093,0.9172779460328867,0.36366279925595835,0.5,0.9565217391304346
pooled_loso,prior,base_crash,glass_T-5,source,23,20,22,19,1,,0,0.10526315789473682,0.9086506255318376,0.3628883117882425,0.5,0.95
pooled_loso,prior,base_crash,T-10,decision,63,20,22,19,17,0.5,16,0.4002217294900225,0.30475789854425495,0.23126009468114736,0.5,0.3492063492063492
pooled_loso,prior,base_crash,T-10,source,63,20,22,19,17,0.5,16,0.29257142857142876,0.32750533195734444,0.24940877962449973,0.5,0.41666666666666646
pooled_loso,prior,base_crash,glass_T-10,decision,23,20,22,19,1,,0,0.0,0.9059143096692504,0.36419674281049685,0.5,0.9565217391304346
pooled_loso,prior,base_crash,glass_T-10,source,23,20,22,19,1,,0,0.0,0.8954927307949954,0.3635023468759617,0.5,0.95
pooled_loso,prior,base_crash,T-20,decision,63,20,21,18,18,0.5,16,0.4648526077097509,0.32038743812937365,0.2267209690893902,0.5,0.3333333333333333
pooled_loso,prior,base_crash,T-20,source,63,20,21,18,18,0.5,16,0.39234449760765566,0.3258467023172905,0.2358122883964296,0.5,0.3666666666666666
pooled_loso,prior,base_crash,glass_T-20,decision,23,20,21,18,2,,0,0.6904761904761906,0.954228621619926,0.3517634857548142,0.5,0.9130434782608694
pooled_loso,prior,base_crash,glass_T-20,source,23,20,21,18,2,,0,0.6666666666666665,0.9444788441692464,0.3492041012619267,0.5,0.8999999999999999
pooled_loso,prior,base_crash,T-30,decision,57,19,17,16,16,0.5,13,0.29926470588235277,0.23310661932952953,0.22085985971392003,0.5,0.2982456140350877
pooled_loso,prior,base_crash,T-30,source,57,19,17,16,16,0.5,13,0.21110383229610216,0.2730313702944922,0.24153196935089336,0.5,0.3771929824561403
pooled_loso,prior,base_crash,glass_T-30,decision,21,19,17,16,4,0.5,1,0.036764705882352935,0.6892572683594355,0.33386367966700375,0.5,0.8095238095238095
pooled_loso,prior,base_crash,glass_T-30,source,21,19,17,16,4,0.5,1,0.02995391705069124,0.697588501110173,0.33580713093907455,0.5,0.8157894736842108
pooled_loso,prior,base_crash,T-40,decision,27,9,10,7,7,0.5,5,0.3411764705882353,0.3174814814814815,0.2367074484456755,0.5,0.37037037037037035
pooled_loso,prior,base_crash,T-40,source,27,9,10,7,7,0.5,5,0.2916666666666667,0.37103174603174605,0.2567943127800007,0.5,0.4444444444444444
pooled_loso,prior,base_crash,glass_T-40,decision,11,9,9,7,2,,0,0.44444444444444436,0.8239337822671157,0.335738199166177,0.5,0.8181818181818183
pooled_loso,prior,base_crash,glass_T-40,source,11,9,9,7,2,,0,0.4285714285714285,0.7811791383219955,0.3284642283095653,0.5,0.7777777777777779
pooled_loso,prior,detour_success,all,decision,273,20,128,18,19,0.5,17,0.2617456896551725,0.35049542450269633,0.25547623651270923,0.5,0.46886446886446886
pooled_loso,prior,detour_success,all,source,273,20,128,18,19,0.5,17,0.2222378346978986,0.30860588245772086,0.2524358306829452,0.5,0.4347222222222222
pooled_loso,prior,detour_success,glass,decision,101,20,23,7,19,0.5,6,0.15969899665551837,0.1541985737076902,0.22463144706283494,0.5,0.22772277227722776
pooled_loso,prior,detour_success,glass,source,101,20,23,7,19,0.5,6,0.13458201490252117,0.16167391676330506,0.22746360846072297,0.5,0.24250000000000005
pooled_loso,prior,detour_success,controls,decision,172,17,105,17,15,0.5,15,0.2864960909737029,0.4997506009182806,0.27358858380594936,0.5,0.6104651162790699
pooled_loso,prior,detour_success,controls,source,172,17,105,17,15,0.5,15,0.27880965646055383,0.48701250839091514,0.27284136194746705,0.5,0.6009803921568626
pooled_loso,prior,detour_success,base_failure,decision,116,20,31,11,19,0.5,10,0.15351043643263756,0.17604280293809182,0.23014593644493025,0.5,0.2672413793103448
pooled_loso,prior,detour_success,base_failure,source,116,20,31,11,19,0.5,10,0.13759746517699376,0.17256290282570683,0.2304739660368701,0.5,0.263455710955711
pooled_loso,prior,detour_success,glass_base_failure,decision,99,20,22,7,19,0.5,6,0.14698937426210154,0.14755100884492717,0.22396736421359384,0.5,0.22222222222222227
pooled_loso,prior,detour_success,glass_base_failure,source,99,20,22,7,19,0.5,6,0.13164747807017546,0.15922734545206974,0.22714635699873467,0.5,0.24000000000000002
pooled_loso,prior,detour_success,glass_base_crash,decision,91,20,22,7,18,0.5,5,0.14986824769433477,0.1620543249853595,0.2264787117741873,0.5,0.24175824175824173
pooled_loso,prior,detour_success,glass_base_crash,source,91,20,22,7,18,0.5,5,0.11588132057352897,0.166326564932035,0.22941243887007973,0.5,0.25250000000000006
pooled_loso,prior,detour_success,T-5,decision,63,20,25,12,18,0.5,10,0.17210526315789484,0.27572682872682874,0.2469327721513009,0.5,0.3968253968253968
pooled_loso,prior,detour_success,T-5,source,63,20,25,12,18,0.5,10,0.13437499999999994,0.2204315790132353,0.2400615616770972,0.5,0.33333333333333337
pooled_loso,prior,detour_success,glass_T-5,decision,23,20,4,4,17,0.5,1,0.052631578947368425,0.11645805884936325,0.21790093718914624,0.5,0.17391304347826086
pooled_loso,prior,detour_success,glass_T-5,source,23,20,4,4,17,0.5,1,0.04545454545454545,0.11805616983635557,0.21890659091686318,0.5,0.17499999999999996
pooled_loso,prior,detour_success,T-10,decision,63,20,33,15,17,0.5,12,0.20252525252525252,0.38881242362103613,0.26390111894420915,0.5,0.5238095238095237
pooled_loso,prior,detour_success,T-10,source,63,20,33,15,17,0.5,12,0.16181818181818192,0.3202266758374273,0.25660639598508944,0.5,0.45833333333333326
pooled_loso,prior,detour_success,glass_T-10,decision,23,20,7,6,14,,0,0.06696428571428573,0.20375449257436842,0.23689407220058792,0.5,0.30434782608695654
pooled_loso,prior,detour_success,glass_T-10,source,23,20,7,6,14,,0,0.06547619047619047,0.19780845086572638,0.23687442717417323,0.5,0.29999999999999993
pooled_loso,prior,detour_success,T-20,decision,63,20,32,18,17,0.5,15,0.3245967741935484,0.41314300343905613,0.2600210483974719,0.5,0.5079365079365079
pooled_loso,prior,detour_success,T-20,source,63,20,32,18,17,0.5,15,0.2807724367879967,0.37877040344440766,0.2591405090455183,0.5,0.49166666666666653
pooled_loso,prior,detour_success,glass_T-20,decision,23,20,7,7,14,0.5,1,0.16071428571428573,0.21327830209817794,0.23567362979021408,0.5,0.30434782608695654
pooled_loso,prior,detour_success,glass_T-20,source,23,20,7,7,14,0.5,1,0.13817663817663814,0.22554245719880395,0.2393451874080913,0.5,0.3249999999999999
pooled_loso,prior,detour_success,T-30,decision,57,19,26,17,16,0.5,14,0.3014888337468982,0.35809373661540844,0.2532539206845471,0.5,0.45614035087719296
pooled_loso,prior,detour_success,T-30,source,57,19,26,17,16,0.5,14,0.2665732959850606,0.33661770607795927,0.2533765495096107,0.5,0.4473684210526316
pooled_loso,prior,detour_success,glass_T-30,decision,21,19,4,4,15,,0,0.27941176470588225,0.16487050960735172,0.2171885610712942,0.5,0.19047619047619047
pooled_loso,prior,detour_success,glass_T-30,source,21,19,4,4,15,,0,0.24999999999999994,0.1745270037839697,0.22070495825076186,0.5,0.21052631578947376
pooled_loso,prior,detour_success,T-40,decision,27,9,12,6,9,0.5,6,0.36388888888888893,0.3858826358826358,0.24983992225528073,0.5,0.4444444444444444
pooled_loso,prior,detour_success,T-40,source,27,9,12,6,9,0.5,6,0.2870370370370371,0.27120811287477953,0.2378289331190224,0.5,0.3333333333333333
pooled_loso,prior,detour_success,glass_T-40,decision,11,9,1,1,8,,0,0.3999999999999999,0.14285714285714288,0.20418524270093982,0.5,0.09090909090909091
pooled_loso,prior,detour_success,glass_T-40,source,11,9,1,1,8,,0,0.24999999999999997,0.14285714285714282,0.20871912155307043,0.5,0.1111111111111111
pooled_loso,prior,base_success,all,decision,273,20,157,17,20,0.5,17,0.366406764770481,0.48963756412803255,0.25036322907283204,0.5,0.575091575091575
pooled_loso,prior,base_success,all,source,273,20,157,17,20,0.5,17,0.2854161366496453,0.40752315751485907,0.2553089454875004,0.5,0.5197222222222222
pooled_loso,prior,base_success,glass,decision,101,20,2,2,20,0.5,2,0.03282828282828283,0.01505562927426763,0.2699510833662623,0.5,0.019801980198019802
pooled_loso,prior,base_success,glass,source,101,20,2,2,20,0.5,2,0.03680022733731173,0.01717836257309941,0.269827464006019,0.5,0.022500000000000006
pooled_loso,prior,base_success,controls,decision,172,17,155,17,11,0.5,11,0.2411764705882353,0.8327154482994568,0.23886105881913175,0.5,0.9011627906976745
pooled_loso,prior,base_success,controls,source,172,17,155,17,11,0.5,11,0.21911107176059144,0.8319322030451128,0.23900689402671912,0.5,0.903921568627451
pooled_loso,prior,base_success,base_failure,decision,116,20,0,0,20,,0,,,0.270311170752215,,0.0
pooled_loso,prior,base_success,base_failure,source,116,20,0,0,20,,0,,,0.2702572885674225,,0.0
pooled_loso,prior,base_success,glass_base_failure,decision,99,20,0,0,20,,0,,,0.2705499853360735,,0.0
pooled_loso,prior,base_success,glass_base_failure,source,99,20,0,0,20,,0,,,0.2702572885674224,,0.0
pooled_loso,prior,base_success,glass_base_crash,decision,91,20,0,0,20,,0,,,0.26994458800322163,,0.0
pooled_loso,prior,base_success,glass_base_crash,source,91,20,0,0,20,,0,,,0.2702572885674224,,0.0
pooled_loso,prior,base_success,T-5,decision,63,20,31,16,20,0.5,16,0.3079637096774194,0.3950440617673215,0.25308917192265906,0.5,0.49206349206349204
pooled_loso,prior,base_success,T-5,source,63,20,31,16,20,0.5,16,0.2457054350887074,0.3364249822045254,0.25809841917171095,0.5,0.4416666666666667
pooled_loso,prior,base_success,glass_T-5,decision,23,20,0,0,20,,0,,,0.26964178498623886,,0.0
pooled_loso,prior,base_success,glass_T-5,source,23,20,0,0,20,,0,,,0.27025728856742237,,0.0
pooled_loso,prior,base_success,T-10,decision,63,20,35,17,20,0.5,17,0.35765306122449,0.4658646616541354,0.25087994515202877,0.5,0.5555555555555554
pooled_loso,prior,base_success,T-10,source,63,20,35,17,20,0.5,17,0.2783333333333334,0.38784267227249686,0.25604676225163286,0.5,0.4999999999999999
pooled_loso,prior,base_success,glass_T-10,decision,23,20,0,0,20,,0,,,0.2696417849862388,,0.0
pooled_loso,prior,base_success,glass_T-10,source,23,20,0,0,20,,0,,,0.27025728856742237,,0.0
pooled_loso,prior,base_success,T-20,decision,63,20,40,17,19,0.5,16,0.394021739130435,0.5673480576441107,0.24796525100926453,0.5,0.6349206349206344
pooled_loso,prior,base_success,T-20,source,63,20,40,17,19,0.5,16,0.29128959276018107,0.45293928064825906,0.253522395779898,0.5,0.5666666666666664
pooled_loso,prior,base_success,glass_T-20,decision,23,20,1,1,19,,0,0.04545454545454546,0.045454545454545456,0.2685993237607113,0.5,0.043478260869565216
pooled_loso,prior,base_success,glass_T-20,source,23,20,1,1,19,,0,0.05263157894736841,0.05263157894736841,0.2690584581580657,0.5,0.04999999999999999
pooled_loso,prior,base_success,T-30,decision,57,19,36,16,18,0.5,15,0.361111111111111,0.5455509689255817,0.24871257732923674,0.5,0.6315789473684212
pooled_loso,prior,base_success,T-30,source,57,19,36,16,18,0.5,15,0.26374999999999993,0.4408684204011215,0.2544193805021428,0.5,0.56140350877193
pooled_loso,prior,base_success,glass_T-30,decision,21,19,1,1,18,,0,0.0,0.047619047619047616,0.2693470029850455,0.5,0.047619047619047616
pooled_loso,prior,base_success,glass_T-30,source,21,19,1,1,18,,0,0.0,0.05263157894736842,0.26972665453517874,0.5,0.05263157894736844
pooled_loso,prior,base_success,T-40,decision,27,9,15,6,9,0.5,6,0.4333333333333333,0.5155555555555555,0.25187701628991255,0.5,0.5555555555555556
pooled_loso,prior,base_success,T-40,source,27,9,15,6,9,0.5,6,0.26136363636363635,0.3214526214526213,0.26392471187715877,0.5,0.40740740740740744
pooled_loso,prior,base_success,glass_T-40,decision,11,9,0,0,9,,0,,,0.27522416376756176,,0.0
pooled_loso,prior,base_success,glass_T-40,source,11,9,0,0,9,,0,,,0.2773316861028465,,0.0
glass_loso,hidden,base_crash,all,decision,101,20,91,20,8,0.3506944444444445,8,0.30989010989010995,0.8358462750965759,0.09816028421163356,0.5,0.9009900990099009
glass_loso,hidden,base_crash,all,source,101,20,91,20,8,0.3506944444444445,8,0.30359852345041566,0.8293094011609313,0.10158462731232712,0.5,0.8975000000000001
glass_loso,hidden,base_crash,glass,decision,101,20,91,20,8,0.3506944444444445,8,0.30989010989010995,0.8358462750965759,0.09816028421163356,0.5,0.9009900990099009
glass_loso,hidden,base_crash,glass,source,101,20,91,20,8,0.3506944444444445,8,0.30359852345041566,0.8293094011609313,0.10158462731232712,0.5,0.8975000000000001
glass_loso,hidden,base_crash,base_failure,decision,99,20,91,20,6,0.3703703703703704,6,0.32692307692307704,0.8595112552658645,0.08143414126812176,0.5,0.919191919191919
glass_loso,hidden,base_crash,base_failure,source,99,20,91,20,6,0.3703703703703704,6,0.31756680253623193,0.8578545245223217,0.0809741447562912,0.5,0.9199999999999999
glass_loso,hidden,base_crash,glass_base_failure,decision,99,20,91,20,6,0.3703703703703704,6,0.32692307692307704,0.8595112552658645,0.08143414126812176,0.5,0.919191919191919
glass_loso,hidden,base_crash,glass_base_failure,source,99,20,91,20,6,0.3703703703703704,6,0.31756680253623193,0.8578545245223217,0.0809741447562912,0.5,0.9199999999999999
glass_loso,hidden,base_crash,glass_base_crash,decision,91,20,91,20,0,,0,,1.0000000000000002,0.009469650991921343,,0.9999999999999997
glass_loso,hidden,base_crash,glass_base_crash,source,91,20,91,20,0,,0,,1.0000000000000002,0.00925485558456962,,1.0
glass_loso,hidden,base_crash,T-5,decision,23,20,22,19,1,,0,0.0,0.8757140222233255,0.05143101622007379,0.5,0.9565217391304346
glass_loso,hidden,base_crash,T-5,source,23,20,22,19,1,,0,0.0,0.8624260296942385,0.05808633529126421,0.5,0.95
glass_loso,hidden,base_crash,glass_T-5,decision,23,20,22,19,1,,0,0.0,0.8757140222233255,0.05143101622007379,0.5,0.9565217391304346
glass_loso,hidden,base_crash,glass_T-5,source,23,20,22,19,1,,0,0.0,0.8624260296942385,0.05808633529126421,0.5,0.95
glass_loso,hidden,base_crash,T-10,decision,23,20,22,19,1,,0,0.04545454545454546,0.8984412949505983,0.04941720312550368,0.5,0.9565217391304346
glass_loso,hidden,base_crash,T-10,source,23,20,22,19,1,,0,0.05263157894736841,0.8890755721709429,0.055708557876573,0.5,0.95
glass_loso,hidden,base_crash,glass_T-10,decision,23,20,22,19,1,,0,0.04545454545454546,0.8984412949505983,0.04941720312550368,0.5,0.9565217391304346
glass_loso,hidden,base_crash,glass_T-10,source,23,20,22,19,1,,0,0.05263157894736841,0.8890755721709429,0.055708557876573,0.5,0.95
glass_loso,hidden,base_crash,T-20,decision,23,20,21,18,2,,0,0.6428571428571431,0.9596031218473673,0.08013367659646221,0.5,0.9130434782608694
glass_loso,hidden,base_crash,T-20,source,23,20,21,18,2,,0,0.6527777777777776,0.9544854365077475,0.09096710634763547,0.5,0.8999999999999999
glass_loso,hidden,base_crash,glass_T-20,decision,23,20,21,18,2,,0,0.6428571428571431,0.9596031218473673,0.08013367659646221,0.5,0.9130434782608694
glass_loso,hidden,base_crash,glass_T-20,source,23,20,21,18,2,,0,0.6527777777777776,0.9544854365077475,0.09096710634763547,0.5,0.8999999999999999
glass_loso,hidden,base_crash,T-30,decision,21,19,17,16,4,1.0,1,0.1176470588235294,0.6994113971986853,0.186281449984475,0.5,0.8095238095238095
glass_loso,hidden,base_crash,T-30,source,21,19,17,16,4,1.0,1,0.10599078341013823,0.704616643348694,0.1815203269834665,0.5,0.8157894736842108
glass_loso,hidden,base_crash,glass_T-30,decision,21,19,17,16,4,1.0,1,0.1176470588235294,0.6994113971986853,0.186281449984475,0.5,0.8095238095238095
glass_loso,hidden,base_crash,glass_T-30,source,21,19,17,16,4,1.0,1,0.10599078341013823,0.704616643348694,0.1815203269834665,0.5,0.8157894736842108
glass_loso,hidden,base_crash,T-40,decision,11,9,9,7,2,,0,0.44444444444444436,0.7765792849126182,0.16724496809400938,0.5,0.8181818181818183
glass_loso,hidden,base_crash,T-40,source,11,9,9,7,2,,0,0.4285714285714285,0.7272108843537413,0.20329375346416448,0.5,0.7777777777777779
glass_loso,hidden,base_crash,glass_T-40,decision,11,9,9,7,2,,0,0.44444444444444436,0.7765792849126182,0.16724496809400938,0.5,0.8181818181818183
glass_loso,hidden,base_crash,glass_T-40,source,11,9,9,7,2,,0,0.4285714285714285,0.7272108843537413,0.20329375346416448,0.5,0.7777777777777779
glass_loso,hidden,detour_success,all,decision,101,20,23,7,19,0.6944444444444445,6,0.585284280936455,0.313299014113089,0.1818731265716051,0.5306577480490524,0.22772277227722776
glass_loso,hidden,detour_success,all,source,101,20,23,7,19,0.6944444444444445,6,0.5763102083404218,0.3162878492720877,0.19359764233350477,0.5195808240617875,0.24250000000000005
glass_loso,hidden,detour_success,glass,decision,101,20,23,7,19,0.6944444444444445,6,0.585284280936455,0.313299014113089,0.1818731265716051,0.5306577480490524,0.22772277227722776
