regime,feature,target,scope,source,n,positive_n,mean_score,auc,ap,brier,balanced_accuracy,prevalence
pooled_loso,hidden_robot_action,base_crash,glass,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,4,4,0.31354834454711844,,1.0,0.4986725707482583,,1.0
pooled_loso,hidden_robot_action,base_crash,glass,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,4,0.6900342080021387,0.75,0.95,0.15131579586399152,0.5,0.8
pooled_loso,hidden_robot_action,base_crash,glass,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,6,6,0.3928646932241313,,1.0000000000000002,0.40544797453394665,,0.9999999999999999
pooled_loso,hidden_robot_action,base_crash,glass,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,4,0.9740842247382717,0.25,0.8041666666666667,0.19621040101861364,0.5,0.8
pooled_loso,hidden_robot_action,base_crash,glass,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,4,4,0.5204985363678851,,1.0,0.27225190881346356,,1.0
pooled_loso,hidden_robot_action,base_crash,glass,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,4,4,0.5550465274245716,,1.0,0.2569815114485872,,1.0
pooled_loso,hidden_robot_action,base_crash,glass,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,4,4,0.33344664284184294,,1.0,0.4532521784569775,,1.0
pooled_loso,hidden_robot_action,base_crash,glass,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,4,4,0.638654561495344,,1.0,0.18748986197430506,,1.0
pooled_loso,hidden_robot_action,base_crash,glass,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,10,10,0.48058899505776403,,1.0000000000000002,0.32586205045776356,,0.9999999999999999
pooled_loso,hidden_robot_action,base_crash,glass,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,4,3,0.5295327201384799,0.0,0.6388888888888888,0.5927724844047306,0.16666666666666666,0.75
pooled_loso,hidden_robot_action,base_crash,glass,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,5,5,0.3733164171569024,,1.0000000000000002,0.39813283613323036,,1.0
pooled_loso,hidden_robot_action,base_crash,glass,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,5,4,0.3400462059699668,0.5,0.8875,0.37999465664192666,0.625,0.8
pooled_loso,hidden_robot_action,base_crash,glass,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,4,4,0.22242792141168075,,1.0,0.6173226987830909,,1.0
pooled_loso,hidden_robot_action,base_crash,glass,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,4,3,0.49125863499222516,0.6666666666666666,0.9166666666666666,0.21241769082739514,0.8333333333333333,0.75
pooled_loso,hidden_robot_action,base_crash,glass,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,4,4,0.6106240398393572,,1.0,0.20899422542828933,,1.0
pooled_loso,hidden_robot_action,base_crash,glass,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,10,9,0.3757583961356984,0.7777777777777779,0.9765432098765433,0.3586911270855332,0.6111111111111112,0.8999999999999999
pooled_loso,hidden_robot_action,base_crash,glass,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,5,5,0.3616665398764669,,1.0000000000000002,0.42350740752603006,,1.0
pooled_loso,hidden_robot_action,base_crash,glass,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,5,0.698400332339854,,1.0000000000000002,0.12333183129137863,,1.0
pooled_loso,hidden_robot_action,base_crash,glass,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,5,2,0.3077412944185153,0.6666666666666666,0.75,0.18372293696187172,0.75,0.4
pooled_loso,hidden_robot_action,base_crash,glass,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,4,3,0.42443419109600034,0.3333333333333333,0.8055555555555556,0.33029592357644355,0.6666666666666666,0.75
pooled_loso,hidden_robot_action,detour_success,all,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,7,0.5572443070654263,0.7428571428571429,0.8523809523809526,0.18778960747796156,0.6857142857142857,0.5833333333333333
pooled_loso,hidden_robot_action,detour_success,all,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,0,0.05238212214338395,,,0.003385049225169617,,0.0
pooled_loso,hidden_robot_action,detour_success,all,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,8,0.5359476002449823,0.6250000000000001,0.6128163503163503,0.24689962102172208,0.5,0.4444444444444444
pooled_loso,hidden_robot_action,detour_success,all,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,0,0.03536904091530429,,,0.0015552429841999697,,0.0
pooled_loso,hidden_robot_action,detour_success,all,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,7,0.5045880201941817,0.6285714285714287,0.778231292517007,0.2279450314523349,0.5857142857142859,0.5833333333333333
pooled_loso,hidden_robot_action,detour_success,all,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,6,0.46347333048156053,0.638888888888889,0.7319444444444446,0.2357688788412164,0.5833333333333335,0.49999999999999994
pooled_loso,hidden_robot_action,detour_success,all,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,12,0.34513796559653437,,1.0,0.44525380091485645,,1.0
pooled_loso,hidden_robot_action,detour_success,all,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,3,0.5680465699393719,0.7777777777777777,0.6428571428571429,0.26254389711944254,0.7222222222222222,0.25
pooled_loso,hidden_robot_action,detour_success,all,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,20,0.46899043422129266,0.35000000000000003,0.6158194805280719,0.2941698386731861,0.375,0.6666666666666666
pooled_loso,hidden_robot_action,detour_success,all,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,3,0.5807288610910198,0.7777777777777777,0.6428571428571429,0.2640640237837406,0.6666666666666666,0.25
pooled_loso,hidden_robot_action,detour_success,all,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,5,0.4342537403644763,0.6399999999999999,0.5547979797979798,0.20055999477484446,0.6000000000000001,0.3333333333333333
pooled_loso,hidden_robot_action,detour_success,all,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,6,0.39134244741037816,0.48148148148148145,0.42183048433048437,0.25688705656827415,0.4444444444444445,0.39999999999999997
pooled_loso,hidden_robot_action,detour_success,all,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,8,0.4176351604442048,0.53125,0.7760416666666667,0.2869707855969714,0.625,0.6666666666666666
pooled_loso,hidden_robot_action,detour_success,all,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,11,0.47131000571715265,0.1818181818181818,0.8845566050111503,0.314987026337725,0.13636363636363635,0.9166666666666667
pooled_loso,hidden_robot_action,detour_success,all,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,5,0.5445019939657255,0.8,0.7944444444444445,0.19911160059455635,0.6857142857142857,0.41666666666666663
pooled_loso,hidden_robot_action,detour_success,all,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,13,0.5162397433976602,0.6425339366515838,0.6267687427053164,0.23774544477510184,0.6312217194570136,0.4333333333333333
pooled_loso,hidden_robot_action,detour_success,all,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,5,0.5560275959253181,0.72,0.610909090909091,0.24517973724594053,0.65,0.3333333333333333
pooled_loso,hidden_robot_action,detour_success,all,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,2,0.007467278904173804,0.5,0.7,0.3937882671368054,0.5,0.4
pooled_loso,hidden_robot_action,detour_success,all,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,4,0.35384911576111555,0.6363636363636364,0.40128968253968256,0.19099008320618152,0.5795454545454546,0.26666666666666666
pooled_loso,hidden_robot_action,detour_success,all,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,3,0.5832212578888615,0.6296296296296297,0.5909090909090909,0.29515485205260217,0.5,0.25
pooled_loso,hidden_robot_action,detour_success,glass,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,4,3,0.5182057844225298,0.6666666666666666,0.9166666666666666,0.20607746649372918,0.6666666666666666,0.75
pooled_loso,hidden_robot_action,detour_success,glass,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,0,0.05238212214338395,,,0.003385049225169617,,0.0
pooled_loso,hidden_robot_action,detour_success,glass,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,6,0,0.558131937272498,,,0.31700892032791,,0.0
pooled_loso,hidden_robot_action,detour_success,glass,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,0,0.03536904091530429,,,0.0015552429841999697,,0.0
pooled_loso,hidden_robot_action,detour_success,glass,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,4,0,0.46875480251465124,,,0.2231350018615053,,0.0
pooled_loso,hidden_robot_action,detour_success,glass,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,4,0,0.4102229756862687,,,0.19091858628698746,,0.0
pooled_loso,hidden_robot_action,detour_success,glass,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,4,4,0.2934522739851711,,1.0,0.5215148051175722,,1.0
pooled_loso,hidden_robot_action,detour_success,glass,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,4,0,0.4882458902146827,,,0.25854958280776397,,0.0
pooled_loso,hidden_robot_action,detour_success,glass,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,10,4,0.45018615395690154,0.3333333333333334,0.36736111111111114,0.27494025199814287,0.37500000000000006,0.4
pooled_loso,hidden_robot_action,detour_success,glass,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,4,0,0.5583975145195195,,,0.32403594529848945,,0.0
pooled_loso,hidden_robot_action,detour_success,glass,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,5,0,0.43185360918274524,,,0.19678259234675835,,0.0
pooled_loso,hidden_robot_action,detour_success,glass,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,5,4,0.3929101018107307,0.75,0.95,0.3206069689749509,0.5,0.8
pooled_loso,hidden_robot_action,detour_success,glass,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,4,3,0.3834361815054672,0.3333333333333333,0.8055555555555556,0.3481026989173498,0.5,0.75
pooled_loso,hidden_robot_action,detour_success,glass,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,4,3,0.4114372806645695,0.0,0.6388888888888888,0.398710663350525,0.0,0.75
pooled_loso,hidden_robot_action,detour_success,glass,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,4,0,0.4782772084875959,,,0.2617948340162535,,0.0
pooled_loso,hidden_robot_action,detour_success,glass,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,10,0,0.51341674600461,,,0.27963008160029607,,0.0
pooled_loso,hidden_robot_action,detour_success,glass,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,5,0,0.4676453531105246,,,0.22583078985456506,,0.0
pooled_loso,hidden_robot_action,detour_success,glass,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,2,0.007467278904173804,0.5,0.7,0.3937882671368054,0.5,0.4
pooled_loso,hidden_robot_action,detour_success,glass,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,5,0,0.42884126446517207,,,0.23034948582683548,,0.0
pooled_loso,hidden_robot_action,detour_success,glass,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,4,0,0.5228311520889088,,,0.27831295045771365,,0.0
pooled_loso,hidden_robot_action,base_success,all,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,8,0.723304189809217,0.84375,0.906795634920635,0.1741884813888931,0.625,0.6666666666666666
pooled_loso,hidden_robot_action,base_success,all,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,0,0.0401108821842337,,,0.002545159275310048,,0.0
pooled_loso,hidden_robot_action,base_success,all,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,11,0.5315030268334943,0.6103896103896104,0.7995167636878866,0.2527840138128692,0.5324675324675324,0.6111111111111112
pooled_loso,hidden_robot_action,base_success,all,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,0,0.0028033966521110796,,,1.0265041541953948e-05,,0.0
pooled_loso,hidden_robot_action,base_success,all,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,7,0.6338180683984763,0.7714285714285715,0.8441043083900228,0.17389168037142685,0.8,0.5833333333333333
pooled_loso,hidden_robot_action,base_success,all,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,8,0.666940891307624,0.8750000000000002,0.9317956349206349,0.12440479181628618,0.75,0.6666666666666666
pooled_loso,hidden_robot_action,base_success,all,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,8,0.5646680374066438,0.8750000000000002,0.9583333333333334,0.18359795405407137,0.8125,0.6666666666666666
pooled_loso,hidden_robot_action,base_success,all,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,7,0.5513366424915831,0.8285714285714285,0.8597505668934242,0.15041510358997598,0.8285714285714286,0.5833333333333333
pooled_loso,hidden_robot_action,base_success,all,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,17,0.5911623772766313,0.7058823529411766,0.7241221629197409,0.1987232798544109,0.7398190045248869,0.5666666666666667
pooled_loso,hidden_robot_action,base_success,all,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,8,0.6245746013211956,0.5937499999999999,0.7469246031746031,0.15398601664125547,0.75,0.6666666666666666
pooled_loso,hidden_robot_action,base_success,all,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,9,0.512287262139398,0.6851851851851853,0.7595830095830096,0.20797955657442027,0.6944444444444444,0.6
pooled_loso,hidden_robot_action,base_success,all,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,10,0.6171525209138816,0.52,0.7484920634920635,0.2584248513366471,0.44999999999999996,0.6666666666666666
pooled_loso,hidden_robot_action,base_success,all,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,7,0.6948819369071795,0.4857142857142858,0.5804421768707484,0.2696059624513705,0.6,0.5833333333333333
pooled_loso,hidden_robot_action,base_success,all,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,5,0.5985760993982393,0.5714285714285715,0.5242424242424243,0.2991298857065662,0.6142857142857143,0.41666666666666663
pooled_loso,hidden_robot_action,base_success,all,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,8,0.5506077882018231,0.6875,0.8461670274170274,0.2168958744384111,0.5625,0.6666666666666666
pooled_loso,hidden_robot_action,base_success,all,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,19,0.6061543893734544,0.8516746411483254,0.8979169671128993,0.14782262695270118,0.7727272727272727,0.6333333333333333
pooled_loso,hidden_robot_action,base_success,all,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,9,0.5894819069211508,0.7037037037037038,0.8665242165242166,0.21963020870274122,0.41666666666666663,0.6
pooled_loso,hidden_robot_action,base_success,all,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,0,0.009061612870294935,,,0.00012063646871091852,,0.0
pooled_loso,hidden_robot_action,base_success,all,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,7,0.6511298692547476,0.7321428571428572,0.7063852813852816,0.23449686304729558,0.6875,0.4666666666666666
pooled_loso,hidden_robot_action,base_success,all,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,9,0.6784000961648363,0.7407407407407406,0.8782627865961198,0.12517860939901723,0.8333333333333333,0.75
pooled_loso,hidden_robot_action,base_success,glass,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,4,0,0.6139199840546806,,,0.40860995273117084,,0.0
pooled_loso,hidden_robot_action,base_success,glass,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,0,0.0401108821842337,,,0.002545159275310048,,0.0
pooled_loso,hidden_robot_action,base_success,glass,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,6,0,0.4842505083408654,,,0.2505270445510356,,0.0
pooled_loso,hidden_robot_action,base_success,glass,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,0,0.0028033966521110796,,,1.0265041541953948e-05,,0.0
pooled_loso,hidden_robot_action,base_success,glass,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,4,0,0.4470631472639837,,,0.23779137074509693,,0.0
pooled_loso,hidden_robot_action,base_success,glass,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,4,0,0.4286522672934987,,,0.25348088867333857,,0.0
pooled_loso,hidden_robot_action,base_success,glass,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,4,0,0.4556844754778916,,,0.21243395937290005,,0.0
pooled_loso,hidden_robot_action,base_success,glass,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,4,0,0.2365249733149554,,,0.08376587696473062,,0.0
pooled_loso,hidden_robot_action,base_success,glass,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,10,0,0.5170748692096298,,,0.33036590303778596,,0.0
pooled_loso,hidden_robot_action,base_success,glass,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,4,0,0.4279596165743747,,,0.29709394120373467,,0.0
pooled_loso,hidden_robot_action,base_success,glass,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,5,0,0.44472539881619744,,,0.23413409289856688,,0.0
pooled_loso,hidden_robot_action,base_success,glass,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,5,1,0.5649780227049961,0.0,0.2,0.3521261741693307,0.125,0.2
pooled_loso,hidden_robot_action,base_success,glass,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,4,0,0.668820655267081,,,0.47024665522717257,,0.0
pooled_loso,hidden_robot_action,base_success,glass,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,4,0,0.5100958461902357,,,0.3237066136885116,,0.0
pooled_loso,hidden_robot_action,base_success,glass,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,4,0,0.4363283828739909,,,0.2680953707701208,,0.0
pooled_loso,hidden_robot_action,base_success,glass,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,10,0,0.41580420141191327,,,0.2070105659206168,,0.0
pooled_loso,hidden_robot_action,base_success,glass,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,5,0,0.5096715434487573,,,0.28449144170172125,,0.0
pooled_loso,hidden_robot_action,base_success,glass,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,0,0.009061612870294935,,,0.00012063646871091852,,0.0
pooled_loso,hidden_robot_action,base_success,glass,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,5,0,0.543422297873996,,,0.3836418046361644,,0.0
pooled_loso,hidden_robot_action,base_success,glass,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,4,1,0.5174349959283182,0.6666666666666666,0.5,0.24338134711503734,0.8333333333333333,0.25
pooled_loso,oracle_metadata,base_crash,all,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,4,0.306555775998438,1.0,1.0,0.006144886822822355,1.0,0.3333333333333333
pooled_loso,oracle_metadata,base_crash,all,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,4,0.8858656549417658,0.0,0.6791666666666667,0.1926984113346413,0.5,0.8
pooled_loso,oracle_metadata,base_crash,all,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,6,0.312530818805239,1.0,0.9999999999999998,0.0051391098960183994,1.0,0.33333333333333337
pooled_loso,oracle_metadata,base_crash,all,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,4,0.865701794001206,0.125,0.6791666666666667,0.18814102347066627,0.5,0.8
pooled_loso,oracle_metadata,base_crash,all,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,4,0.3065557759984379,1.0,1.0,0.006144886822822363,1.0,0.3333333333333333
pooled_loso,oracle_metadata,base_crash,all,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,4,0.3065557759984379,1.0,1.0,0.006144886822822364,1.0,0.3333333333333333
pooled_loso,oracle_metadata,base_crash,all,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,4,0.3065557759984379,1.0,1.0,0.006144886822822366,1.0,0.3333333333333333
pooled_loso,oracle_metadata,base_crash,all,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,4,0.3065557759984379,1.0,1.0,0.006144886822822363,1.0,0.3333333333333333
pooled_loso,oracle_metadata,base_crash,all,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,10,0.2993925229502923,1.0,1.0,0.007879825546291979,1.0,0.3333333333333333
pooled_loso,oracle_metadata,base_crash,all,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,3,0.31032540874341225,0.8888888888888888,0.6388888888888888,0.07843175779724493,0.9444444444444444,0.25
pooled_loso,oracle_metadata,base_crash,all,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,5,0.2993925229502923,1.0,1.0,0.007879825546291972,1.0,0.3333333333333333
pooled_loso,oracle_metadata,base_crash,all,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,5,0.2958472654116328,0.77,0.7766666666666667,0.12475893814865496,0.8500000000000001,0.3333333333333333
pooled_loso,oracle_metadata,base_crash,all,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,4,0.30655577599843803,1.0,1.0,0.0061448868228223584,1.0,0.3333333333333333
pooled_loso,oracle_metadata,base_crash,all,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,3,0.31053340778207356,0.9629629629629629,0.9166666666666666,0.06706253044058845,0.9444444444444444,0.25
pooled_loso,oracle_metadata,base_crash,all,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,4,0.306555775998438,1.0,1.0,0.006144886822822355,1.0,0.3333333333333333
pooled_loso,oracle_metadata,base_crash,all,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,9,0.3006637217897182,0.976190476190476,0.9314814814814816,0.03085396732994324,0.9761904761904763,0.3
pooled_loso,oracle_metadata,base_crash,all,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,5,0.29939252295029234,1.0,1.0,0.007879825546291965,1.0,0.3333333333333333
pooled_loso,oracle_metadata,base_crash,all,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,5,0.8428192040219613,,1.0000000000000002,0.027963069858197298,,1.0
pooled_loso,oracle_metadata,base_crash,all,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,2,0.30924558262087093,0.8461538461538463,0.45,0.16019551274747582,0.8846153846153846,0.13333333333333333
pooled_loso,oracle_metadata,base_crash,all,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,3,0.3105334077820735,0.9629629629629629,0.9166666666666666,0.06706253044058845,0.9444444444444444,0.25
pooled_loso,oracle_metadata,base_crash,glass,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,4,4,0.8741376924990343,,1.0,0.01723525887680524,,1.0
pooled_loso,oracle_metadata,base_crash,glass,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,4,0.8858656549417658,0.0,0.6791666666666667,0.1926984113346413,0.5,0.8
pooled_loso,oracle_metadata,base_crash,glass,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,6,6,0.8868612193148936,,1.0,0.013972186367118238,,0.9999999999999999
pooled_loso,oracle_metadata,base_crash,glass,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,4,0.865701794001206,0.125,0.6791666666666667,0.18814102347066627,0.5,0.8
pooled_loso,oracle_metadata,base_crash,glass,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,4,4,0.8741376924990341,,1.0,0.01723525887680526,,1.0
pooled_loso,oracle_metadata,base_crash,glass,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,4,4,0.8741376924990341,,1.0,0.017235258876805264,,1.0
pooled_loso,oracle_metadata,base_crash,glass,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,4,4,0.8741376924990341,,1.0,0.017235258876805274,,1.0
pooled_loso,oracle_metadata,base_crash,glass,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,4,4,0.8741376924990342,,1.0,0.01723525887680526,,1.0
pooled_loso,oracle_metadata,base_crash,glass,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,10,10,0.8574408813707558,,1.0000000000000002,0.022635175186667588,,0.9999999999999999
pooled_loso,oracle_metadata,base_crash,glass,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,4,3,0.8844183254718981,0.0,0.6388888888888888,0.2339479638464446,0.5,0.75
