regime,feature,target,scope,bin_lower,bin_upper,n,sources,mean_score,observed_rate
historical_train_to_development,hidden,base_success,glass,0.4,0.6,12,6,0.506654292306525,0.0
historical_train_to_development,hidden,base_success,glass,0.6,0.8,9,5,0.6871903593045715,0.0
historical_train_to_development,hidden,base_success,glass,0.8,1.0,1,1,0.8211957077113783,0.0
historical_train_to_development,robot_action,base_crash,all,0.0,0.2,47,6,0.11981584146515348,0.25569176882662004
historical_train_to_development,robot_action,base_crash,all,0.2,0.4,38,7,0.29432149855434975,0.4934497816593887
historical_train_to_development,robot_action,base_crash,all,0.4,0.6,8,3,0.5016358120562782,0.36000000000000004
historical_train_to_development,robot_action,base_crash,all,0.6,0.8,7,4,0.7277182888978694,0.8250000000000001
historical_train_to_development,robot_action,base_crash,all,0.8,1.0,6,2,0.8972483275407255,0.8333333333333334
historical_train_to_development,robot_action,base_crash,glass,0.0,0.2,12,6,0.13816661481266806,1.0
historical_train_to_development,robot_action,base_crash,glass,0.2,0.4,16,7,0.29886850054904823,0.9673913043478262
historical_train_to_development,robot_action,base_crash,glass,0.4,0.6,3,2,0.5451326023334572,1.0
historical_train_to_development,robot_action,base_crash,glass,0.6,0.8,5,3,0.741664383330283,1.0
historical_train_to_development,robot_action,base_crash,glass,0.8,1.0,6,2,0.8972483275407255,0.8333333333333334
historical_train_to_development,robot_action,detour_success,all,0.0,0.2,15,6,0.05756345518576496,0.3240506329113924
historical_train_to_development,robot_action,detour_success,all,0.2,0.4,23,5,0.3049843186464872,0.6690391459074735
historical_train_to_development,robot_action,detour_success,all,0.4,0.6,39,6,0.4728536089879783,0.4907834101382489
historical_train_to_development,robot_action,detour_success,all,0.6,0.8,16,6,0.6712019251503271,0.42926829268292677
historical_train_to_development,robot_action,detour_success,all,0.8,1.0,13,4,0.8684267919384997,0.26399999999999996
historical_train_to_development,robot_action,detour_success,glass,0.0,0.2,10,3,0.04956288682465953,0.3170731707317074
historical_train_to_development,robot_action,detour_success,glass,0.2,0.4,6,4,0.27509864178465315,0.37037037037037035
historical_train_to_development,robot_action,detour_success,glass,0.4,0.6,14,6,0.4679324138099308,0.10273972602739725
historical_train_to_development,robot_action,detour_success,glass,0.6,0.8,6,5,0.6804806768094629,0.0
historical_train_to_development,robot_action,detour_success,glass,0.8,1.0,6,3,0.8726151146659081,0.0
historical_train_to_development,robot_action,base_success,all,0.0,0.2,12,4,0.02609355506726342,0.0
historical_train_to_development,robot_action,base_success,all,0.2,0.4,11,3,0.2897095064375382,0.42499999999999993
historical_train_to_development,robot_action,base_success,all,0.4,0.6,23,5,0.5169658793769755,0.6202531645569619
historical_train_to_development,robot_action,base_success,all,0.6,0.8,51,6,0.7036432476752261,0.647746243739566
historical_train_to_development,robot_action,base_success,all,0.8,1.0,9,5,0.8484867508173951,0.8543689320388348
historical_train_to_development,robot_action,base_success,glass,0.0,0.2,12,4,0.032923736995674316,0.0
historical_train_to_development,robot_action,base_success,glass,0.2,0.4,6,3,0.27052110345349967,0.0
historical_train_to_development,robot_action,base_success,glass,0.4,0.6,9,5,0.532533298228817,0.0
historical_train_to_development,robot_action,base_success,glass,0.6,0.8,15,6,0.7086891890991938,0.0
historical_train_to_development,robot_action,base_success,glass,0.8,1.0,0,0,,
historical_train_to_development,hidden_robot_action,base_crash,all,0.0,0.2,55,7,0.07096847859402007,0.24255952380952384
historical_train_to_development,hidden_robot_action,base_crash,all,0.2,0.4,17,6,0.31133309085237443,0.44387755102040816
historical_train_to_development,hidden_robot_action,base_crash,all,0.4,0.6,14,4,0.4844856327763248,0.34677419354838707
historical_train_to_development,hidden_robot_action,base_crash,all,0.6,0.8,9,6,0.6442827289416483,0.8306451612903225
historical_train_to_development,hidden_robot_action,base_crash,all,0.8,1.0,11,4,0.934916220363232,0.8703703703703703
historical_train_to_development,hidden_robot_action,base_crash,glass,0.0,0.2,13,6,0.07847209272397015,0.9586206896551723
historical_train_to_development,hidden_robot_action,base_crash,glass,0.2,0.4,7,5,0.32121035762381883,1.0
historical_train_to_development,hidden_robot_action,base_crash,glass,0.4,0.6,5,3,0.47835855675181405,1.0
historical_train_to_development,hidden_robot_action,base_crash,glass,0.6,0.8,7,6,0.6482896530842556,1.0
historical_train_to_development,hidden_robot_action,base_crash,glass,0.8,1.0,10,3,0.921589559436132,0.9047619047619048
historical_train_to_development,hidden_robot_action,detour_success,all,0.0,0.2,15,7,0.07472181840481196,0.3031161473087819
historical_train_to_development,hidden_robot_action,detour_success,all,0.2,0.4,22,7,0.31296843878228053,0.6506410256410257
historical_train_to_development,hidden_robot_action,detour_success,all,0.4,0.6,41,6,0.5104444516268968,0.5353075170842825
historical_train_to_development,hidden_robot_action,detour_success,all,0.6,0.8,18,7,0.688240922167906,0.29875518672199175
historical_train_to_development,hidden_robot_action,detour_success,all,0.8,1.0,10,4,0.8515019095980547,0.34736842105263155
historical_train_to_development,hidden_robot_action,detour_success,glass,0.0,0.2,9,4,0.07797787823963716,0.23684210526315788
historical_train_to_development,hidden_robot_action,detour_success,glass,0.2,0.4,4,4,0.3036124423229975,0.5000000000000001
historical_train_to_development,hidden_robot_action,detour_success,glass,0.4,0.6,12,4,0.5205084807311191,0.25
historical_train_to_development,hidden_robot_action,detour_success,glass,0.6,0.8,11,6,0.667871265426712,0.0
historical_train_to_development,hidden_robot_action,detour_success,glass,0.8,1.0,6,3,0.8371833336025316,0.0
historical_train_to_development,hidden_robot_action,base_success,all,0.0,0.2,19,7,0.05288343757930537,0.04576659038901601
historical_train_to_development,hidden_robot_action,base_success,all,0.2,0.4,15,5,0.31856056930879767,0.5314285714285714
historical_train_to_development,hidden_robot_action,base_success,all,0.4,0.6,13,5,0.49014163352075285,0.5923076923076921
historical_train_to_development,hidden_robot_action,base_success,all,0.6,0.8,25,7,0.7250053316662111,0.5463258785942493
historical_train_to_development,hidden_robot_action,base_success,all,0.8,1.0,34,5,0.8806920016189383,0.8129870129870129
historical_train_to_development,hidden_robot_action,base_success,glass,0.0,0.2,17,6,0.07298597523331987,0.0
historical_train_to_development,hidden_robot_action,base_success,glass,0.2,0.4,5,4,0.3108915950979238,0.0
historical_train_to_development,hidden_robot_action,base_success,glass,0.4,0.6,6,3,0.4813128667320685,0.0
historical_train_to_development,hidden_robot_action,base_success,glass,0.6,0.8,8,6,0.7158098844372416,0.0
historical_train_to_development,hidden_robot_action,base_success,glass,0.8,1.0,6,3,0.8796327685266361,0.0
historical_train_to_development,oracle_metadata,base_crash,all,0.0,0.2,64,6,0.020272312821448073,0.0
historical_train_to_development,oracle_metadata,base_crash,all,0.2,0.4,4,3,0.2917886505346287,1.0
historical_train_to_development,oracle_metadata,base_crash,all,0.4,0.6,0,0,,
historical_train_to_development,oracle_metadata,base_crash,all,0.6,0.8,8,7,0.6966154687889319,0.9583333333333334
historical_train_to_development,oracle_metadata,base_crash,all,0.8,1.0,30,8,0.9537218487065597,0.926829268292683
historical_train_to_development,oracle_metadata,base_crash,glass,0.0,0.2,0,0,,
historical_train_to_development,oracle_metadata,base_crash,glass,0.2,0.4,4,3,0.29178865053462866,1.0
historical_train_to_development,oracle_metadata,base_crash,glass,0.4,0.6,0,0,,
historical_train_to_development,oracle_metadata,base_crash,glass,0.6,0.8,8,7,0.6966154687889318,0.9375
historical_train_to_development,oracle_metadata,base_crash,glass,0.8,1.0,30,8,0.9537218487065595,0.9655172413793103
historical_train_to_development,oracle_metadata,detour_success,all,0.0,0.2,8,7,0.17975726658231345,0.3541666666666667
historical_train_to_development,oracle_metadata,detour_success,all,0.2,0.4,24,8,0.24967091877704828,0.16019417475728157
historical_train_to_development,oracle_metadata,detour_success,all,0.4,0.6,24,8,0.4931192894822208,0.365625
historical_train_to_development,oracle_metadata,detour_success,all,0.6,0.8,42,6,0.6822337763870788,0.7182203389830507
historical_train_to_development,oracle_metadata,detour_success,all,0.8,1.0,8,6,0.8335916150926801,0.8369565217391305
historical_train_to_development,oracle_metadata,detour_success,glass,0.0,0.2,8,7,0.17975726658231342,0.28125
historical_train_to_development,oracle_metadata,detour_success,glass,0.2,0.4,24,8,0.25320592150112126,0.15671641791044774
historical_train_to_development,oracle_metadata,detour_success,glass,0.4,0.6,10,8,0.44301102411030635,0.1293103448275862
historical_train_to_development,oracle_metadata,detour_success,glass,0.6,0.8,0,0,,
historical_train_to_development,oracle_metadata,detour_success,glass,0.8,1.0,0,0,,
historical_train_to_development,oracle_metadata,base_success,all,0.0,0.2,42,8,0.05119175838946902,0.0
historical_train_to_development,oracle_metadata,base_success,all,0.2,0.4,0,0,,
historical_train_to_development,oracle_metadata,base_success,all,0.4,0.6,0,0,,
historical_train_to_development,oracle_metadata,base_success,all,0.6,0.8,24,6,0.7638079018524471,0.9239130434782609
historical_train_to_development,oracle_metadata,base_success,all,0.8,1.0,40,6,0.9032903429853768,0.9436936936936935
historical_train_to_development,oracle_metadata,base_success,glass,0.0,0.2,42,8,0.050768972913730094,0.0
historical_train_to_development,oracle_metadata,base_success,glass,0.2,0.4,0,0,,
historical_train_to_development,oracle_metadata,base_success,glass,0.4,0.6,0,0,,
historical_train_to_development,oracle_metadata,base_success,glass,0.6,0.8,0,0,,
historical_train_to_development,oracle_metadata,base_success,glass,0.8,1.0,0,0,,
historical_train_to_development,prior,base_crash,all,0.0,0.2,0,0,,
historical_train_to_development,prior,base_crash,all,0.2,0.4,106,8,0.39333333333333337,0.4708333333333334
historical_train_to_development,prior,base_crash,all,0.4,0.6,0,0,,
historical_train_to_development,prior,base_crash,all,0.6,0.8,0,0,,
historical_train_to_development,prior,base_crash,all,0.8,1.0,0,0,,
historical_train_to_development,prior,base_crash,glass,0.0,0.2,0,0,,
historical_train_to_development,prior,base_crash,glass,0.2,0.4,42,8,0.39333333333333337,0.9624999999999999
historical_train_to_development,prior,base_crash,glass,0.4,0.6,0,0,,
historical_train_to_development,prior,base_crash,glass,0.6,0.8,0,0,,
historical_train_to_development,prior,base_crash,glass,0.8,1.0,0,0,,
historical_train_to_development,prior,detour_success,all,0.0,0.2,0,0,,
historical_train_to_development,prior,detour_success,all,0.2,0.4,0,0,,
historical_train_to_development,prior,detour_success,all,0.4,0.6,106,8,0.4833333333333335,0.4513888888888889
historical_train_to_development,prior,detour_success,all,0.6,0.8,0,0,,
historical_train_to_development,prior,detour_success,all,0.8,1.0,0,0,,
historical_train_to_development,prior,detour_success,glass,0.0,0.2,0,0,,
historical_train_to_development,prior,detour_success,glass,0.2,0.4,0,0,,
historical_train_to_development,prior,detour_success,glass,0.4,0.6,42,8,0.4833333333333335,0.175
historical_train_to_development,prior,detour_success,glass,0.6,0.8,0,0,,
historical_train_to_development,prior,detour_success,glass,0.8,1.0,0,0,,
historical_train_to_development,prior,base_success,all,0.0,0.2,0,0,,
historical_train_to_development,prior,base_success,all,0.2,0.4,0,0,,
historical_train_to_development,prior,base_success,all,0.4,0.6,106,8,0.4800000000000001,0.46805555555555556
historical_train_to_development,prior,base_success,all,0.6,0.8,0,0,,
historical_train_to_development,prior,base_success,all,0.8,1.0,0,0,,
historical_train_to_development,prior,base_success,glass,0.0,0.2,0,0,,
historical_train_to_development,prior,base_success,glass,0.2,0.4,0,0,,
historical_train_to_development,prior,base_success,glass,0.4,0.6,42,8,0.48000000000000015,0.0
historical_train_to_development,prior,base_success,glass,0.6,0.8,0,0,,
historical_train_to_development,prior,base_success,glass,0.8,1.0,0,0,,
pooled_loso,inverse_risk_hidden,detour_success,all,0.0,0.2,12,8,0.13543863931693914,0.02816901408450704
pooled_loso,inverse_risk_hidden,detour_success,all,0.2,0.4,28,13,0.29672406489575415,0.2603092783505155
pooled_loso,inverse_risk_hidden,detour_success,all,0.4,0.6,30,13,0.5060793501257471,0.33157894736842114
pooled_loso,inverse_risk_hidden,detour_success,all,0.6,0.8,142,19,0.710636409019599,0.44850498338870426
pooled_loso,inverse_risk_hidden,detour_success,all,0.8,1.0,61,16,0.8917775702870844,0.6420664206642067
pooled_loso,inverse_risk_hidden,detour_success,glass,0.0,0.2,11,8,0.12499631681715202,0.04000000000000001
pooled_loso,inverse_risk_hidden,detour_success,glass,0.2,0.4,19,12,0.3003545497704932,0.32547169811320753
pooled_loso,inverse_risk_hidden,detour_success,glass,0.4,0.6,15,10,0.49118101133134545,0.1588235294117647
pooled_loso,inverse_risk_hidden,detour_success,glass,0.6,0.8,47,19,0.6910498702334481,0.23698384201077197
pooled_loso,inverse_risk_hidden,detour_success,glass,0.8,1.0,9,6,0.839862334146983,0.5135135135135135
glass_loso,inverse_risk_hidden,detour_success,all,0.0,0.2,100,20,0.07643471340942776,0.24494949494949506
glass_loso,inverse_risk_hidden,detour_success,all,0.2,0.4,1,1,0.2330788142627933,0.0
glass_loso,inverse_risk_hidden,detour_success,all,0.4,0.6,0,0,,
glass_loso,inverse_risk_hidden,detour_success,all,0.6,0.8,0,0,,
glass_loso,inverse_risk_hidden,detour_success,all,0.8,1.0,0,0,,
glass_loso,inverse_risk_hidden,detour_success,glass,0.0,0.2,100,20,0.07643471340942776,0.24494949494949506
glass_loso,inverse_risk_hidden,detour_success,glass,0.2,0.4,1,1,0.2330788142627933,0.0
glass_loso,inverse_risk_hidden,detour_success,glass,0.4,0.6,0,0,,
glass_loso,inverse_risk_hidden,detour_success,glass,0.6,0.8,0,0,,
glass_loso,inverse_risk_hidden,detour_success,glass,0.8,1.0,0,0,,
historical_train_to_development,inverse_risk_hidden,detour_success,all,0.0,0.2,6,3,0.14295465545751676,0.036363636363636355
historical_train_to_development,inverse_risk_hidden,detour_success,all,0.2,0.4,10,6,0.28372405491771524,0.31279620853080564
historical_train_to_development,inverse_risk_hidden,detour_success,all,0.4,0.6,18,7,0.47965842910013334,0.393305439330544
historical_train_to_development,inverse_risk_hidden,detour_success,all,0.6,0.8,30,5,0.6893940505539167,0.7373417721518987
historical_train_to_development,inverse_risk_hidden,detour_success,all,0.8,1.0,42,6,0.9259410809643713,0.4931237721021611
historical_train_to_development,inverse_risk_hidden,detour_success,glass,0.0,0.2,5,2,0.1411013373558139,0.0
historical_train_to_development,inverse_risk_hidden,detour_success,glass,0.2,0.4,8,6,0.28958564068300463,0.2872340425531915
historical_train_to_development,inverse_risk_hidden,detour_success,glass,0.4,0.6,11,7,0.48440330604452714,0.2125984251968504
historical_train_to_development,inverse_risk_hidden,detour_success,glass,0.6,0.8,5,4,0.6682165764225235,0.2884615384615385
historical_train_to_development,inverse_risk_hidden,detour_success,glass,0.8,1.0,13,6,0.9146445752993143,0.10416666666666667
