source,split,condition,placement,decision_id,option,repeat_count,steps,success,accident,termination,controller_final_stage
76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,noglass,exposed:glass_recovery_heldout_0004,b6c20cff6489ed9caf015bf6c181d7b77f4615c3e44b83a134b95fbb68355344,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,noglass,exposed:glass_recovery_heldout_0004,b6c20cff6489ed9caf015bf6c181d7b77f4615c3e44b83a134b95fbb68355344,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,82182bde0cdb3ab90d335aa3dedadcd94882aac4d2ccd658e64085e2e2c318ca,base_continue,1,37,False,True,accident,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,82182bde0cdb3ab90d335aa3dedadcd94882aac4d2ccd658e64085e2e2c318ca,detour_complete,1,900,False,False,unrecorded_cap_or_other,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,82182bde0cdb3ab90d335aa3dedadcd94882aac4d2ccd658e64085e2e2c318ca,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,171e3b9ff29671f49fb01da35f57ac039a44ad527f5a38c52fa09bf91919fd5f,base_continue,1,80,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,171e3b9ff29671f49fb01da35f57ac039a44ad527f5a38c52fa09bf91919fd5f,detour_complete,1,197,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,171e3b9ff29671f49fb01da35f57ac039a44ad527f5a38c52fa09bf91919fd5f,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,e57cf4f5a120b8251b4725894eab5f28c320245fa3d277e65d1aa3e43826522e,base_continue,1,74,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,e57cf4f5a120b8251b4725894eab5f28c320245fa3d277e65d1aa3e43826522e,detour_complete,1,344,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,e57cf4f5a120b8251b4725894eab5f28c320245fa3d277e65d1aa3e43826522e,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,eace55b046569a0c99d63cbb3c8e1828a57a11c4923477307d21bbdb9791fbfb,base_continue,1,22,False,True,accident,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,eace55b046569a0c99d63cbb3c8e1828a57a11c4923477307d21bbdb9791fbfb,detour_complete,1,900,False,False,unrecorded_cap_or_other,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,eace55b046569a0c99d63cbb3c8e1828a57a11c4923477307d21bbdb9791fbfb,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,029b72a3ea7b0072025eba7e153d77bed56e532fce1a1fb8ba870254eadb2fb1,base_continue,1,66,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,029b72a3ea7b0072025eba7e153d77bed56e532fce1a1fb8ba870254eadb2fb1,detour_complete,1,171,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,029b72a3ea7b0072025eba7e153d77bed56e532fce1a1fb8ba870254eadb2fb1,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,02b1e090c4bb02a5257308555fd5a5ce16e640989de9b8d1f4f84983e3baf594,base_continue,1,60,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,02b1e090c4bb02a5257308555fd5a5ce16e640989de9b8d1f4f84983e3baf594,detour_complete,1,900,False,False,unrecorded_cap_or_other,9
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,02b1e090c4bb02a5257308555fd5a5ce16e640989de9b8d1f4f84983e3baf594,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,51c6411d7b632764881a2614882479837d28852c635688a1a0832a7cd6a19234,base_continue,1,13,False,True,accident,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,51c6411d7b632764881a2614882479837d28852c635688a1a0832a7cd6a19234,detour_complete,1,321,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,51c6411d7b632764881a2614882479837d28852c635688a1a0832a7cd6a19234,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,af70e94307152ae0d4524d91633cfe1633c7c3f075a8f8540af9d9c672336aad,base_continue,1,58,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,af70e94307152ae0d4524d91633cfe1633c7c3f075a8f8540af9d9c672336aad,detour_complete,1,176,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,af70e94307152ae0d4524d91633cfe1633c7c3f075a8f8540af9d9c672336aad,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,9bf197b7cf356ae6ea8459162b3edf83e0d58ded5eb715a5c97fb01ad0b155d7,base_continue,1,52,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,9bf197b7cf356ae6ea8459162b3edf83e0d58ded5eb715a5c97fb01ad0b155d7,detour_complete,1,195,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,9bf197b7cf356ae6ea8459162b3edf83e0d58ded5eb715a5c97fb01ad0b155d7,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,3e2c25325d8f5927c7c4c7b9ec591fdf00c82961d42af74add458520f5f510ca,base_continue,1,3,False,True,accident,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,3e2c25325d8f5927c7c4c7b9ec591fdf00c82961d42af74add458520f5f510ca,detour_complete,1,322,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,3e2c25325d8f5927c7c4c7b9ec591fdf00c82961d42af74add458520f5f510ca,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,a55b43c5f14ef11dbbea606494181831abe093e54f8030214d63ecdb17a40cfa,base_continue,1,220,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,a55b43c5f14ef11dbbea606494181831abe093e54f8030214d63ecdb17a40cfa,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,a55b43c5f14ef11dbbea606494181831abe093e54f8030214d63ecdb17a40cfa,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,3c473c4d608ee768fe6944e79536c7d344deae2298dcc7fd695b122a87a35fd2,base_continue,1,37,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,3c473c4d608ee768fe6944e79536c7d344deae2298dcc7fd695b122a87a35fd2,detour_complete,1,207,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,3c473c4d608ee768fe6944e79536c7d344deae2298dcc7fd695b122a87a35fd2,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,f83d0199d1f4fdc40ae28dc3a5c02514dc5ae737d391602dea012bb750f98642,base_continue,1,1,False,True,accident,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,f83d0199d1f4fdc40ae28dc3a5c02514dc5ae737d391602dea012bb750f98642,detour_complete,1,1,False,True,accident,0
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0000,f83d0199d1f4fdc40ae28dc3a5c02514dc5ae737d391602dea012bb750f98642,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,db05c17974a1032f5835681f51f63fcb978004eecfe48098e0892f5bd6ada082,base_continue,1,38,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,db05c17974a1032f5835681f51f63fcb978004eecfe48098e0892f5bd6ada082,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0000,db05c17974a1032f5835681f51f63fcb978004eecfe48098e0892f5bd6ada082,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,6625cba0c3ed3b52b3d3abaac4a296e44c52d95ae94db04f2aae76eaf1c2759a,base_continue,1,37,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,6625cba0c3ed3b52b3d3abaac4a296e44c52d95ae94db04f2aae76eaf1c2759a,detour_complete,1,208,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0000,6625cba0c3ed3b52b3d3abaac4a296e44c52d95ae94db04f2aae76eaf1c2759a,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,f0ddabe50bb424d9b9b354b3c85a691b99795bb3c0960b4d2e0bc9643c24e47b,base_continue,1,36,False,True,accident,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,f0ddabe50bb424d9b9b354b3c85a691b99795bb3c0960b4d2e0bc9643c24e47b,detour_complete,1,900,False,False,unrecorded_cap_or_other,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,f0ddabe50bb424d9b9b354b3c85a691b99795bb3c0960b4d2e0bc9643c24e47b,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,ee193fc4201a642a01ca79ac32f138cb54fd5f63d9b411e52ce334a236aa7538,base_continue,1,85,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,ee193fc4201a642a01ca79ac32f138cb54fd5f63d9b411e52ce334a236aa7538,detour_complete,1,191,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,ee193fc4201a642a01ca79ac32f138cb54fd5f63d9b411e52ce334a236aa7538,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,80767391ac8d08cd2339dfadc65c115edbba499db3d02b52d021560cff19cc90,base_continue,1,76,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,80767391ac8d08cd2339dfadc65c115edbba499db3d02b52d021560cff19cc90,detour_complete,1,208,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,80767391ac8d08cd2339dfadc65c115edbba499db3d02b52d021560cff19cc90,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,3f9d03e48189508d798e52fae8c37c8bac6441dcc4399f6fe8943bbfb6534c5a,base_continue,1,31,False,True,accident,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,3f9d03e48189508d798e52fae8c37c8bac6441dcc4399f6fe8943bbfb6534c5a,detour_complete,1,900,False,False,unrecorded_cap_or_other,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,3f9d03e48189508d798e52fae8c37c8bac6441dcc4399f6fe8943bbfb6534c5a,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,b8fc05595fb05a38bf37074f7a27451d439ab11959e6946661065981f830a122,base_continue,1,72,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,b8fc05595fb05a38bf37074f7a27451d439ab11959e6946661065981f830a122,detour_complete,1,190,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,b8fc05595fb05a38bf37074f7a27451d439ab11959e6946661065981f830a122,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,2b8433a0319b9a206e6014c358a5776285617747afbceb5feb3a8b4882b2a387,base_continue,1,65,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,2b8433a0319b9a206e6014c358a5776285617747afbceb5feb3a8b4882b2a387,detour_complete,1,247,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,2b8433a0319b9a206e6014c358a5776285617747afbceb5feb3a8b4882b2a387,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,06fb0534950faa52db1b28a284170c6bf0016619c75d0da974035d1710747b2f,base_continue,1,24,False,True,accident,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,06fb0534950faa52db1b28a284170c6bf0016619c75d0da974035d1710747b2f,detour_complete,1,900,False,False,unrecorded_cap_or_other,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,06fb0534950faa52db1b28a284170c6bf0016619c75d0da974035d1710747b2f,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,891a059d83935840f53040672b611ac8f568c80cc89fe77bb03f4d4ca3df1b67,base_continue,1,59,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,891a059d83935840f53040672b611ac8f568c80cc89fe77bb03f4d4ca3df1b67,detour_complete,1,195,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,891a059d83935840f53040672b611ac8f568c80cc89fe77bb03f4d4ca3df1b67,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,428ca3c4e8bf04e29ba264f54d3484403c27ddf452f92c20a45b0340dba4cad9,base_continue,1,63,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,428ca3c4e8bf04e29ba264f54d3484403c27ddf452f92c20a45b0340dba4cad9,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,428ca3c4e8bf04e29ba264f54d3484403c27ddf452f92c20a45b0340dba4cad9,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,dcc7511a50c1d5474b16f85fe1f86715d4bd28cf6f6305da04b9f6d78cda9d0c,base_continue,1,10,False,True,accident,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,dcc7511a50c1d5474b16f85fe1f86715d4bd28cf6f6305da04b9f6d78cda9d0c,detour_complete,1,314,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,dcc7511a50c1d5474b16f85fe1f86715d4bd28cf6f6305da04b9f6d78cda9d0c,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,f167dc3a20b36af81bbc12d11b80a720cea33d342e45b867883dbddb1e907e9f,base_continue,1,54,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,f167dc3a20b36af81bbc12d11b80a720cea33d342e45b867883dbddb1e907e9f,detour_complete,1,199,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,f167dc3a20b36af81bbc12d11b80a720cea33d342e45b867883dbddb1e907e9f,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,53f62e0d76df340ccfd0a6c10a7cf1306ffec70758fd03d76eda29a685613173,base_continue,1,52,True,False,success,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,53f62e0d76df340ccfd0a6c10a7cf1306ffec70758fd03d76eda29a685613173,detour_complete,1,192,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,53f62e0d76df340ccfd0a6c10a7cf1306ffec70758fd03d76eda29a685613173,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,43347d99e35479cdc3d3197e5c6127d8bb063ec834656eecdd505a39f52d7167,base_continue,1,6,False,True,accident,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,43347d99e35479cdc3d3197e5c6127d8bb063ec834656eecdd505a39f52d7167,detour_complete,1,320,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass,exposed:glass_recovery_train_0001,43347d99e35479cdc3d3197e5c6127d8bb063ec834656eecdd505a39f52d7167,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,09da0904e292712e5ed0fbdeaeb877e637acabfb5f929d8276f5fdb0c3004a96,base_continue,1,220,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,09da0904e292712e5ed0fbdeaeb877e637acabfb5f929d8276f5fdb0c3004a96,detour_complete,1,199,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,offpath,exposed:glass_recovery_train_0001,09da0904e292712e5ed0fbdeaeb877e637acabfb5f929d8276f5fdb0c3004a96,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,f9a65a5e39de7a8ab996a91f18fb8e8e2013a5cfd1b644554bc68ccead244318,base_continue,1,220,False,False,unrecorded_cap_or_other,
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,f9a65a5e39de7a8ab996a91f18fb8e8e2013a5cfd1b644554bc68ccead244318,detour_complete,1,198,True,False,success,10
69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,noglass,exposed:glass_recovery_train_0001,f9a65a5e39de7a8ab996a91f18fb8e8e2013a5cfd1b644554bc68ccead244318,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,166d3b0c212d2892b49b61fae8473542064f49754999e53dc4de3dc70e1e712a,base_continue,1,220,False,False,unrecorded_cap_or_other,
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,166d3b0c212d2892b49b61fae8473542064f49754999e53dc4de3dc70e1e712a,detour_complete,1,855,False,False,robosuite_episode_horizon,12
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,166d3b0c212d2892b49b61fae8473542064f49754999e53dc4de3dc70e1e712a,retreat_hold,1,7,False,True,accident,
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,b4c95a86ebe631a751e37aa907188a416e5ec4e12de5bcb493e939ae69141176,base_continue,1,19,False,True,accident,
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,b4c95a86ebe631a751e37aa907188a416e5ec4e12de5bcb493e939ae69141176,detour_complete,1,845,False,False,robosuite_episode_horizon,12
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,b4c95a86ebe631a751e37aa907188a416e5ec4e12de5bcb493e939ae69141176,retreat_hold,1,8,False,True,accident,
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,36d490af5d53eb69fdc0f1fc870d8e34cc1776a36147749b2576483b9e2b49ba,base_continue,1,20,False,True,accident,
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,36d490af5d53eb69fdc0f1fc870d8e34cc1776a36147749b2576483b9e2b49ba,detour_complete,1,835,False,False,robosuite_episode_horizon,11
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,36d490af5d53eb69fdc0f1fc870d8e34cc1776a36147749b2576483b9e2b49ba,retreat_hold,1,7,False,True,accident,
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,0fc5ee97f4043a167745105b004222b079b1b40a2eae7757b01f628fc8cf2fdc,base_continue,1,7,False,True,accident,
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,0fc5ee97f4043a167745105b004222b079b1b40a2eae7757b01f628fc8cf2fdc,detour_complete,1,825,False,False,robosuite_episode_horizon,12
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,0fc5ee97f4043a167745105b004222b079b1b40a2eae7757b01f628fc8cf2fdc,retreat_hold,1,7,False,True,accident,
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,a0792781f250d56cd3c6d8e752a02a5726b8775e8b186e9235f5ff423d6c9ac1,base_continue,1,5,False,True,accident,
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,a0792781f250d56cd3c6d8e752a02a5726b8775e8b186e9235f5ff423d6c9ac1,detour_complete,1,5,False,True,accident,0
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,a0792781f250d56cd3c6d8e752a02a5726b8775e8b186e9235f5ff423d6c9ac1,retreat_hold,1,5,False,True,accident,
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,glass,exposed:glass_recovery_train_0006,d7481ca51362a455db64aa1970f9feb944d3897eb2ecfde6b291758e311d60c2,base_continue,1,220,False,False,unrecorded_cap_or_other,
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,glass,exposed:glass_recovery_train_0006,d7481ca51362a455db64aa1970f9feb944d3897eb2ecfde6b291758e311d60c2,detour_complete,1,402,False,True,accident,6
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,glass,exposed:glass_recovery_train_0006,d7481ca51362a455db64aa1970f9feb944d3897eb2ecfde6b291758e311d60c2,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,offpath,exposed:glass_recovery_train_0006,e0e7d3b00eafdf2acad0dd657f869fc566712dc12ea561892905158b8b84baa6,base_continue,1,220,False,False,unrecorded_cap_or_other,
