source,split,condition,placement,decision_id,anchor_index,collision_relative_horizon,repeats_per_option,base_success,detour_success,base_accident,detour_accident,delta_success,delta_accident,success_loss,new_accident,base_steps,detour_steps
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,36d490af5d53eb69fdc0f1fc870d8e34cc1776a36147749b2576483b9e2b49ba,155,20,1,0,0,1,0,0,-1,0,0,20,835
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,0fc5ee97f4043a167745105b004222b079b1b40a2eae7757b01f628fc8cf2fdc,165,10,1,0,0,1,0,0,-1,0,0,7,825
28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,train,glass,exposed:glass_recovery_train_0005,a0792781f250d56cd3c6d8e752a02a5726b8775e8b186e9235f5ff423d6c9ac1,170,5,1,0,0,1,1,0,0,0,0,5,5
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,glass,exposed:glass_recovery_train_0006,d7481ca51362a455db64aa1970f9feb944d3897eb2ecfde6b291758e311d60c2,6,30,1,0,0,0,1,0,1,0,1,220,402
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,offpath,exposed:glass_recovery_train_0006,e0e7d3b00eafdf2acad0dd657f869fc566712dc12ea561892905158b8b84baa6,6,30,1,0,1,0,0,1,0,0,0,220,209
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,noglass,exposed:glass_recovery_train_0006,9575ff87a7cacf831ad70554eab375d7ff57408437219739239c42629203c265,6,30,1,1,1,0,0,0,0,0,0,75,333
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,glass,exposed:glass_recovery_train_0006,248d5024d3ebd6d571a40b06b2695a89ce49d0290909451119d3e3b38667ab1e,16,20,1,0,1,1,0,1,-1,0,0,189,433
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,offpath,exposed:glass_recovery_train_0006,3eb04dde959c6f101252f9e351cba3bed81af47c40e2d21dd143d17e198e5522,16,20,1,1,1,0,0,0,0,0,0,58,204
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,noglass,exposed:glass_recovery_train_0006,efd6d97d84504384ca5c36de2cd75c1832c3c1ee09808335218c20797ef80fb9,16,20,1,1,1,0,0,0,0,0,0,69,315
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,glass,exposed:glass_recovery_train_0006,5ce553400c003140abf4ba80dfda89c7aca4616a3823b58ca5d24a6779f1e3b4,26,10,1,0,1,1,0,1,-1,0,0,10,430
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,offpath,exposed:glass_recovery_train_0006,7afe605e7e6acd2c18f7c132c00a21bbfc2404905630134b900617045ffdc43c,26,10,1,1,1,0,0,0,0,0,0,53,201
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,noglass,exposed:glass_recovery_train_0006,f8025df5eaa9a7e2459ed66708a2477db1479b3a74b07bf306bbdc0f2fe3dcb8,26,10,1,0,1,0,0,1,0,0,0,220,318
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,glass,exposed:glass_recovery_train_0006,b88d87eac8925355e1cf433be849ef691a9e60ef8b84f944f2ef83bce0ab7631,31,5,1,0,1,1,0,1,-1,0,0,5,429
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,offpath,exposed:glass_recovery_train_0006,9cbbc2bac64f221bdb97d8d789786896b82cd7b34846f08f52a22158f5dfcfbb,31,5,1,1,1,0,0,0,0,0,0,37,203
a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,train,noglass,exposed:glass_recovery_train_0006,5b708e46a05036fdd5aa4b920bcc63d26b0db31225bcd5dd629028e675a3f8d1,31,5,1,0,1,0,0,1,0,0,0,220,316
f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,train,glass,exposed:glass_recovery_train_0008,d148c3efcf92ed63f8d83884af0580be9bf7b83a663651f5b966cf934d47d532,3,30,1,1,0,0,0,-1,0,1,0,75,900
f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,train,offpath,exposed:glass_recovery_train_0008,aa4fb1e7f1340e25aa35cebaa07bccc79f9625c7a131c49c9110787a84c0fa55,3,30,1,1,1,0,0,0,0,0,0,72,313
f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,train,noglass,exposed:glass_recovery_train_0008,13622f089c04d57bf1295fdded29e2a34860c54d7125de220c3e6dc777349f38,3,30,1,1,0,0,0,-1,0,1,0,74,900
f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,train,glass,exposed:glass_recovery_train_0008,91bf24f72c97390d722459dc4d5ede2a011b09c12e36e7b7fd26a10eaee56e9b,13,20,1,0,0,1,0,0,-1,0,0,31,900
f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,train,offpath,exposed:glass_recovery_train_0008,ee3c48810394e20b251fe1bec2818d9524053421b90d7a60813eb3bb59d3661d,13,20,1,1,0,0,0,-1,0,1,0,66,900
f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,train,noglass,exposed:glass_recovery_train_0008,c66eea6f8276cd7a514ccf1ee642e0714951fa6c9c93f9cbd0e53ad2a8cf1240,13,20,1,1,1,0,0,0,0,0,0,67,228
f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,train,glass,exposed:glass_recovery_train_0008,b8a84988fb8bb42a81c6e988b8ac8ffd368df04599ae18041f30b924605c6d4a,23,10,1,0,0,1,1,0,0,0,0,11,79
f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,train,offpath,exposed:glass_recovery_train_0008,2c99f888727b204cfa3ed14993f0f98f5faa7d56e6fa3b4c8e4fe6e3b693de11,23,10,1,1,0,0,0,-1,0,1,0,56,900
f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,train,noglass,exposed:glass_recovery_train_0008,01f3a9b05e6d72af78c7750b8ca434550a697925dad1cc0a97eb387fcd625576,23,10,1,1,1,0,0,0,0,0,0,56,180
f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,train,glass,exposed:glass_recovery_train_0008,9ceb7189f7d4d312486aa71685256aac693020e0969b88cdc3896e828413707d,28,5,1,0,0,1,1,0,0,0,0,5,91
f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,train,offpath,exposed:glass_recovery_train_0008,3e9cb9f4aa256b86d2b55d5f8eab0eb9a279fe25afdf14c646c9969de80e3f50,28,5,1,1,0,0,0,-1,0,1,0,47,900
f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,train,noglass,exposed:glass_recovery_train_0008,9722f324d9c5dea727c566e371ad36aed18e93ea9150765b9ae4048a050ec821,28,5,1,1,0,0,0,-1,0,1,0,48,900
0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,train,glass,exposed:glass_recovery_train_0009,d576ff89028b9511afde2faf463e1df981328c902bcb8e907dde78c1571b657c,3,30,1,0,0,1,0,0,-1,0,0,34,900
0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,train,offpath,exposed:glass_recovery_train_0009,ee75f641fca6f9f362dc3e75697d56e05123ed983ee5069fd9ae0801cc9c4c30,3,30,1,1,1,0,0,0,0,0,0,81,214
0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,train,noglass,exposed:glass_recovery_train_0009,f457e3419dd27406549cf2ec68e1f439408ffb635c888c54e315993bd3cace03,3,30,1,1,0,0,0,-1,0,1,0,97,900
0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,train,glass,exposed:glass_recovery_train_0009,c4972e15a7574f2338d02cf8e2e50c88afef08380a8ebd81a4c444629494ec11,13,20,1,0,1,1,0,1,-1,0,0,24,335
0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,train,offpath,exposed:glass_recovery_train_0009,ddcb5e01f9195a6109875e056ee5404f698c9d3e66558f921be7bd301562b620,13,20,1,1,0,0,0,-1,0,1,0,72,900
0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,train,noglass,exposed:glass_recovery_train_0009,31aa7fddada0973f5e75f938afb6a0a8456f86ad83881fcf67ff0c93ea8d9791,13,20,1,1,0,0,0,-1,0,1,0,86,900
0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,train,glass,exposed:glass_recovery_train_0009,b7a14e6e6fd6276353435635880e99a146734364afdbea8bf4d5cd2f6ee4a730,23,10,1,0,1,1,0,1,-1,0,0,10,316
0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,train,offpath,exposed:glass_recovery_train_0009,ab7982f2e7f3af3a0e8a3b27c48828ea64ad4524a9b0230e3a5a178762f7de32,23,10,1,1,1,0,0,0,0,0,0,62,200
0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,train,noglass,exposed:glass_recovery_train_0009,63d094020072c09dc6aaf329aadd81a5c596987ea6f8f33883d744591b7312aa,23,10,1,1,1,0,0,0,0,0,0,62,222
0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,train,glass,exposed:glass_recovery_train_0009,fa03a23fda55c3ea33661d3260f8d0dc60162f2748f3f5a17ea92d65562aa4ea,28,5,1,0,1,1,0,1,-1,0,0,5,313
0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,train,offpath,exposed:glass_recovery_train_0009,5ddb948f4bfe692e6c6d66da64d65df8089936d1e0fecaf17d5d612fbbaa0f74,28,5,1,1,1,0,0,0,0,0,0,62,199
0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,train,noglass,exposed:glass_recovery_train_0009,6738869e2e168f1edc4e653c5d502701a0e10a97510d0fbbf70d7c3898766a59,28,5,1,1,0,0,0,-1,0,1,0,43,900
a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,glass,exposed:glass_recovery_validation_0002,a2789c81099b55b6e03d0122a4c3dae0b762d73aa58759fea4839f4cbf3f626b,9,30,1,0,0,1,0,0,-1,0,0,30,900
a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,offpath,exposed:glass_recovery_validation_0002,c358a61a7773b654fc7175c629003645faa41187cd0e8b9deefe58f1f799f1de,9,30,1,1,0,0,0,-1,0,1,0,85,900
a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,noglass,exposed:glass_recovery_validation_0002,282d6be2ebee0c936ede028b88080e81956f8fcb6dd88dec9d85b8b0d4426737,9,30,1,1,1,0,0,0,0,0,0,78,201
a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,glass,exposed:glass_recovery_validation_0002,f40f69fe08f45b1018c7b16e12f6ce739d262e19cc437250b5c340dae5b6ab80,19,20,1,0,0,1,0,0,-1,0,0,19,900
a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,offpath,exposed:glass_recovery_validation_0002,77e49e2984ccacab87bf108589d841bd21865cb4ce3d110c430a3cb277f6df9b,19,20,1,1,0,0,0,-1,0,1,0,72,900
a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,noglass,exposed:glass_recovery_validation_0002,23a105f7245ab9a74e4095b0761539ea24d0ca585359e9738474a1d4d5d5715c,19,20,1,1,1,0,0,0,0,0,0,63,191
a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,glass,exposed:glass_recovery_validation_0002,b85b66d6c8384c9e0a0b55fbae4cb85f4d8ad2240c1872fecfa3e61f994f549c,29,10,1,0,0,1,0,0,-1,0,0,10,900
a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,offpath,exposed:glass_recovery_validation_0002,75bcd10eaebd6feacb2b9ee8ad6c3305731b80df8ed335e4eec7f8fec43a8b78,29,10,1,1,1,0,0,0,0,0,0,62,181
a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,noglass,exposed:glass_recovery_validation_0002,5897b0e2da5f90da5cf91c18ed38a838677a9a2cbf2301fabd15be2ba31ed258,29,10,1,1,1,0,0,0,0,0,0,53,191
a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,glass,exposed:glass_recovery_validation_0002,3b94bd61b3e82b1508282b8b6f6164980744459548db1ad0fbb35df0556f1950,34,5,1,0,0,1,0,0,-1,0,0,1,900
a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,offpath,exposed:glass_recovery_validation_0002,49c63703ec20b464f6d00680889faac5bedcfa8903cf885b39ecf4eee43582f3,34,5,1,1,0,0,0,-1,0,1,0,53,900
a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,noglass,exposed:glass_recovery_validation_0002,b183755614593b6c5ce7dc373736a09c48c9e3064b1b1d0ed9373c05fa2b6e52,34,5,1,1,1,0,0,0,0,0,0,55,193
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,glass,exposed:glass_recovery_validation_0004,9b707107c2d50634254375349c498218f549da231043f59ee124770219e88251,18,40,1,0,0,0,0,0,0,0,0,220,900
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,offpath,exposed:glass_recovery_validation_0004,c8733b9bdfcb4d07e515789518e87a27ebcb98672fa8ca2f40c79865d75352d9,18,40,1,1,0,0,0,-1,0,1,0,67,900
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,noglass,exposed:glass_recovery_validation_0004,0249d558ac40eb51e0e91e236e31b51736a3d76e94925f658f73fd82b8b9e6fc,18,40,1,1,1,0,0,0,0,0,0,52,199
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,glass,exposed:glass_recovery_validation_0004,e8224960cedc6e77e1941ea600465c30f179778df1de39694fe492bdd87fc478,28,30,1,0,0,0,0,0,0,0,0,220,900
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,offpath,exposed:glass_recovery_validation_0004,724e21d6f88cb9451630fa74d0b7a23e94b0dbc19c068bf2847245f11d2cec1c,28,30,1,1,0,0,0,-1,0,1,0,49,900
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,noglass,exposed:glass_recovery_validation_0004,ca9d2a73ef6a295641892231cdf056d8f4d0f820d90adc99e49325b4a6f8a705,28,30,1,1,1,0,0,0,0,0,0,42,207
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,glass,exposed:glass_recovery_validation_0004,d676d7f00df73c70ea46a7081d5ed7bd173e0f25bdca10346816f5bc0de73f25,38,20,1,0,0,1,0,0,-1,0,0,18,900
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,offpath,exposed:glass_recovery_validation_0004,eeeb651b897ee52acc70b576b61cae1207250e1c6cf082b2420fb3e56cce55ae,38,20,1,1,1,0,0,0,0,0,0,38,271
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,noglass,exposed:glass_recovery_validation_0004,e6e76120adf4a1c5210d99a9c041369179afe2abe1cb15e3c7bfecca04005930,38,20,1,1,1,0,0,0,0,0,0,38,219
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,glass,exposed:glass_recovery_validation_0004,f3f21705a8a475ac6d6fdb94aa461ae2b521d82d54bbd870af8d23c163aa3c37,48,10,1,0,0,0,0,0,0,0,0,220,900
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,offpath,exposed:glass_recovery_validation_0004,88bdb0262c2dc0d919ffcc21878f5e49bb57ca08dd3d36612de218d9e3390f67,48,10,1,0,0,0,0,0,0,0,0,220,900
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,noglass,exposed:glass_recovery_validation_0004,f9f81d4ec1291801bd60d73a44bd5248773051610454f3b61fc811a98d3b8174,48,10,1,1,0,0,0,-1,0,1,0,34,900
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,glass,exposed:glass_recovery_validation_0004,3c207ba91856938dcf368df906dc419ed200a6b0afc8394018035d65d768f8f0,53,5,1,0,0,1,1,0,0,0,0,5,5
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,offpath,exposed:glass_recovery_validation_0004,c9561295ce72167c0ca7853017d1b7f9e5b06f94f916c02e61fcbfb4b870b187,53,5,1,0,0,0,0,0,0,0,0,220,900
ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,noglass,exposed:glass_recovery_validation_0004,419c844339e951fe21f5e0236195cf4cb5a3c3a2a13bb0a7ce9cab8c16ac8f37,53,5,1,0,0,0,0,0,0,0,0,220,900
6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,development,glass,fresh:glass_recovery_heldout_0000,985cbb95962a4a4693652b917048f4efaa1e748f2b8100847bc5151c1172ef92,5,30,1,0,1,1,0,1,-1,0,0,158,210
6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,development,offpath,fresh:glass_recovery_heldout_0000,a57bec0615da35e49bb7cb4da4194fd4624f7a26144bbcecc0b5633edb884258,5,30,1,1,1,0,0,0,0,0,0,74,168
6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,development,noglass,fresh:glass_recovery_heldout_0000,4161a922e249b91109ac5c4edbc515c6533854493fcf97ceb4335959edfd07cb,5,30,1,1,1,0,0,0,0,0,0,72,208
6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,development,glass,fresh:glass_recovery_heldout_0000,c5b15b496b0763c6a89c99fe87388801dd849c1eec3d44c4b0b452d784da7363,15,20,1,0,1,1,0,1,-1,0,0,19,168
6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,development,offpath,fresh:glass_recovery_heldout_0000,623a24255355f6cbbd9cf771d59a3f7bdedb2eab2e76a33996eec56e0f5ca81f,15,20,1,1,1,0,0,0,0,0,0,61,169
6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,development,noglass,fresh:glass_recovery_heldout_0000,761517ff65a477a1b59c8e3db07fb6a0af952d119030de7b7eac120bae7cb1a3,15,20,1,1,1,0,0,0,0,0,0,58,167
6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,development,glass,fresh:glass_recovery_heldout_0000,33e471e6525f09bc12523d8cfbd7783d07363c487bb2ab155cc45ff11119f30b,25,10,1,0,1,1,0,1,-1,0,0,15,177
6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,development,offpath,fresh:glass_recovery_heldout_0000,bd8afe4507ec511fd65edad1ccc6e33463a7d66f8ddf39fe94ca10fab601615a,25,10,1,1,1,0,0,0,0,0,0,52,188
6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,development,noglass,fresh:glass_recovery_heldout_0000,a9f74b3c7a31cf1be0dbc26f2b0510c2d117d290f5724019b696e2215f0cd2c8,25,10,1,1,1,0,0,0,0,0,0,56,184
6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,development,glass,fresh:glass_recovery_heldout_0000,ffe18941bba4a481b2e394aea53d81513dc7d59f5fbf0901e78e76a5675aa9a1,30,5,1,0,1,1,0,1,-1,0,0,60,203
6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,development,offpath,fresh:glass_recovery_heldout_0000,ca2c45a6b953b3cc4717d490e2a1b8c2d9130ae687169562d6e154c72865652b,30,5,1,1,1,0,0,0,0,0,0,37,193
6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,development,noglass,fresh:glass_recovery_heldout_0000,c68aea4a4c9de8928c81a04e449242495d16d3211ee4ca1314bc5ccef4338309,30,5,1,1,1,0,0,0,0,0,0,36,231
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,glass,fresh:glass_recovery_heldout_0002,32b5544e6719face4a450ed0f14bbadf31d102762175fcb56c9e35f840fbd3f9,7,40,1,0,0,1,0,0,-1,0,0,61,900
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,offpath,fresh:glass_recovery_heldout_0002,1fe829f2dc1453be1232065b3e864089cf5a8e0a25f39fc0c6036f0262c999ea,7,40,1,1,1,0,0,0,0,0,0,77,174
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,noglass,fresh:glass_recovery_heldout_0002,6f2060f46e6843b21187465c8fc88d7cde463fa2b905feece43176984d90102c,7,40,1,1,0,0,0,-1,0,1,0,81,900
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,glass,fresh:glass_recovery_heldout_0002,3a5716cb1a3456f401fa12ded22ce3ab75afd1ea905d03849d4d5bc4d39342a7,17,30,1,0,0,0,0,0,0,0,0,220,900
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,offpath,fresh:glass_recovery_heldout_0002,889660e593fcd71286b899384a3edccbfa71b21d925a2a6635f0706fcfbcb069,17,30,1,1,1,0,0,0,0,0,0,71,174
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,noglass,fresh:glass_recovery_heldout_0002,0425e8cd81e196c4040705fede9fe741b38fd76acb2e814113f295c95403a04e,17,30,1,1,0,0,0,-1,0,1,0,68,900
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,glass,fresh:glass_recovery_heldout_0002,8d5236d2d1594e13417fddc71150dc210e0ed5241805c788417fd56001793cb7,27,20,1,0,0,1,1,0,0,0,0,21,72
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,offpath,fresh:glass_recovery_heldout_0002,e7acf23862f94eefb137c9f9a65288f970e4259e60f59576824a963d1d7f1704,27,20,1,1,1,0,0,0,0,0,0,53,182
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,noglass,fresh:glass_recovery_heldout_0002,89fe0e23b6b28f4af741ce3679e48066e6ff2017fd574be0fd1fbc6a77ab821f,27,20,1,1,1,0,0,0,0,0,0,57,165
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,glass,fresh:glass_recovery_heldout_0002,e450e2a600d320eb52bb8e3b717da31fe64f2685b79552107256d1cf2ee45351,37,10,1,0,0,1,1,0,0,0,0,10,81
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,offpath,fresh:glass_recovery_heldout_0002,1c93ed108106187e2e57fddaabd3a5d0bcad9adfb45d5056bfe9113a458f542c,37,10,1,1,1,0,0,0,0,0,0,45,193
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,noglass,fresh:glass_recovery_heldout_0002,55029e83207354680f6699eb4c9fb40610fdfe033eaf00bfdedb568564e0a9f8,37,10,1,1,1,0,0,0,0,0,0,48,183
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,glass,fresh:glass_recovery_heldout_0002,f3149150b547fe6bf8f1cdd5c78dbc33109dbb4ee95ffe2807dce34ded9aa7b3,42,5,1,0,0,1,1,0,0,0,0,5,103
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,offpath,fresh:glass_recovery_heldout_0002,68dd85bdc8f913910c19d7a35356b0f180b99a27c48f5a2a51f510b331c4add6,42,5,1,1,0,0,0,-1,0,1,0,35,900
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,noglass,fresh:glass_recovery_heldout_0002,7cc66a27ce2971b4dd170aa8f8b415751cf10acaf0a4eb4a2ac10682c2b9dda6,42,5,1,1,0,0,0,-1,0,1,0,33,900
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,glass,fresh:glass_recovery_heldout_0003,e3f89aaf62918f6b1bb333aec30f6a0d15694653cd9d5b69799f3c37da1d4521,3,40,1,0,0,1,0,0,-1,0,0,43,900
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,offpath,fresh:glass_recovery_heldout_0003,f7fa39ff67717d07e0cd07a35c9dab3c5ce395be4d1f69dc765aa831b71f9908,3,40,1,1,1,0,0,0,0,0,0,85,450
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,noglass,fresh:glass_recovery_heldout_0003,d27769f317fe51e3b19ce34f9100076e16f3e0414039da45fa2fa354006635dd,3,40,1,1,0,0,0,-1,0,1,0,83,900
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,glass,fresh:glass_recovery_heldout_0003,48ec667bf31410df345f249ab70b71681cda9dc68bae3a5c0916e2f7d4d3a2f8,13,30,1,0,0,1,0,0,-1,0,0,30,900
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,offpath,fresh:glass_recovery_heldout_0003,28c291020aee739dc890a38f7576320a1bee1717f4522c4bc5b68c7b67b3604b,13,30,1,1,1,0,0,0,0,0,0,78,453
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,noglass,fresh:glass_recovery_heldout_0003,ac7ac7ab2c8b3da98fd0d7a4e6578fecb4f24c1f12b2c1fea336ceed2256e4ab,13,30,1,1,0,0,0,-1,0,1,0,72,900
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,glass,fresh:glass_recovery_heldout_0003,4237f493165f93661c61663c67e2aad7c986f4293d3b1b1520c190fded0f68cf,23,20,1,0,0,1,1,0,0,0,0,20,72
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,offpath,fresh:glass_recovery_heldout_0003,8f458822c82253f7c03715364c65d91b335f3f404577c5981363192c295d2629,23,20,1,1,1,0,0,0,0,0,0,68,446
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,noglass,fresh:glass_recovery_heldout_0003,5ec7d22977d51b192e4c9cb41db3e54a4df3082621d9d0e0cf8ed45d0e31fba9,23,20,1,1,0,0,0,-1,0,1,0,64,900
