panel,selection_horizon,deadline,subset,A_base_success,A_selected_success,A_gain,A_base_accident,A_selected_accident,A_accident_delta,A_loss,A_new_accident,A_intervention,B_base_success,B_selected_success,B_gain,B_base_accident,B_selected_accident,B_accident_delta,B_loss,B_new_accident,B_intervention
detour,220,153,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.65625,0.59375,-0.0625,0.0625,0.0,0.125
detour,220,153,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,153,condition:offpath,0.8125,0.8125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,153,controls,0.890625,0.875,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,154,all,0.6354166666666666,0.6145833333333333,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.25,0.22916666666666666,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,154,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.65625,0.59375,-0.0625,0.0625,0.0,0.125
detour,220,154,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,154,condition:offpath,0.8125,0.8125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,154,controls,0.890625,0.875,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,155,all,0.6354166666666666,0.6145833333333333,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.25,0.22916666666666666,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,155,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.65625,0.59375,-0.0625,0.0625,0.0,0.125
detour,220,155,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,155,condition:offpath,0.8125,0.8125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,155,controls,0.890625,0.875,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,156,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.25,0.22916666666666666,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,156,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.65625,0.59375,-0.0625,0.0625,0.0,0.125
detour,220,156,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,156,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,156,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,157,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.25,0.22916666666666666,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,157,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.65625,0.59375,-0.0625,0.0625,0.0,0.125
detour,220,157,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,157,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,157,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,158,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,158,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,158,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,158,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,158,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,159,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,159,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,159,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,159,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,159,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,160,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,160,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,160,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,160,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,160,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,161,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,161,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,161,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,161,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,161,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,162,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,162,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,162,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,162,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,162,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,163,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,163,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,163,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,163,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,163,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,164,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,164,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,164,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,164,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,164,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,165,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,165,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,165,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,165,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,165,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,166,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,166,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,166,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,166,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,166,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,167,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,167,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,167,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,167,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,167,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,168,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,168,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,168,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,168,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,168,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,169,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,169,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,169,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,169,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,169,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,170,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,170,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,170,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,170,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,170,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,171,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,171,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,171,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,171,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,171,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,172,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,172,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,172,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,172,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,172,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,173,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,173,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,173,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,173,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,173,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,174,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,174,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,174,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,174,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,174,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,175,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,175,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,175,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,175,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,175,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,176,all,0.6458333333333333,0.625,-0.020833333333333332,0.3020833333333333,0.2708333333333333,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,176,condition:glass,0.125,0.09375,-0.03125,0.78125,0.6875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,176,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,176,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,176,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,177,all,0.6458333333333333,0.625,-0.020833333333333332,0.3125,0.28125,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,177,condition:glass,0.125,0.09375,-0.03125,0.8125,0.71875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,177,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,177,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,177,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,178,all,0.6458333333333333,0.625,-0.020833333333333332,0.3125,0.28125,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,178,condition:glass,0.125,0.09375,-0.03125,0.8125,0.71875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
detour,220,178,condition:noglass,0.96875,0.9375,-0.03125,0.0,0.0,0.0,0.03125,0.0,0.0625,0.9375,0.875,-0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625
detour,220,178,condition:offpath,0.84375,0.84375,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.09375,0.09375,0.0,0.0,0.0,0.0
detour,220,178,controls,0.90625,0.890625,-0.015625,0.0625,0.0625,0.0,0.015625,0.0,0.03125,0.90625,0.875,-0.03125,0.046875,0.046875,0.0,0.03125,0.0,0.03125
detour,220,179,all,0.6458333333333333,0.625,-0.020833333333333332,0.3125,0.28125,-0.03125,0.020833333333333332,0.0,0.0625,0.6666666666666666,0.625,-0.041666666666666664,0.26041666666666663,0.23958333333333331,-0.020833333333333332,0.041666666666666664,0.0,0.0625
detour,220,179,condition:glass,0.125,0.09375,-0.03125,0.8125,0.71875,-0.09375,0.03125,0.0,0.125,0.1875,0.125,-0.0625,0.6875,0.625,-0.0625,0.0625,0.0,0.125
